Formula_label,Helper_lipid,NP_ratio,(IL+HL),HL_(IL+HL),PEG_(Chol+PEG),LnRLU_h19RAMOS
0,DSPC,0.018852757632268125,0.7911626161042793,0.08755623731191486,0.07709413195606707,1.384697438
1,DSPC,0.018852757632268125,0.3734878483128374,0.0,0.07709413195606707,0.862390509
2,DSPC,0.018852757632268125,0.6867439241564188,0.0,0.07709413195606707,1.053458924
3,DSPC,0.018852757632268125,1.0000000000000002,0.0,0.07709413195606707,0.474337306
4,DSPC,0.018852757632268125,0.3734878483128374,0.26266858060145426,0.07709413195606707,1.499651954
5,DSPC,0.018852757632268125,0.6867439241564188,0.26266858060145426,0.07709413195606707,1.494572429
6,DSPC,0.018852757632268125,1.0000000000000002,0.26266858060145426,0.07709413195606707,0.980126851
7,DSPC,0.018852757632268125,0.3734878483128374,0.5253371612029086,0.07709413195606707,1.426921608
8,DSPC,0.018852757632268125,0.6867439241564188,0.5253371612029086,0.07709413195606707,0.66039868
9,DSPC,0.018852757632268125,1.0000000000000002,0.5253371612029086,0.07709413195606707,0.927701536
10,DSPC,0.018852757632268125,0.3734878483128374,0.6566714515036357,0.07709413195606707,1.13079603
11,DSPC,0.018852757632268125,0.6867439241564188,0.6566714515036357,0.07709413195606707,0.980852489
12,DSPC,0.018852757632268125,1.0000000000000002,0.6566714515036357,0.07709413195606707,0.921927356
13,DSPC,0.6418464896437368,0.3734878483128374,0.0,0.07709413195606707,0.975013148
14,DSPC,0.6418464896437368,0.6867439241564188,0.0,0.07709413195606707,0.97648036
15,DSPC,0.6418464896437368,1.0000000000000002,0.0,0.07709413195606707,0.547031175
16,DSPC,0.6418464896437368,0.3734878483128374,0.26266858060145426,0.07709413195606707,1.579454849
17,DSPC,0.6418464896437368,0.6867439241564188,0.26266858060145426,0.07709413195606707,1.057731709
18,DSPC,0.6418464896437368,1.0000000000000002,0.26266858060145426,0.07709413195606707,0.946150798
19,DSPC,0.6418464896437368,0.3734878483128374,0.5253371612029086,0.07709413195606707,1.57282708
20,DSPC,0.6418464896437368,0.6867439241564188,0.5253371612029086,0.07709413195606707,1.644177367
21,DSPC,0.6418464896437368,1.0000000000000002,0.5253371612029086,0.07709413195606707,1.046034906
22,DSPC,0.6418464896437368,0.3734878483128374,0.6566714515036357,0.07709413195606707,1.296496973
23,DSPC,0.6418464896437368,0.6867439241564188,0.6566714515036357,0.07709413195606707,1.602580001
24,DSPC,0.6418464896437368,1.0000000000000002,0.6566714515036357,0.07709413195606707,1.183429038
25,DSPC,0.0020972639585969954,0.8619999562047123,0.8140486557247392,0.09038900996851496,0.828738118
26,DSPC,0.0,0.8622877403848421,0.9999999999999999,0.30238517166258205,0.227911334
27,DSPC,0.8943395374708214,0.6969558001138083,0.8755721021007056,1.0,0.044158901
28,DSPC,0.8899456679648854,0.7918754259192764,0.7137013987597177,0.4667484715344469,0.636555184
29,DSPC,0.5783590406069135,0.8252644253793804,0.8972277402065271,0.5902827786335182,0.490555288
30,DSPC,0.783030919902838,0.20403508200319925,0.508882688146713,0.2838350753341836,1.271982562
31,DSPC,0.9999999999999998,0.3677881105746876,0.39077632202926427,0.0,1.729894179
32,DSPC,0.659112899854037,0.5001107417658388,0.33086069735269186,0.8883714734419653,1.107058183
33,DSPC,0.7149369511715689,0.13714093378635223,0.36793392941482195,0.6979957071907151,0.636234672
34,DSPC,0.995625293988925,0.0,0.5131256819486235,0.9288202521340366,0.335685356
