IL_NP_ratio,(IL+HL),HL_(IL+HL),PEG_(Chol+PEG),SORT_of_total
1.2892441731116204,83.56354085245117,28.80841109832451,2.845473449542058,24.94251401394436
5.916317938025557,34.40634893443905,33.60024712791971,5.3542112581262895,40.914612180672215
8.416871792452886,52.23259008266159,53.16066564903642,11.286897408744068,0.8495260948605021
5.390404360264547,35.293797073041084,55.7277697990849,11.24350241328564,44.262094054938736
0.7234873652386474,84.48407605649892,41.92802705664621,3.6596745506303887,22.57737652165794
5.2746160714705566,47.09732231164099,6.708750078788879,2.286172547040547,0.18640474844439647
6.418820864342854,37.82484027335032,44.45222804233252,8.957630569093832,36.783201326126026
5.318575380041688,24.999029108644955,17.847044588654743,15.68342232330453,42.976975729647954
8.773933990142678,70.30357995161441,0.16339175735112857,8.55760093712887,36.04982975602898
11.377508528409779,69.13255770484604,23.517961185665857,6.270791950937337,25.808373508847648
2.11159363646204,87.05657544895469,29.0555985717107,14.050833305299442,40.12740508847953
6.286300308188653,73.6429725757873,34.807994549424784,10.297497526774116,27.073981366461386
