Formula_label,Iter,Lipid_Formula_label,Opt_Method,Ionizable_Lipid,Helper_lipid,SORT_lipid,IL_NP_ratio,(IL+HL),HL_(IL+HL),PEG_(Chol+PEG),SORT_of_total,RLU_HEPG2,on_target,Unnamed: 14
281,0,278,,SM-102,DSPC,18PG,9.56173402,59.79919547,0.0,0.558,6.26804502,7.662922,4.28599141,
282,0,279,,SM-102,DSPC,18PG,4.99682568,45.47229303,0.0,1.09,31.98320256,2.555503,0.25414041,
283,0,280,,SM-102,DSPC,18PG,4.5433978,81.48296539,0.0,0.201,49.73277204,1.27692,0.06035541,
284,0,281,,SM-102,DSPC,18PG,2.22720108,17.37146646,0.0,1.065,15.32707044,0.476061,0.56087041,
285,0,282,,SM-102,DSPC,18PG,8.12633528,86.28628521,0.0,0.96,17.58615246,4.5515,3.33809941,
286,0,283,,SM-102,DSPC,18PG,4.31110114,48.38259605,0.0,1.106,41.82776021,0.22068,-0.00056459,
287,0,284,,SM-102,DSPC,18PG,3.56123195,12.75952265,0.0,1.399,10.72148805,2.710565,1.17422241,
288,0,285,,SM-102,DSPC,18PG,2.3725535,15.45153604,0.0,1.092,9.61515275,4.353935,2.87111341,
289,0,286,,SM-102,DSPC,18PG,5.904,25.05881052,0.0,1.078,7.59020442,8.767714,4.16121241,
290,0,287,,SM-102,DSPC,18PG,10.717,73.97438325,0.0,0.2,31.067916,7.197466,3.98997541,
291,0,288,,SM-102,DSPC,18PG,10.717,32.24770682,0.0,0.201,25.0062284,1.2559,0.75644141,
292,0,289,,SM-102,DSPC,18PG,4.007,79.76865964,0.0,0.2,17.65745767,4.075879,1.95539741,
293,0,290,,SM-102,DSPC,18PG,10.13,52.79465976,0.0,1.385,34.859065,2.575819,0.90394841,
294,0,291,,SM-102,DSPC,18PG,14.544,52.99694993,0.0,0.2,34.98507021,2.67879,0.87139441,
295,0,292,,SM-102,DSPC,18PG,4.165,71.03317645,0.0,0.201,32.81279196,3.938151,4.76478141,
296,0,293,,SM-102,DSPC,18PG,10.13,48.36660393,0.0,0.21,39.76379172,2.087711,0.77734541,
297,0,294,,SM-102,DSPC,18PG,10.717,58.08047684,0.0,0.2,26.48532789,7.401801,4.36562841,
298,0,295,,SM-102,DSPC,18PG,10.717,37.62525966,0.0,0.2,21.20047357,8.144751,5.87983441,
299,0,296,,SM-102,DSPC,18PG,11.016,53.08361557,0.0,0.2,34.91399568,1.366678,1.00868941,
300,0,297,,SM-102,DSPC,18PG,10.081,49.50153964,0.0,0.964,38.73674607,-0.55948,0.55113441,
301,0,298,,SM-102,DSPC,18PG,4.188,77.48487772,0.0,0.457,29.26531866,4.751317,3.08681541,
302,0,299,,SM-102,DSPC,18PG,10.717,64.71255061,0.0,0.2,32.1288435,6.859189,4.27265341,
303,0,300,,SM-102,DSPC,18PG,10.717,73.04016219,0.0,0.2,35.8156376,5.781355,4.01929141,
304,0,301,,SM-102,DSPC,18PG,10.071,52.52023029,0.0,0.485,34.91333216,3.074388,1.45602841,
305,0,302,,SM-102,DSPC,18PG,4.0,14.59966272,0.0,1.083,10.380916,9.922605,7.40076841,
306,0,303,,SM-102,DSPC,18PG,24.069,37.31089627,0.0,0.2,21.15376188,10.28466,7.17263441,
307,0,304,,SM-102,DSPC,18PG,9.697,67.23465381,0.0,0.2,40.37603056,3.99343,2.38675941,
308,0,305,,SM-102,DSPC,18PG,15.27,37.43510545,0.0,0.962,21.49111678,8.983383,6.92819841,
309,0,306,,SM-102,DSPC,18PG,4.166,74.74654462,0.0,0.2,22.15322734,3.654347,3.73084841,
310,0,307,,SM-102,DSPC,18PG,4.001,33.51086669,0.0,1.089,25.16822295,2.93778,3.02460441,
311,0,308,,SM-102,DSPC,18PG,4.0,65.98150451,0.0,1.001,39.9738298,3.235901,2.73437341,
312,0,309,,SM-102,DSPC,18PG,19.295,37.67426956,0.0,0.234,21.33585976,9.555247,7.15860341,
313,0,310,,SM-102,DSPC,18PG,11.183,37.48296572,0.0,0.291,21.50299424,9.119769,7.07597441,
314,0,311,,SM-102,DSPC,18PG,6.194,72.22936065,0.0,0.2,33.18843054,4.68473,6.19115541,
315,0,312,,SM-102,DSPC,18PG,5.342,27.06416461,0.0,1.115,15.68890701,10.94219,6.98273341,
316,0,313,,SM-102,DSPC,18PG,21.832,37.61543724,0.0,0.962,21.2545575,9.567361,6.41225841,
317,0,314,,SM-102,DSPC,18PG,5.592,70.92523849,0.0,1.103,32.78018808,2.485856,5.33338241,
318,1,314,CONTROL,SM-102,DSPC,18PG,5.592,70.92523849,0.0,1.103,32.78018808,4.723569306,5.01910912,
319,0,315,,SM-102,DSPC,18PG,14.062,37.68065891,0.0,0.201,21.27323694,6.749769,6.41800941,
320,0,316,,SM-102,DSPC,18PG,16.687,37.4653146,0.0,0.229,21.4356006,7.347407,6.13080541,
321,0,317,,SM-102,DSPC,18PG,4.0,55.71611928,0.0,1.428,34.0934003,2.179489,5.52673941,
322,0,318,,SM-102,DSPC,18PG,11.796,37.66846496,0.0,0.208,21.21965235,8.472737,4.88408841,
323,0,319,,SM-102,DSPC,18PG,6.099,67.94078338,0.0,1.079,38.76020043,2.821364,4.20220141,
324,0,320,,SM-102,DSPC,18PG,5.333,57.21700253,0.0,1.085,28.242522,5.092654,4.30192541,
325,0,321,,SM-102,DSPC,18PG,6.134,49.76103273,0.0,1.083,31.77606575,2.507529,4.24996141,
326,0,322,,SM-102,DSPC,18PG,4.0,67.12641237,0.0,1.083,38.68025532,2.844188,3.82127441,
327,0,323,,SM-102,DSPC,18PG,5.94,55.57078704,0.0,1.398,34.28422866,1.893883,3.85119541,
328,0,324,,SM-102,DSPC,18PG,5.463,57.35056022,0.0,1.431,28.28979664,6.021843,3.76325841,
329,0,325,,SM-102,DSPC,18PG,4.0,56.94997911,0.0,1.085,28.95938406,4.825062,3.99298241,
330,0,326,,SM-102,DSPC,18PG,6.134,54.50580416,0.0,1.081,33.54536894,4.954294,4.65722441,
331,0,327,,SM-102,DSPC,18PG,5.94,51.2361624,0.0,1.398,32.1177298,3.478019,4.74978841,
332,0,328,,SM-102,DSPC,18PG,11.725,37.6863088,0.0,0.269,21.2564702,8.626805,4.99472141,
333,0,329,,SM-102,DSPC,18PG,6.134,50.55390181,0.0,1.083,32.11800075,1.247133,4.26545041,
334,0,330,,SM-102,DSPC,18PG,5.94,51.9546977,0.0,1.398,32.4221132,1.919481,4.45399541,
335,0,331,,SM-102,DSPC,18PG,6.142,67.24997628,0.0,1.079,38.473327,3.062849,4.65588741,
336,1,335,BO,SM-102,DSPC,18PG,5.64292672,56.37761225,45.59870429,3.580324183,0.0,4.66254804,2.642091663,2.020456377
337,1,336,BO,SM-102,DSPC,18PG,11.8849044,23.12858432,9.73295651,0.403411048,14.79168918,7.2873919,4.915637712,2.371754188
338,1,337,BO,SM-102,DSPC,18PG,6.843291208,55.35443371,56.99332996,3.42448975,0.0,5.595984931,4.07474185,1.521243081
339,1,338,BO,SM-102,DSPC,18PG,12.0,20.0,18.06462479,2.793037515,0.0,8.334384704,7.145409769,1.188974935
340,1,339,BO,SM-102,DSPC,18PG,11.36972761,35.04658482,52.29196033,1.067188241,6.26616501,7.247772559,4.453423385,2.794349174
341,1,340,BO,SM-102,DSPC,18PG,7.71608165,56.36155843,10.86915264,1.251800207,0.0,4.327769858,1.808832236,2.518937622
342,1,341,BO,SM-102,DSPC,18PG,11.18118216,67.70717147,18.02611308,0.652965211,19.52240013,5.706133963,4.8480523,0.858081663
343,1,342,BO,SM-102,DSPC,18PG,12.0,37.40203992,0.0,1.250705123,6.795889143,7.421489561,6.282160431,1.13932913
344,1,343,BO,SM-102,DSPC,18PG,4.095995142,23.13636187,22.44783808,9.963397463,13.44960425,1.76728131,1.327024128,0.440257183
345,1,344,BO,SM-102,DSPC,18PG,8.835209839,37.06937611,1.333127676,0.417890767,12.92847737,6.804834712,5.320915009,1.483919704
346,1,345,I-optimal,SM-102,DSPC,18PG,7.96338101,54.72937768,51.70622743,11.29564489,4.191882887,5.384074349,1.352882,4.03119235
347,1,346,I-optimal,SM-102,DSPC,18PG,5.509867224,56.98873034,27.47684664,9.829815127,26.68390298,3.050242526,1.641457594,1.408784932
348,1,347,I-optimal,SM-102,DSPC,18PG,4.091156849,61.00933263,45.42783886,13.70259845,20.58742859,0.902752311,-0.321279857,1.224032168
349,1,348,I-optimal,SM-102,DSPC,18PG,10.93113598,27.68908736,18.66935293,10.30235217,4.055230035,5.378565705,1.832658438,3.545907267
350,1,349,I-optimal,SM-102,DSPC,18PG,10.78081649,51.89009686,31.85713178,12.22016569,1.522256471,4.520785303,1.3367615,3.184023803
351,1,350,I-optimal,SM-102,DSPC,18PG,7.736187313,56.35711198,48.64352565,8.297382908,8.696842623,5.528736569,2.004298367,3.524438202
352,1,351,I-optimal,SM-102,DSPC,18PG,6.755242118,25.05550622,50.50072963,4.602126632,7.464584788,4.043557273,1.884292856,2.159264417
353,1,352,I-optimal,SM-102,DSPC,18PG,9.541093151,32.85046869,35.39204673,15.05874298,18.63320011,0.277948489,0.23886562,0.039082869
354,1,353,I-optimal,SM-102,DSPC,18PG,11.90257427,45.11898321,31.64061333,18.80142928,8.313506292,5.133596675,2.457666434,2.675930241
355,1,354,I-optimal,SM-102,DSPC,18PG,9.481818705,24.11205052,51.15295017,13.66475394,12.95049042,2.035974164,0.341256256,1.694717908
356,2,,BO,SM-102,DSPC,,12.0,38.568065202930136,0.0,10.805932587736635,0.0,,,
357,2,,BO,SM-102,DSPC,,7.350797772164838,67.23464290292941,0.0,0.1,13.42113618320326,,,
358,2,,BO,SM-102,DSPC,,12.0,20.0,0.0,0.1,24.00814311669055,,,
359,2,,BO,SM-102,DSPC,,12.0,20.0,0.0,0.1,18.46187363371923,,,
360,2,,BO,SM-102,DSPC,,12.0,20.0,27.322711897498998,4.805549983919974,0.0,,,
361,2,,BO,SM-102,DSPC,,12.0,36.85836984472159,3.58339760954384,0.1,5.851433484764589,,,
362,2,,BO,SM-102,DSPC,,12.0,29.36766501356392,0.0,0.1,16.657755676313048,,,
363,2,,BO,SM-102,DSPC,,12.0,20.0,0.0,14.285877675809946,0.0,,,
364,2,,BO,SM-102,DSPC,,12.0,20.0,8.999837671052799,0.1,0.0,,,
365,2,,BO,SM-102,DSPC,,6.217432548325194,22.380711860452003,9.11637879145807,0.1,19.34094536660679,,,
366,2,,BO,SM-102,DSPC,,12.0,29.930745354043815,28.8088734265665,0.1,5.705246357422655,,,
367,2,,BO,SM-102,DSPC,,12.0,20.0,57.41907058595726,0.9665025618876111,0.0,,,
368,2,,i-optimal,SM-102,DSPC,,6.008716092684469,24.997080002125067,63.78665258369951,7.170260922522782,7.442033579031869,,,
369,2,,i-optimal,SM-102,DSPC,,11.24878196460329,61.937847096475615,9.282339805020815,9.756125190551911,21.66142298322376,,,
370,2,,i-optimal,SM-102,DSPC,,4.527689442688094,63.20764223354558,69.61440281036985,7.2741274705544,7.587779241897923,,,
371,2,,i-optimal,SM-102,DSPC,,8.140937260065183,41.69057553297296,69.90506769554842,4.758995615142015,3.537551901789116,,,
372,2,,i-optimal,SM-102,DSPC,,6.913045265865781,71.53840358777713,27.856812101101642,4.571765806591145,3.270616528763451,,,
373,2,,i-optimal,SM-102,DSPC,,11.17472642203252,33.4434825910397,14.924836860127915,7.812631021112033,22.48906202731078,,,
374,2,,i-optimal,SM-102,DSPC,,7.043072912610413,67.15955397578475,0.08996083857830282,12.90929434378756,35.46963287327448,,,
375,2,,i-optimal,SM-102,DSPC,,4.118853380871985,34.67585981173772,14.560380545389199,7.335304416290836,1.472833352137928,,,
376,2,,i-optimal,SM-102,DSPC,,6.145974764780956,60.750991297872886,15.537281926110001,8.305169690796406,1.8259844855100311,,,
377,2,,i-optimal,SM-102,DSPC,,9.56637838239033,60.26238066281571,63.912635841152955,15.937183092539945,0.49782191608907256,,,
378,2,,i-optimal,SM-102,DSPC,,9.02355603370332,36.57943303811418,27.207936998317976,3.2148591487149942,4.658514903082999,,,
379,2,,i-optimal,SM-102,DSPC,,10.669594662587542,20.342830404210947,55.40768441198664,9.819413556522369,1.6323180835145998,,,
380,2,,NSGAII,SM-102,DSPC,,9.997534075741319,21.979254380492097,70.96334920862866,7.127954738945474,40.14179831077943,,,
381,2,,NSGAII,SM-102,DSPC,,3.629967184971783,21.180972348324104,0.956385151352026,17.673645119774896,24.087311831061577,,,
382,2,,NSGAII,SM-102,DSPC,,11.992986259372016,33.30715533700558,15.582966954252916,0.20109868522132648,24.75585089145044,,,
383,2,,NSGAII,SM-102,DSPC,,4.477582510261448,31.151269921854386,65.29998786115135,12.669691279346454,77.9830435326697,,,
384,2,,NSGAII,SM-102,DSPC,,3.694558516850694,22.213952073276978,0.742344836700903,4.875648463217414,24.22821466698772,,,
385,2,,NSGAII,SM-102,DSPC,,4.443735575287992,21.967009834649435,56.45246825442669,13.184339769801102,51.38356415868425,,,
386,2,,NSGAII,SM-102,DSPC,,4.4315349614023445,24.30016300832111,66.52035184974255,4.779204131353433,64.05649782554747,,,
387,2,,NSGAII,SM-102,DSPC,,4.463291272846827,48.466416848729395,77.72433673237721,3.1560715672990267,40.26831809032145,,,
388,2,,NSGAII,SM-102,DSPC,,4.235089461620487,30.961878273424016,24.403592538869297,4.832590437048338,24.28667609928254,,,
389,2,,NSGAII,SM-102,DSPC,,4.351218713186186,32.62144012043647,55.069360260457856,4.9553350209215115,40.2322180094845,,,
390,2,,NSGAII,SM-102,DSPC,,4.521066539340867,21.432065517514634,73.90158749229836,12.237810080499125,40.32751316239795,,,
391,2,,NSGAII,SM-102,DSPC,,3.7637207192835866,21.451656160257734,8.884927104190533,1.4912690680994205,34.20250482910441,,,
