Formula_label,Iter,Lipid_Formula_label,Opt_Method,Ionizable_Lipid,Helper_lipid,SORT_lipid,IL_NP_ratio,(IL+HL),HL_(IL+HL),PEG_(Chol+PEG),SORT_of_total,RLU_HEPG2,on_target,Unnamed: 14
241,0,239,,SM-102,DSPC,18PG,7.0,19.83967936,0.0,1.0,0.2,8.602158,4.38489641,
242,0,240,,SM-102,DSPC,18PG,4.0,19.83967936,0.0,1.0,0.2,8.707065,3.42823841,
243,0,241,,SM-102,DSPC,18PG,10.0,19.83967936,0.0,0.2,0.2,8.032228,3.82017641,
244,0,242,,SM-102,DSPC,18PG,7.0,19.83967936,0.0,0.2,0.2,8.148468,3.06985341,
245,0,243,,SM-102,DSPC,18PG,4.0,19.83967936,0.0,0.2,0.2,8.306547,-0.26851459,
246,0,244,,SM-102,DSPC,18PG,7.685673,51.59155814,0.0,4.563479,14.09006694,4.643097,3.50883241,
247,0,245,,SM-102,DSPC,18PG,7.920521,54.18789376,0.0,4.657966,17.02549146,3.589937,3.64480941,
248,0,246,,SM-102,DSPC,18PG,20.7843,58.04466426,0.0,4.558384,34.89023621,1.762217,0.75491141,
249,0,247,,SM-102,DSPC,18PG,10.14387,63.27828152,0.0,2.668345,12.5467943,3.280853,2.95205641,
250,0,248,,SM-102,DSPC,18PG,16.84463,49.4095556,0.0,1.752942,7.197435101,8.036833,3.33254141,
251,0,249,,SM-102,DSPC,18PG,11.11502,45.17704894,0.0,2.169519,10.69574137,7.955275,3.49066141,
252,0,250,,SM-102,DSPC,18PG,10.01481,50.17593179,0.0,2.699551,14.3458944,5.778941,2.99667841,
253,0,251,,SM-102,DSPC,18PG,18.85327,44.32972075,0.0,3.783933,10.96349674,7.817123,3.35932341,
254,0,252,,SM-102,DSPC,18PG,8.926423,58.73613481,0.0,1.536995,31.02490553,2.626175,0.04427541,
255,0,253,,SM-102,DSPC,18PG,5.037036,28.52616642,0.0,1.057194,3.399864624,8.127295,5.75329941,
256,0,254,,SM-102,DSPC,18PG,4.068309,30.90940579,0.0,1.303739,4.605119185,7.669673,4.33377101,
257,1,254,CONTROL,SM-102,DSPC,18PG,4.068309,30.90940579,0.0,1.303739,4.605119185,6.359072682,4.504253713,
258,0,255,,SM-102,DSPC,18PG,6.095056,25.01366202,0.0,1.186943,3.036683801,7.827032,5.81430841,
259,0,256,,SM-102,DSPC,18PG,5.265856,42.34298523,0.0,1.288207,6.179030924,8.460379,5.64109841,
260,0,257,,SM-102,DSPC,18PG,5.229275,24.78337907,0.0,1.122174,3.5118846,8.026072,5.76994141,
261,0,258,,SM-102,DSPC,18PG,4.918921,45.05172075,0.0,1.115076,5.658046603,6.828699,5.33168941,
262,0,259,,SM-102,DSPC,18PG,4.523267,27.64848225,0.0,1.082744,3.862472877,7.850376,5.78554641,
263,0,260,,SM-102,DSPC,18PG,5.201357,20.48779598,0.0,1.185736,2.393700495,7.334374,5.49409641,
264,0,261,,SM-102,DSPC,18PG,6.761997,36.08958939,0.0,1.366234,5.04961646,7.668054,5.52634841,
265,0,262,,SM-102,DSPC,18PG,5.934758,27.87218808,0.0,1.40677,3.036057602,7.7029584,4.73444521,
266,0,263,,SM-102,DSPC,18PG,4.566887,34.47393505,0.0,1.433614,3.797458238,7.939622,4.67591641,
267,0,264,,SM-102,DSPC,18PG,6.204104,40.78608158,0.0,1.438764,4.403607269,8.139641,4.83247841,
268,0,265,,SM-102,DSPC,18PG,6.761825,32.56339278,0.0,1.394717,3.611817558,7.752236,4.29352541,
269,0,266,,SM-102,DSPC,18PG,4.233641,39.66409859,0.0,1.460936,4.419510348,8.135799,4.58632941,
270,0,267,,SM-102,DSPC,18PG,4.274646,26.08693235,0.0,1.398844,2.924932917,7.565165,4.82662141,
271,0,268,,SM-102,DSPC,18PG,4.208646151,22.41907648,0.0,1.491798,2.451315912,7.234194,4.71377741,
272,0,269,,SM-102,DSPC,18PG,3.683006428,30.65844555,0.0,1.396425,3.526434425,7.991661,4.81093441,
273,0,270,,SM-102,DSPC,18PG,6.030407793,36.98621083,0.0,1.462187,4.185701586,8.43395,4.57502141,
274,0,271,,SM-102,DSPC,18PG,6.241981272,29.81544614,0.0,1.029804,4.381753094,8.811719,4.79036141,
275,0,272,,SM-102,DSPC,18PG,9.17911024,85.420546,0.0,0.477,8.7071436,5.543423,3.04914841,
276,0,273,,SM-102,DSPC,18PG,2.4228078,10.9971567,0.0,1.405,13.7903946,2.181462,0.50019141,
277,0,274,,SM-102,DSPC,18PG,4.09642716,68.35232492,0.0,1.107,50.37866144,3.685088,0.44269441,
278,0,275,,SM-102,DSPC,18PG,3.56981469,26.7496925,0.0,1.107,3.31235128,9.932238,5.01060741,
279,0,276,,SM-102,DSPC,18PG,7.7375158,55.19152639,0.0,1.397,17.51783308,7.217488,4.42053241,
280,0,277,,SM-102,DSPC,18PG,3.83839848,22.2958297,0.0,1.098,10.52732468,9.70897,5.35607741,
