Model_Name,Model_MAE,Model_AE_SEM,Spearman_Rank,Pearson_R,Mean_Baseline_MAE,Mean_Baseline_AE_SEM,Median_Baseline_AE_MAE,Median_Baseline_AE_SEM
XGB,0.08352045714855194,0.01285238377926862,0.8416422287390029,0.8392562366994103,0.16562690703522148,0.017339045068064274,0.1612315867407416,0.017940578254797952
