Formula_label,Helper_lipid,IL_NP_ratio,(IL+HL),HL_(IL+HL),PEG_(Chol+PEG),SORT_of_total,RLU_HEPG2
1,DSPC,0.1359372785355023,0.6508621399899904,0.2924319391707289,0.1908455499071198,0.0,7.83888579
2,DSPC,0.1359372785355023,0.6508621399899904,0.2924319391707289,0.1908455499071198,0.0,8.377698561
3,DSPC,0.13593728759798812,0.9165047419938586,0.8772956420530583,0.2580446871983592,0.0,5.039720267
4,DSPC,0.06796864379899407,0.9165047419938586,0.8772956420530583,0.2580446871983592,0.0,5.039720267
5,DSPC,0.0,0.9165047419938586,0.8772956420530583,0.2580446871983592,0.0,5.039720267
6,DSPC,0.13593728759798812,0.9165047419938586,0.8772956420530583,0.0430074478663932,0.0,5.039720267
7,DSPC,0.06796864379899407,0.9165047419938586,0.8772956420530583,0.0430074478663932,0.0,5.039720267
8,DSPC,0.0,0.9165047419938586,0.8772956420530583,0.0430074478663932,0.0,5.039720267
9,DSPC,0.13593728759798812,0.9165047419938586,0.8772956420530583,0.0,0.0,5.039720267
10,DSPC,0.06796864379899407,0.9165047419938586,0.8772956420530583,0.0,0.0,5.039720267
11,DSPC,0.0,0.9165047419938586,0.8772956420530583,0.0,0.0,5.039720267
12,DSPC,0.13593728759798812,0.5180408389880565,0.8772956420530583,0.2580446871983592,0.0,5.039720267
13,DSPC,0.06796864379899407,0.5180408389880565,0.8772956420530583,0.2580446871983592,0.0,5.039720267
14,DSPC,0.0,0.5180408389880565,0.8772956420530583,0.2580446871983592,0.0,5.039720267
15,DSPC,0.13593728759798812,0.5180408389880565,0.8772956420530583,0.0430074478663932,0.0,5.039720267
16,DSPC,0.06796864379899407,0.5180408389880565,0.8772956420530583,0.0430074478663932,0.0,5.039720267
17,DSPC,0.0,0.5180408389880565,0.8772956420530583,0.0430074478663932,0.0,5.039720267
18,DSPC,0.13593728759798812,0.5180408389880565,0.8772956420530583,0.0,0.0,5.039720267
19,DSPC,0.06796864379899407,0.5180408389880565,0.8772956420530583,0.0,0.0,5.039720267
20,DSPC,0.0,0.5180408389880565,0.8772956420530583,0.0,0.0,5.039720267
21,DSPC,0.13593728759798812,0.1195769359822545,0.8772956420530583,0.2580446871983592,0.0,5.039720267
22,DSPC,0.06796864379899407,0.1195769359822545,0.8772956420530583,0.2580446871983592,0.0,5.039720267
23,DSPC,0.0,0.1195769359822545,0.8772956420530583,0.2580446871983592,0.0,5.039720267
24,DSPC,0.13593728759798812,0.1195769359822545,0.8772956420530583,0.0430074478663932,0.0,5.039720267
25,DSPC,0.06796864379899407,0.1195769359822545,0.8772956420530583,0.0430074478663932,0.0,5.039720267
26,DSPC,0.0,0.1195769359822545,0.8772956420530583,0.0430074478663932,0.0,5.039720267
27,DSPC,0.13593728759798812,0.1195769359822545,0.8772956420530583,0.0,0.0,5.039720267
28,DSPC,0.06796864379899407,0.1195769359822545,0.8772956420530583,0.0,0.0,5.039720267
29,DSPC,0.0,0.1195769359822545,0.8772956420530583,0.0,0.0,5.039720267
30,DSPC,0.22656214599664692,0.9165047419938586,0.526377385231835,0.2580446871983592,0.0,5.039720267
31,DSPC,0.13140604467805522,0.9165047419938586,0.526377385231835,0.2580446871983592,0.0,5.039720267
32,DSPC,0.03624994335946351,0.9165047419938586,0.526377385231835,0.2580446871983592,0.0,5.039720267
33,DSPC,0.22656214599664692,0.9165047419938586,0.526377385231835,0.0430074478663932,0.0,5.039720267
34,DSPC,0.13140604467805522,0.9165047419938586,0.526377385231835,0.0430074478663932,0.0,5.039720267
35,DSPC,0.03624994335946351,0.9165047419938586,0.526377385231835,0.0430074478663932,0.0,5.039720267
36,DSPC,0.22656214599664692,0.9165047419938586,0.526377385231835,0.0,0.0,5.039720267
37,DSPC,0.13140604467805522,0.9165047419938586,0.526377385231835,0.0,0.0,5.039720267
38,DSPC,0.03624994335946351,0.9165047419938586,0.526377385231835,0.0,0.0,5.039720267
39,DSPC,0.22656214599664692,0.5180408389880565,0.526377385231835,0.2580446871983592,0.0,5.039720267
40,DSPC,0.13140604467805522,0.5180408389880565,0.526377385231835,0.2580446871983592,0.0,5.039720267
41,DSPC,0.03624994335946351,0.5180408389880565,0.526377385231835,0.2580446871983592,0.0,5.039720267
42,DSPC,0.22656214599664692,0.5180408389880565,0.526377385231835,0.0430074478663932,0.0,5.039720267
43,DSPC,0.13140604467805522,0.5180408389880565,0.526377385231835,0.0430074478663932,0.0,5.039720267
44,DSPC,0.03624994335946351,0.5180408389880565,0.526377385231835,0.0430074478663932,0.0,5.039720267
45,DSPC,0.22656214599664692,0.5180408389880565,0.526377385231835,0.0,0.0,5.039720267
46,DSPC,0.13140604467805522,0.5180408389880565,0.526377385231835,0.0,0.0,5.039720267
47,DSPC,0.03624994335946351,0.5180408389880565,0.526377385231835,0.0,0.0,5.039720267
48,DSPC,0.22656214599664692,0.1195769359822545,0.526377385231835,0.2580446871983592,0.0,5.039720267
49,DSPC,0.13140604467805522,0.1195769359822545,0.526377385231835,0.2580446871983592,0.0,5.039720267
50,DSPC,0.03624994335946351,0.1195769359822545,0.526377385231835,0.2580446871983592,0.0,5.039720267
51,DSPC,0.22656214599664692,0.1195769359822545,0.526377385231835,0.0430074478663932,0.0,5.039720267
52,DSPC,0.13140604467805522,0.1195769359822545,0.526377385231835,0.0430074478663932,0.0,5.039720267
53,DSPC,0.03624994335946351,0.1195769359822545,0.526377385231835,0.0430074478663932,0.0,5.039720267
54,DSPC,0.22656214599664692,0.1195769359822545,0.526377385231835,0.0,0.0,5.039720267
55,DSPC,0.13140604467805522,0.1195769359822545,0.526377385231835,0.0,0.0,5.039720267
56,DSPC,0.03624994335946351,0.1195769359822545,0.526377385231835,0.0,0.0,5.039720267
57,DSPC,0.31718700439530567,0.9165047419938586,0.17545912841061165,0.2580446871983592,0.0,5.039720267
58,DSPC,0.19484344555711636,0.9165047419938586,0.17545912841061165,0.2580446871983592,0.0,5.039720267
59,DSPC,0.072499886718927,0.9165047419938586,0.17545912841061165,0.2580446871983592,0.0,5.039720267
60,DSPC,0.31718700439530567,0.9165047419938586,0.17545912841061165,0.0430074478663932,0.0,5.039720267
61,DSPC,0.19484344555711636,0.9165047419938586,0.17545912841061165,0.0430074478663932,0.0,5.039720267
62,DSPC,0.072499886718927,0.9165047419938586,0.17545912841061165,0.0430074478663932,0.0,5.039720267
63,DSPC,0.31718700439530567,0.9165047419938586,0.17545912841061165,0.0,0.0,5.039720267
64,DSPC,0.19484344555711636,0.9165047419938586,0.17545912841061165,0.0,0.0,5.039720267
65,DSPC,0.072499886718927,0.9165047419938586,0.17545912841061165,0.0,0.0,5.039720267
66,DSPC,0.31718700439530567,0.5180408389880565,0.17545912841061165,0.2580446871983592,0.0,5.039720267
67,DSPC,0.19484344555711636,0.5180408389880565,0.17545912841061165,0.2580446871983592,0.0,5.039720267
68,DSPC,0.072499886718927,0.5180408389880565,0.17545912841061165,0.2580446871983592,0.0,5.039720267
69,DSPC,0.31718700439530567,0.5180408389880565,0.17545912841061165,0.0430074478663932,0.0,5.039720267
70,DSPC,0.19484344555711636,0.5180408389880565,0.17545912841061165,0.0430074478663932,0.0,5.039720267
71,DSPC,0.072499886718927,0.5180408389880565,0.17545912841061165,0.0430074478663932,0.0,5.039720267
72,DSPC,0.31718700439530567,0.5180408389880565,0.17545912841061165,0.0,0.0,5.039720267
73,DSPC,0.19484344555711636,0.5180408389880565,0.17545912841061165,0.0,0.0,5.039720267
74,DSPC,0.072499886718927,0.5180408389880565,0.17545912841061165,0.0,0.0,5.039720267
75,DSPC,0.31718700439530567,0.1195769359822545,0.17545912841061165,0.2580446871983592,0.0,5.039720267
76,DSPC,0.19484344555711636,0.1195769359822545,0.17545912841061165,0.2580446871983592,0.0,5.039720267
77,DSPC,0.072499886718927,0.1195769359822545,0.17545912841061165,0.2580446871983592,0.0,5.039720267
78,DSPC,0.31718700439530567,0.1195769359822545,0.17545912841061165,0.0430074478663932,0.0,5.039720267
79,DSPC,0.19484344555711636,0.1195769359822545,0.17545912841061165,0.0430074478663932,0.0,5.039720267
80,DSPC,0.072499886718927,0.1195769359822545,0.17545912841061165,0.0430074478663932,0.0,5.039720267
81,DSPC,0.31718700439530567,0.1195769359822545,0.17545912841061165,0.0,0.0,5.039720267
82,DSPC,0.19484344555711636,0.1195769359822545,0.17545912841061165,0.0,0.0,5.039720267
83,DSPC,0.072499886718927,0.1195769359822545,0.17545912841061165,0.0,0.0,5.039720267
84,DSPC,0.35796819067470215,0.9165047419938586,0.017545912841061165,0.2580446871983592,0.0,5.039720267
85,DSPC,0.22339027595269384,0.9165047419938586,0.017545912841061165,0.2580446871983592,0.0,5.039720267
86,DSPC,0.08881236123068557,0.9165047419938586,0.017545912841061165,0.2580446871983592,0.0,5.039720267
87,DSPC,0.35796819067470215,0.9165047419938586,0.017545912841061165,0.0430074478663932,0.0,5.039720267
88,DSPC,0.22339027595269384,0.9165047419938586,0.017545912841061165,0.0430074478663932,0.0,5.039720267
89,DSPC,0.08881236123068557,0.9165047419938586,0.017545912841061165,0.0430074478663932,0.0,5.039720267
90,DSPC,0.35796819067470215,0.9165047419938586,0.017545912841061165,0.0,0.0,5.039720267
91,DSPC,0.22339027595269384,0.9165047419938586,0.017545912841061165,0.0,0.0,5.039720267
92,DSPC,0.08881236123068557,0.9165047419938586,0.017545912841061165,0.0,0.0,5.039720267
93,DSPC,0.35796819067470215,0.5180408389880565,0.017545912841061165,0.2580446871983592,0.0,5.039720267
94,DSPC,0.22339027595269384,0.5180408389880565,0.017545912841061165,0.2580446871983592,0.0,5.039720267
95,DSPC,0.08881236123068557,0.5180408389880565,0.017545912841061165,0.2580446871983592,0.0,5.039720267
96,DSPC,0.35796819067470215,0.5180408389880565,0.017545912841061165,0.0430074478663932,0.0,5.039720267
97,DSPC,0.22339027595269384,0.5180408389880565,0.017545912841061165,0.0430074478663932,0.0,5.039720267
98,DSPC,0.08881236123068557,0.5180408389880565,0.017545912841061165,0.0430074478663932,0.0,5.039720267
99,DSPC,0.35796819067470215,0.5180408389880565,0.017545912841061165,0.0,0.0,5.039720267
100,DSPC,0.22339027595269384,0.5180408389880565,0.017545912841061165,0.0,0.0,5.039720267
101,DSPC,0.08881236123068557,0.5180408389880565,0.017545912841061165,0.0,0.0,5.039720267
