Formula_label,Helper_lipid,IL_NP_ratio,(IL+HL),HL_(IL+HL),PEG_(Chol+PEG),SORT_of_total,RLU_HEPG2
102,DSPC,0.35796819067470215,0.1195769359822545,0.017545912841061165,0.2580446871983592,0.0,5.039720267
103,DSPC,0.22339027595269384,0.1195769359822545,0.017545912841061165,0.2580446871983592,0.0,5.039720267
104,DSPC,0.08881236123068557,0.1195769359822545,0.017545912841061165,0.2580446871983592,0.0,5.039720267
105,DSPC,0.35796819067470215,0.1195769359822545,0.017545912841061165,0.0430074478663932,0.0,5.039720267
106,DSPC,0.22339027595269384,0.1195769359822545,0.017545912841061165,0.0430074478663932,0.0,5.039720267
107,DSPC,0.08881236123068557,0.1195769359822545,0.017545912841061165,0.0430074478663932,0.0,5.039720267
108,DSPC,0.35796819067470215,0.1195769359822545,0.017545912841061165,0.0,0.0,5.039720267
109,DSPC,0.22339027595269384,0.1195769359822545,0.017545912841061165,0.0,0.0,5.039720267
110,DSPC,0.08881236123068557,0.1195769359822545,0.017545912841061165,0.0,0.0,5.039720267
111,DSPC,0.13216972391136889,0.831012701145689,0.4455608117269588,0.20214912775777838,0.0,5.039720267
112,DSPC,0.13048177339254158,0.6669049783639208,0.5063040743583883,0.25286644129316066,0.0,5.039720267
113,DSPC,0.13856342126965432,0.7179516319254577,0.40834342591201,0.1917007249455833,0.0,5.039720267
114,DSPC,0.14146629194798138,0.678254254905042,0.4410744855168663,0.2325225628038406,0.0,5.039720267
115,DSPC,0.13564714703883274,0.7552138596271287,0.3869657652128527,0.1940787752197932,0.0,5.039720267
116,DSPC,0.16344803702025468,0.7971738861611111,0.3343361581675163,0.22814091219123778,0.0,5.039720267
117,DSPC,0.13742281322216687,0.8206534974275,0.42298472254418873,0.23991430517644605,0.0,5.039720267
118,DSPC,0.11093889528297614,0.6953552214785758,0.5073194001875795,0.219065416085059,0.0,5.039720267
119,DSPC,0.10303476224568399,0.6677318509978859,0.5225159796927226,0.2194348768881269,0.0,5.039720267
120,DSPC,0.13153407050613986,0.7334155098191348,0.4407065121063862,0.25132708313046365,0.0,5.039720267
121,DSPC,0.1358836093162355,0.767023130468694,0.3481854547528179,0.21218676880081117,0.0,5.039720267
122,DSPC,0.1407869088313925,0.7515817011015633,0.30194379889853346,0.22646030568894002,0.0,5.039720267
123,DSPC,0.1419246937786035,0.6960390847536455,0.39602370620984856,0.24966904392628472,0.0,5.039720267
124,DSPC,0.12254950872264263,0.7208803288617055,0.5165748816688374,0.24027102115241325,0.0,5.039720267
125,DSPC,0.1340827326566677,0.786645641171601,0.3428844007485679,0.25050883573823957,0.0,5.039720267
126,DSPC,0.14120404327336988,0.7737045332150838,0.32708546005442074,0.21978946512437023,0.0,5.039720267
127,DSPC,0.11867171983325027,0.7982115693106726,0.4177016688919224,0.19294193091166592,0.0,5.039720267
128,DSPC,0.11288515415288415,0.8111615448157085,0.5096375537345423,0.20815119267007204,0.0,5.039720267
129,DSPC,0.13500420861842405,0.6789281235100326,0.29914880271017597,0.25403847848835837,0.0,5.039720267
130,DSPC,0.13775761180841906,0.7061279466522012,0.29523261830479647,0.25769475032512124,0.0,5.039720267
131,DSPC,0.1353200907607957,0.699091790828859,0.301930614022329,0.2541983934043159,0.0,5.039720267
132,DSPC,0.1353247876659568,0.6626538348544367,0.2975058229077022,0.2539945760555019,0.0,5.039720267
133,DSPC,0.13587219194345013,0.6930578224593132,0.2946637585799347,0.2546410508945579,0.0,5.039720267
134,DSPC,0.1361187582581902,0.713726051469207,0.3010936432744629,0.2557108909428921,0.0,5.039720267
135,DSPC,0.1362937242285559,0.6715736688768321,0.2925623847861232,0.2569986912855118,0.0,5.039720267
136,DSPC,0.13534397689066113,0.6708998273673868,0.3015209580149263,0.25519616667864997,0.0,5.039720267
137,DSPC,0.13571097584847525,0.6535737393143588,0.29979260243245487,0.253081961129817,0.0,5.039720267
138,DSPC,0.36249943359463505,0.7394096740355536,0.0,0.2580446871983592,0.7939869551246259,1.611867
139,DSPC,0.22656214599664692,0.7394096740355536,0.0,0.2580446871983592,0.7939869551246259,1.984458
140,DSPC,0.09062485839865876,0.7394096740355536,0.0,0.2580446871983592,0.7939869551246259,0.356905
141,DSPC,0.36249943359463505,0.7394096740355536,0.0,0.0430074478663932,0.7939869551246259,0.246974
142,DSPC,0.22656214599664692,0.7394096740355536,0.0,0.0430074478663932,0.7939869551246259,1.821747
143,DSPC,0.09062485839865876,0.7394096740355536,0.0,0.0430074478663932,0.7939869551246259,1.91055
144,DSPC,0.36249943359463505,0.7394096740355536,0.0,0.0,0.7939869551246259,1.365596
145,DSPC,0.22656214599664692,0.7394096740355536,0.0,0.0,0.7939869551246259,1.632305
146,DSPC,0.09062485839865876,0.7394096740355536,0.0,0.0,0.7939869551246259,2.100018
147,DSPC,0.36249943359463505,0.2966720039405594,0.0,0.2580446871983592,0.4962418469528912,2.647985
148,DSPC,0.22656214599664692,0.2966720039405594,0.0,0.2580446871983592,0.4962418469528912,0.786826
149,DSPC,0.09062485839865876,0.2966720039405594,0.0,0.2580446871983592,0.4962418469528912,1.221043
150,DSPC,0.36249943359463505,0.2966720039405594,0.0,0.0430074478663932,0.4962418469528912,2.306324
151,DSPC,0.22656214599664692,0.2966720039405594,0.0,0.0430074478663932,0.4962418469528912,2.498215
152,DSPC,0.09062485839865876,0.2966720039405594,0.0,0.0430074478663932,0.4962418469528912,1.770502
153,DSPC,0.36249943359463505,0.2966720039405594,0.0,0.0,0.4962418469528912,1.922273
154,DSPC,0.22656214599664692,0.2966720039405594,0.0,0.0,0.4962418469528912,1.974929
155,DSPC,0.09062485839865876,0.2966720039405594,0.0,0.0,0.4962418469528912,2.736096
156,DSPC,0.36249943359463505,0.0015135572991107626,0.0,0.2580446871983592,0.19849673878115648,0.452341
157,DSPC,0.22656214599664692,0.0015135572991107626,0.0,0.2580446871983592,0.19849673878115648,2.045767
158,DSPC,0.09062485839865876,0.0015135572991107626,0.0,0.2580446871983592,0.19849673878115648,2.019623
159,DSPC,0.36249943359463505,0.0015135572991107626,0.0,0.0430074478663932,0.19849673878115648,2.353164
160,DSPC,0.22656214599664692,0.0015135572991107626,0.0,0.0430074478663932,0.19849673878115648,2.530907
161,DSPC,0.09062485839865876,0.0015135572991107626,0.0,0.0430074478663932,0.19849673878115648,1.29458
162,DSPC,0.36249943359463505,0.0015135572991107626,0.0,0.0,0.19849673878115648,1.788518
163,DSPC,0.22656214599664692,0.0015135572991107626,0.0,0.0,0.19849673878115648,3.221796
164,DSPC,0.09062485839865876,0.0015135572991107626,0.0,0.0,0.19849673878115648,2.09356
165,DSPC,0.36249943359463505,0.832617604567887,0.0,0.2580446871983592,0.47639217307477555,3.55447
166,DSPC,0.22656214599664692,0.832617604567887,0.0,0.2580446871983592,0.47639217307477555,3.285812
167,DSPC,0.09062485839865876,0.832617604567887,0.0,0.2580446871983592,0.47639217307477555,2.352226
168,DSPC,0.36249943359463505,0.832617604567887,0.0,0.0430074478663932,0.47639217307477555,3.237528
169,DSPC,0.22656214599664692,0.832617604567887,0.0,0.0430074478663932,0.47639217307477555,3.612354
170,DSPC,0.09062485839865876,0.832617604567887,0.0,0.0430074478663932,0.47639217307477555,2.008851
171,DSPC,0.36249943359463505,0.832617604567887,0.0,0.0,0.47639217307477555,4.06804
172,DSPC,0.22656214599664692,0.832617604567887,0.0,0.0,0.47639217307477555,3.43291
173,DSPC,0.09062485839865876,0.832617604567887,0.0,0.0,0.47639217307477555,2.724205
174,DSPC,0.36249943359463505,0.4008455734215538,0.0,0.2580446871983592,0.2977451081717347,4.561999
175,DSPC,0.22656214599664692,0.4008455734215538,0.0,0.2580446871983592,0.2977451081717347,3.694948
176,DSPC,0.09062485839865876,0.4008455734215538,0.0,0.2580446871983592,0.2977451081717347,3.631239
177,DSPC,0.36249943359463505,0.4008455734215538,0.0,0.0430074478663932,0.2977451081717347,4.925188
178,DSPC,0.22656214599664692,0.4008455734215538,0.0,0.0430074478663932,0.2977451081717347,5.657777
179,DSPC,0.09062485839865876,0.4008455734215538,0.0,0.0430074478663932,0.2977451081717347,4.620139
180,DSPC,0.36249943359463505,0.4008455734215538,0.0,0.0,0.2977451081717347,6.300387
181,DSPC,0.22656214599664692,0.4008455734215538,0.0,0.0,0.2977451081717347,6.858131
182,DSPC,0.09062485839865876,0.4008455734215538,0.0,0.0,0.2977451081717347,6.289106
183,DSPC,0.36249943359463505,0.051753292900481224,0.0,0.2580446871983592,0.11909804326869389,4.574358
184,DSPC,0.22656214599664692,0.051753292900481224,0.0,0.2580446871983592,0.11909804326869389,3.596039
185,DSPC,0.09062485839865876,0.051753292900481224,0.0,0.2580446871983592,0.11909804326869389,3.99845
186,DSPC,0.36249943359463505,0.051753292900481224,0.0,0.0430074478663932,0.11909804326869389,6.509379
187,DSPC,0.22656214599664692,0.051753292900481224,0.0,0.0430074478663932,0.11909804326869389,6.783512
188,DSPC,0.09062485839865876,0.051753292900481224,0.0,0.0430074478663932,0.11909804326869389,5.91649
189,DSPC,0.36249943359463505,0.051753292900481224,0.0,0.0,0.11909804326869389,6.063634
190,DSPC,0.22656214599664692,0.051753292900481224,0.0,0.0,0.11909804326869389,5.613732
191,DSPC,0.09062485839865876,0.051753292900481224,0.0,0.0,0.11909804326869389,5.175143
192,DSPC,0.36249943359463505,0.8934053853613932,0.0,0.2580446871983592,0.15879739102492518,5.111023
193,DSPC,0.22656214599664692,0.8934053853613932,0.0,0.2580446871983592,0.15879739102492518,4.683625
194,DSPC,0.09062485839865876,0.8934053853613932,0.0,0.2580446871983592,0.15879739102492518,3.029777
195,DSPC,0.36249943359463505,0.8934053853613932,0.0,0.0430074478663932,0.15879739102492518,4.511067
196,DSPC,0.22656214599664692,0.8934053853613932,0.0,0.0430074478663932,0.15879739102492518,3.685618
197,DSPC,0.09062485839865876,0.8934053853613932,0.0,0.0430074478663932,0.15879739102492518,3.495125
198,DSPC,0.36249943359463505,0.8934053853613932,0.0,0.0,0.15879739102492518,2.298025
199,DSPC,0.22656214599664692,0.8934053853613932,0.0,0.0,0.15879739102492518,3.222124
200,DSPC,0.09062485839865876,0.8934053853613932,0.0,0.0,0.15879739102492518,3.389044
201,DSPC,0.36249943359463505,0.48308786500522616,0.0,0.2580446871983592,0.09924836939057824,5.522381
202,DSPC,0.22656214599664692,0.48308786500522616,0.0,0.2580446871983592,0.09924836939057824,6.401623
203,DSPC,0.09062485839865876,0.48308786500522616,0.0,0.2580446871983592,0.09924836939057824,5.934259
204,DSPC,0.36249943359463505,0.48308786500522616,0.0,0.0430074478663932,0.09924836939057824,6.417158
205,DSPC,0.22656214599664692,0.48308786500522616,0.0,0.0430074478663932,0.09924836939057824,7.320717
206,DSPC,0.09062485839865876,0.48308786500522616,0.0,0.0430074478663932,0.09924836939057824,6.751475
207,DSPC,0.36249943359463505,0.48308786500522616,0.0,0.0,0.09924836939057824,8.890518
208,DSPC,0.22656214599664692,0.48308786500522616,0.0,0.0,0.09924836939057824,8.48247412
209,DSPC,0.09062485839865876,0.48308786500522616,0.0,0.0,0.09924836939057824,7.57516
210,DSPC,0.36249943359463505,0.09789182563085563,0.0,0.2580446871983592,0.039699347756231296,5.827666
211,DSPC,0.22656214599664692,0.09789182563085563,0.0,0.2580446871983592,0.039699347756231296,5.854633
212,DSPC,0.09062485839865876,0.09789182563085563,0.0,0.2580446871983592,0.039699347756231296,6.302315
213,DSPC,0.36249943359463505,0.09789182563085563,0.0,0.0430074478663932,0.039699347756231296,8.508581
214,DSPC,0.22656214599664692,0.09789182563085563,0.0,0.0430074478663932,0.039699347756231296,8.660481
215,DSPC,0.09062485839865876,0.09789182563085563,0.0,0.0430074478663932,0.039699347756231296,7.1494548
216,DSPC,0.36249943359463505,0.09789182563085563,0.0,0.0,0.039699347756231296,7.636335
217,DSPC,0.22656214599664692,0.09789182563085563,0.0,0.0,0.039699347756231296,8.021228
218,DSPC,0.09062485839865876,0.09789182563085563,0.0,0.0,0.039699347756231296,5.845434434
219,DSPC,0.36249943359463505,0.9143624629797165,0.0,0.2580446871983592,0.01587973910249252,2.247769
220,DSPC,0.22656214599664692,0.9143624629797165,0.0,0.2580446871983592,0.01587973910249252,5.066832571
221,DSPC,0.09062485839865876,0.9143624629797165,0.0,0.2580446871983592,0.01587973910249252,2.269399
222,DSPC,0.36249943359463505,0.9143624629797165,0.0,0.0430074478663932,0.01587973910249252,3.820894
223,DSPC,0.22656214599664692,0.9143624629797165,0.0,0.0430074478663932,0.01587973910249252,3.441099
224,DSPC,0.09062485839865876,0.9143624629797165,0.0,0.0430074478663932,0.01587973910249252,2.892063
225,DSPC,0.36249943359463505,0.9143624629797165,0.0,0.0,0.01587973910249252,3.651694
226,DSPC,0.22656214599664692,0.9143624629797165,0.0,0.0,0.01587973910249252,4.19545
227,DSPC,0.09062485839865876,0.9143624629797165,0.0,0.0,0.01587973910249252,3.119579
228,DSPC,0.36249943359463505,0.5147036203886058,0.0,0.2580446871983592,0.009924836939057824,8.415572
229,DSPC,0.22656214599664692,0.5147036203886058,0.0,0.2580446871983592,0.009924836939057824,7.494953
230,DSPC,0.09062485839865876,0.5147036203886058,0.0,0.2580446871983592,0.009924836939057824,7.227654
231,DSPC,0.36249943359463505,0.5147036203886058,0.0,0.0430074478663932,0.009924836939057824,9.800319
232,DSPC,0.22656214599664692,0.5147036203886058,0.0,0.0430074478663932,0.009924836939057824,9.061809
233,DSPC,0.09062485839865876,0.5147036203886058,0.0,0.0430074478663932,0.009924836939057824,7.578988
234,DSPC,0.36249943359463505,0.5147036203886058,0.0,0.0,0.009924836939057824,8.885075
235,DSPC,0.22656214599664692,0.5147036203886058,0.0,0.0,0.009924836939057824,8.675597
236,DSPC,0.09062485839865876,0.5147036203886058,0.0,0.0,0.009924836939057824,7.833985
237,DSPC,0.36249943359463505,0.11744753638402822,0.0,0.2580446871983592,0.00396993477562313,5.941625
238,DSPC,0.22656214599664692,0.11744753638402822,0.0,0.2580446871983592,0.00396993477562313,6.723823
239,DSPC,0.09062485839865876,0.11744753638402822,0.0,0.2580446871983592,0.00396993477562313,7.111846
240,DSPC,0.36249943359463505,0.11744753638402822,0.0,0.0430074478663932,0.00396993477562313,2.768523
241,DSPC,0.22656214599664692,0.11744753638402822,0.0,0.0430074478663932,0.00396993477562313,8.602158
242,DSPC,0.09062485839865876,0.11744753638402822,0.0,0.0430074478663932,0.00396993477562313,8.707065
243,DSPC,0.36249943359463505,0.11744753638402822,0.0,0.0,0.00396993477562313,8.032228
244,DSPC,0.22656214599664692,0.11744753638402822,0.0,0.0,0.00396993477562313,8.148468
245,DSPC,0.09062485839865876,0.11744753638402822,0.0,0.0,0.00396993477562313,8.306547
246,DSPC,0.2576316552630387,0.5391801212655583,0.0,0.2345776195107519,0.2796832336798189,4.643097
247,DSPC,0.2682731886356428,0.5736649887541646,0.0,0.23965717541894174,0.3379504530956431,3.589937
248,DSPC,0.851162263808963,0.6248911163017525,0.0,0.23430371582715281,0.6925598102989217,1.762217
249,DSPC,0.3690185327835426,0.6944047016436903,0.0,0.13269652362971537,0.2490497750708003,3.280853
250,DSPC,0.6726462458652409,0.5101984796503258,0.0,0.08348509013066548,0.14286673951375237,8.036833
251,DSPC,0.41302369840047126,0.4539817755422708,0.0,0.10587998214296358,0.21230697807916987,7.955275
252,DSPC,0.36317051067107714,0.5203775879115964,0.0,0.13437413665236372,0.2847613253298856,5.778941
253,DSPC,0.7636626036521819,0.44272745228512944,0.0,0.1926697645676827,0.21762183485278405,7.817123
254,DSPC,0.3138530517921066,0.6340753181073049,0.0,0.07187592845016046,0.6158342568698467,2.626175
255,DSPC,0.13761547872581448,0.23282258762859465,0.0,0.04608215783298131,0.06748620401614228,8.127295
256,DSPC,0.09372010512483576,0.26447708300083766,0.0,0.0593362468757562,0.09141011399210373,7.669673
257,DSPC,0.09372010512483576,0.26447708300083766,0.0,0.0593362468757562,0.09141011399210373,6.359072682
258,DSPC,0.18555693506728899,0.18616904721029293,0.0,0.05305737452450213,0.06027718312080664,7.827032
259,DSPC,0.14798386877520509,0.41633937263381393,0.0,0.05850125727543018,0.1226517487241916,8.460379
260,DSPC,0.1463262948026644,0.18311039910853655,0.0,0.0495754377859291,0.06970976400757663,8.026072
261,DSPC,0.1322634011509357,0.4523171502174691,0.0,0.049193854204734516,0.11231037985673008,6.828699
262,DSPC,0.11433535728850423,0.22116507229577442,0.0,0.04745570819921424,0.0766688269715171,7.850376
263,DSPC,0.14506126240427752,0.1260559056509658,0.0,0.05299248703753369,0.047514174187634,7.334374
264,DSPC,0.21577765190991893,0.33328095551892584,0.0,0.06269593494376899,0.10023323994056481,7.668054
265,DSPC,0.17829344329149494,0.22413636223400618,0.0,0.06487512232715914,0.060264753274873836,7.7029584
266,DSPC,0.11631188545017902,0.31182162437810373,0.0,0.06631823724031596,0.07537830759006367,7.939622
267,DSPC,0.19049816484661747,0.39566037580104807,0.0,0.06659509768595587,0.0874101681769495,8.139641
268,DSPC,0.21576985817209665,0.28644555338604494,0.0,0.0642271613657421,0.07169340063355205,7.752236
269,DSPC,0.1012116996692193,0.3807580517576641,0.0,0.06778704910357296,0.0877258391087574,8.135799
270,DSPC,0.10306973582853778,0.20042436336603042,0.0,0.06444902603742285,0.0580589645178155,7.565165
271,DSPC,0.10007912234355885,0.15170742451193236,0.0,0.06944616892363874,0.048657821425435635,7.234194
272,DSPC,0.07626110961076625,0.26114379644318186,0.0,0.06431898226693684,0.06999857328881028,7.991661
