Formula_label,Helper_lipid,NP_ratio,IL+HL,HL_IL+HL,PEG_PEG+Chol,LnRLU_HEPG2
0.0,DSPC,0.059119820860178515,0.5876158365023478,0.17764180613078623,0.12110324717036293,8.052974355
1.0,DSPC,0.1673483258673703,0.8814237547535217,0.5556030956525434,0.16374523561063156,8.230888588
2.0,DSPC,0.08617694711197645,0.8814237547535217,0.5556030956525434,0.16374523561063156,8.348845988
3.0,DSPC,0.0050055683565826264,0.8814237547535217,0.5556030956525434,0.16374523561063156,7.132393998
4.0,DSPC,0.1673483258673703,0.8814237547535217,0.5556030956525434,0.027290872601771925,8.390773408
5.0,DSPC,0.08617694711197645,0.8814237547535217,0.5556030956525434,0.027290872601771925,8.530446658
6.0,DSPC,0.0050055683565826264,0.8814237547535217,0.5556030956525434,0.027290872601771925,6.583547368
7.0,DSPC,0.1673483258673703,0.8814237547535217,0.5556030956525434,0.0,7.506822618
8.0,DSPC,0.08617694711197645,0.8814237547535217,0.5556030956525434,0.0,7.964786178
9.0,DSPC,0.0050055683565826264,0.8814237547535217,0.5556030956525434,0.0,4.970844148
10.0,DSPC,0.1673483258673703,0.4407118773767609,0.5556030956525434,0.16374523561063156,6.967594848
11.0,DSPC,0.08617694711197645,0.4407118773767609,0.5556030956525434,0.16374523561063156,7.577281978
12.0,DSPC,0.0050055683565826264,0.4407118773767609,0.5556030956525434,0.16374523561063156,6.807179798
13.0,DSPC,0.1673483258673703,0.4407118773767609,0.5556030956525434,0.027290872601771925,7.590544078
14.0,DSPC,0.08617694711197645,0.4407118773767609,0.5556030956525434,0.027290872601771925,9.123518038
15.0,DSPC,0.0050055683565826264,0.4407118773767609,0.5556030956525434,0.027290872601771925,7.704457418
16.0,DSPC,0.1673483258673703,0.4407118773767609,0.5556030956525434,0.0,6.845535408
17.0,DSPC,0.08617694711197645,0.4407118773767609,0.5556030956525434,0.0,6.605512988
18.0,DSPC,0.0050055683565826264,0.4407118773767609,0.5556030956525434,0.0,5.826459148
19.0,DSPC,0.1673483258673703,0.0,0.5556030956525434,0.16374523561063156,7.969790788
20.0,DSPC,0.08617694711197645,0.0,0.5556030956525434,0.16374523561063156,8.171942268
21.0,DSPC,0.0050055683565826264,0.0,0.5556030956525434,0.16374523561063156,7.953459278
22.0,DSPC,0.1673483258673703,0.0,0.5556030956525434,0.027290872601771925,10.85889391
23.0,DSPC,0.08617694711197645,0.0,0.5556030956525434,0.027290872601771925,10.4194354
24.0,DSPC,0.0050055683565826264,0.0,0.5556030956525434,0.027290872601771925,9.514904108
25.0,DSPC,0.1673483258673703,0.0,0.5556030956525434,0.0,10.7080295
26.0,DSPC,0.08617694711197645,0.0,0.5556030956525434,0.0,10.10917653
27.0,DSPC,0.0050055683565826264,0.0,0.5556030956525434,0.0,9.342442508
28.0,DSPC,0.1673483258673703,0.8814237547535217,0.32882632191681144,0.16374523561063156,6.370741398
29.0,DSPC,0.08617694711197645,0.8814237547535217,0.32882632191681144,0.16374523561063156,6.305490108
30.0,DSPC,0.0050055683565826264,0.8814237547535217,0.32882632191681144,0.16374523561063156,6.537046758
31.0,DSPC,0.1673483258673703,0.8814237547535217,0.32882632191681144,0.027290872601771925,6.914883608
32.0,DSPC,0.08617694711197645,0.8814237547535217,0.32882632191681144,0.027290872601771925,6.897322468
33.0,DSPC,0.0050055683565826264,0.8814237547535217,0.32882632191681144,0.027290872601771925,6.308311288
34.0,DSPC,0.1673483258673703,0.8814237547535217,0.32882632191681144,0.0,5.553724178
