,0,1,2,3,4,Train_size,Score_Type,Mean_MAE,sd,Percent_Error,Percent_SD
1,4.9271763669089804e-09,6.498167270940769e-09,4.729969416139568e-09,7.779281002706639e-09,8.08768256255199e-09,1,Train,6.40445532384959e-09,1.5587204435947665e-09,6.40445532384959e-07,1.5587204435947666e-07
6,0.139967721531516,0.11537039557049918,0.11230148898016017,0.12908326259837616,0.14287158819849172,6,Train,0.12791889137580864,0.01388777533750077,12.791889137580863,1.388777533750077
12,0.08563490066175564,0.069874747310155,0.07651291595517148,0.08787026859546088,0.08385086841350706,12,Train,0.08074874018721001,0.007422935042823236,8.074874018721001,0.7422935042823235
18,0.05596162702040504,0.04177568601989384,0.05489399844854641,0.06261102025802788,0.05306868524472099,18,Train,0.05366220339831883,0.0075585638585387955,5.366220339831883,0.7558563858538796
24,0.040367917021915355,0.034721675773364505,0.038238709645816896,0.03970008412265792,0.03869712898496803,24,Train,0.03834510310974454,0.002190446137014505,3.834510310974454,0.2190446137014505
29,0.03191520838962078,0.029089826246523287,0.031564205949156446,0.03114596701418329,0.030865863686260393,29,Train,0.030916214257148838,0.0010964598926014957,3.0916214257148837,0.10964598926014957
35,0.028104024876444846,0.02656276959891224,0.03041361667542659,0.026229737430266492,0.028809428839538742,35,Train,0.028023915484117777,0.00170939629085835,2.802391548411778,0.170939629085835
41,0.022636303238528267,0.027270129288456672,0.027394988196813335,0.025466614801881494,0.024797191654438423,41,Train,0.02551304543602364,0.001963370846950268,2.551304543602364,0.1963370846950268
47,0.02227329977909046,0.025281854261792903,0.02706501242952552,0.024425683347310236,0.023983211898108526,47,Train,0.02460581234316553,0.001758222850735611,2.4605812343165527,0.1758222850735611
52,0.02059247668053289,0.02602672351414903,0.02435023177890664,0.026149456861096654,0.021062218063530005,52,Train,0.023636221379643045,0.002666014757803006,2.3636221379643043,0.26660147578030063
58,0.021030303095588322,0.02548683433557251,0.0232412697880728,0.02382802317771085,0.02019710068097807,58,Train,0.02275670621558451,0.0021429051347523482,2.275670621558451,0.2142905134752348
64,0.020541946432429466,0.025236423177996514,0.023540460501468585,0.025067333579292316,0.0204224629790376,64,Train,0.022961725334044898,0.0023582808355879377,2.29617253340449,0.23582808355879378
70,0.01971651593243299,0.022983125733178573,0.02305438906363647,0.023029060485970504,0.02056482557943012,70,Train,0.02186958335892973,0.001606721863880784,2.186958335892973,0.1606721863880784
76,0.019146400444229057,0.02151324413648295,0.022156628114839778,0.02317203800998362,0.019761409647470928,76,Train,0.02114994407060127,0.0016715620321629925,2.1149944070601268,0.16715620321629926
81,0.018933216090412507,0.02123101971848158,0.021958349271770917,0.022400966749056776,0.02002331635642337,81,Train,0.02090937363722903,0.0014246887598181118,2.0909373637229027,0.14246887598181118
87,0.019920722903557612,0.020773922000366613,0.020662404986534672,0.021498492626440213,0.019020447626471627,87,Train,0.020375198028674147,0.0009414291910751597,2.037519802867415,0.09414291910751597
93,0.020296048415014936,0.02219267155019696,0.020679712633899994,0.021754301586772502,0.019179975192467363,93,Train,0.02082054187567035,0.0011980225738104473,2.082054187567035,0.11980225738104473
99,0.01963705596900921,0.02305480603964356,0.0202633340418704,0.02120551631702145,0.019459100929144345,99,Train,0.020723962659337798,0.001471236288123244,2.07239626593378,0.14712362881232438
104,0.019873910684420265,0.02340348583414096,0.020212694871622014,0.02056879777745649,0.019741250586758373,104,Train,0.020760027950879622,0.0015122105662751476,2.076002795087962,0.15122105662751475
