Model_Name,Model_MAE,Model_AE_SEM,Spearman_Rank,Pearson_R,Mean_Baseline_MAE,Mean_Baseline_AE_SEM,Median_Baseline_AE_MAE,Median_Baseline_AE_SEM
XGB,0.1427486389875412,0.04435566030535803,0.8811188811188813,0.9004209825152034,0.30826233016378485,0.03369558172439928,0.30826233016378485,0.03730636537300521
