Model_Name,Model_MAE,Model_AE_SEM,Spearman_Rank,Pearson_R,Mean_Baseline_MAE,Mean_Baseline_AE_SEM,Median_Baseline_AE_MAE,Median_Baseline_AE_SEM
XGB,0.1448434819288799,0.026018718941634114,0.7999999999999999,0.9479820398154988,0.33615948915086524,0.05915521134994042,0.367757795334914,0.061268606783448046
