NP_ratio,IL+HL,HL_IL+HL,PEG_PEG+Chol,Pred_nLnLE_RAMOS,Pred_nLnLE_THP1
0.18510220041026,0.7456835707427265,0.1405522107735952,0.607555821089468,2.9660153,1.7739154
0.35186057320371245,0.8170895696284561,0.1953928533360844,0.12751269321484668,2.059264,2.962581
0.059276447208280195,0.40299259739045645,0.7270652138799244,0.6265274509420813,2.8023536,1.5991585
-0.006381550739181882,0.829567980451591,0.6337062409106874,0.3932225090733077,0.39400178,0.5085963
0.5812600828360325,0.2580161589057348,0.5574822279766546,0.6751400540650891,2.9452765,3.7912118
0.33684047487151514,0.2580161589057348,0.5574822279766546,0.6751400540650891,2.9252815,2.101235
0.33684047487151514,0.5247675229735069,0.5574822279766546,0.6751400540650891,3.7163215,2.1235852
0.33684047487151514,0.5247675229735069,0.17148082794373068,0.6751400540650891,3.7999234,2.790646
0.33684047487151514,0.5247675229735069,0.17148082794373068,0.7090391908540212,3.7105088,2.790646
0.33684047487151514,0.5247675229735069,0.17148082794373068,0.6751400540650891,3.7999234,2.790646
0.33684048487151513,0.5247675229735069,0.17148082794373068,0.6751400540650891,3.7999234,2.790646
0.33684047487151514,0.524767532973507,0.17148082794373068,0.6751400540650891,3.7999234,2.790646
0.33684047487151514,0.5247675229735069,0.17148083794373067,0.6751400540650891,3.7999234,2.790646
0.33684047487151514,0.5247675229735069,0.17148082794373068,0.6751400640650892,3.7999234,2.790646
0.2792041201879024,0.040302968179383836,0.28274221118192505,0.22529533079902817,0.9636691,1.6424994
-0.06769695878087188,0.34816523836462565,0.5793116049732027,0.08186334931036396,4.5852847,2.351836
0.5182629537179207,0.8769299244942195,0.15104670671513568,0.6843305954786167,2.3235126,3.3994617
0.611561832030972,0.46048888762019446,0.11009864367855596,0.030656524452385956,3.179878,6.2834725
0.5262595540918057,0.46048888762019446,0.11009864367855596,0.030656524452385956,3.1599612,6.2834725
0.5262595540918057,0.13901395157561725,0.11009864367855596,0.030656524452385956,2.5096037,5.6646976
0.5262595540918057,0.13901395157561725,0.5732482102144839,0.030656524452385956,4.0536222,4.1340165
0.5262595540918057,0.13901395157561725,0.5732482102144839,-0.0011705003212334718,3.236903,4.090503
-0.06769695878087188,0.34816523836462565,0.5793116049732027,0.08186334931036396,4.5852847,2.351836
-0.06769694878087189,0.34816523836462565,0.5793116049732027,0.08186334931036396,4.5852847,2.351836
-0.06769695878087188,0.34816524836462565,0.5793116049732027,0.08186334931036396,4.5852847,2.351836
-0.06769695878087188,0.34816523836462565,0.5793116149732027,0.08186334931036396,4.5852847,2.351836
-0.06769695878087188,0.34816523836462565,0.5793116049732027,0.08186335931036395,4.5852847,2.351836
0.23706738134086136,0.12631278925040634,0.10462366354392963,0.34216822391295665,0.274084,0.81192636
0.4036565722092914,0.20729791099691575,0.618784067960572,0.3367563216724214,1.2703738,3.0272923
0.6637641488209448,0.8893806447723462,0.16626366235198722,0.7417698705128188,2.2781155,3.4718652
0.11107014764340141,0.9030515867878179,0.19310832294027938,0.29133682113982573,1.6863807,1.31846
0.3940216564005531,0.9030515867878179,0.19310832294027938,0.29133682113982573,2.3646069,2.8317678
0.3940216564005531,0.5277385998407782,0.19310832294027938,0.29133682113982573,4.669409,4.3818707
0.3940216564005531,0.5277385998407782,0.6330197376610144,0.29133682113982573,4.082917,3.1258516
0.3940216564005531,0.5277385998407782,0.6330197376610144,0.4918959423611504,3.1773856,3.0923247
0.3940216564005531,0.5277385998407782,0.19310832294027938,0.29133682113982573,4.669409,4.3818707
0.3940216664005531,0.5277385998407782,0.19310832294027938,0.29133682113982573,4.669409,4.3818707
0.3940216564005531,0.5277386098407782,0.19310832294027938,0.29133682113982573,4.669409,4.3818707
0.3940216564005531,0.5277385998407782,0.19310833294027938,0.29133682113982573,4.669409,4.3818707
0.3940216564005531,0.5277385998407782,0.19310832294027938,0.2913368311398257,4.669409,4.3818707
0.23757354947515708,0.26935776969925707,0.11762097072680291,0.2792553416085042,2.1646051,2.5911844
0.6049531634307711,0.6374552405297909,0.6177662789220765,0.3553736751184111,3.2649202,3.035808
0.19374229147882638,0.44383656480070766,0.04840659682526952,0.2436531228052061,1.6844311,3.2380617
0.004825752189734703,0.8466341365034431,0.563589099226755,0.14975546455708508,0.55454326,1.2874955
0.2117631564530046,0.8466341365034431,0.563589099226755,0.14975546455708508,2.7147474,2.0129724
0.2117631564530046,0.3684798399096043,0.563589099226755,0.14975546455708508,4.521204,2.842217
0.2117631564530046,0.3684798399096043,0.256199819855984,0.14975546455708508,4.8548265,3.0132303
0.2117631564530046,0.3684798399096043,0.256199819855984,0.08233277934875713,4.739024,3.4048593
0.2117631564530046,0.3684798399096043,0.256199819855984,0.14975546455708508,4.8548265,3.0132303
0.21176316645300458,0.3684798399096043,0.256199819855984,0.14975546455708508,4.8548265,3.0132303
0.2117631564530046,0.3684798499096043,0.256199819855984,0.14975546455708508,4.8548265,3.0132303
0.2117631564530046,0.3684798399096043,0.256199829855984,0.14975546455708508,4.8548265,3.0132303
0.2117631564530046,0.3684798399096043,0.256199819855984,0.14975547455708507,4.8548265,3.0132303
0.34218733904790544,0.19065272729818172,0.39783401940409385,0.5204406937583386,2.294198,3.21548
0.30427393958894766,0.5370142354083258,0.5627120824220063,0.04922739591008349,4.548023,3.3519359
0.5486511224070935,0.8635571244518716,0.10243815201598797,0.5654268879460069,1.3939415,3.9138408
0.5999425793097392,0.20656500665741717,0.0507497032145258,0.5882559498871736,1.4833908,4.6357317
0.5030687158315496,0.20656500665741717,0.0507497032145258,0.5882559498871736,1.4866282,4.6357317
0.5030687158315496,0.6227187125487381,0.0507497032145258,0.5882559498871736,1.7958345,4.5815783
0.5030687158315496,0.6227187125487381,0.5631945182820751,0.5882559498871736,3.544633,3.1588132
0.5030687158315496,0.6227187125487381,0.5631945182820751,0.18677387504753182,3.6531637,3.1365743
0.2829601783487784,0.8938348085907379,0.39699661186436724,0.21577644859454634,2.2136896,2.009526
0.4759023639634251,0.8746803403208143,0.6111879846438034,0.651921676669371,2.6027312,2.9920764
0.033855389058263255,0.7209903840492888,0.3891604670265298,0.546232693603848,2.6571298,0.87466604
0.11328072097145316,0.7392786063139658,0.25799717499274205,0.23894188833698135,2.9361985,1.641083
0.583927217242897,0.7392786063139658,0.25799717499274205,0.23894188833698135,3.2196815,4.108671
0.583927217242897,0.3131123788399939,0.25799717499274205,0.23894188833698135,4.3996034,4.553366
0.583927217242897,0.3131123788399939,0.728075924519901,0.23894188833698135,3.7388828,3.5460858
0.583927217242897,0.3131123788399939,0.728075924519901,0.5369942222865305,2.4129984,3.7321353
0.23929994132213073,0.6112324307271195,0.7197982086484512,0.36555248359672987,2.4606836,1.1959707
0.6138126061962424,0.17901978873432567,0.43254923420957464,0.14140448861597574,3.7973497,3.6155038
0.36425698543685947,0.9162328884326509,0.5295491521535894,0.06913879468957515,2.2755668,2.688286
0.0074947791808975955,0.36986806031912556,0.04106244697379494,0.5240752914292486,1.5278108,2.3696136
0.18802307266799712,0.36986806031912556,0.04106244697379494,0.5240752914292486,1.8051963,2.7344484
0.18802307266799712,0.6410437385745289,0.04106244697379494,0.5240752914292486,1.5690104,1.8262342
0.18802307266799712,0.6410437385745289,0.5713567321195637,0.5240752914292486,3.715988,1.5133231
0.18802307266799712,0.6410437385745289,0.5713567321195637,0.46400272387439045,3.7462409,1.5133231
0.6285012560883624,0.15695778052063192,0.5929293608950416,0.6021827106170967,2.0763836,3.8151312
0.18146720877093736,0.9120128618917782,0.6678779370907016,0.7151758181612173,2.3414958,1.3196719
0.6323642161971775,0.7958758100733552,0.5470393908497656,0.17725620571946973,2.6199734,3.0782723
0.06736466163023093,0.049965611104323404,0.16600289266853122,0.44281541904782884,0.56887007,1.136995
0.29579020221156116,0.049965611104323404,0.16600289266853122,0.44281541904782884,0.24608733,1.1008428
0.29579020221156116,0.592010135407163,0.16600289266853122,0.44281541904782884,3.376068,2.0053065
0.29579020221156116,0.592010135407163,0.09534573885997225,0.44281541904782884,2.2171671,1.9992733
0.29579020221156116,0.592010135407163,0.09534573885997225,0.2266435162963951,2.1849875,2.384614
0.3443996225071423,0.14995804556106496,-0.0022753945770844454,0.17657343608793138,0.9264755,4.3199077
-0.01842036161518333,0.47288568991166935,0.4309675370225094,0.4874279848832046,3.4086766,1.408093
0.32016457114411556,0.8972786173981948,0.757129040762709,0.3354531092473465,2.0111072,0.9321028
0.3458916611901087,0.8084564137430865,0.14241103710872852,0.6919752026909762,2.3635466,2.636257
0.4458744412187553,0.8084564137430865,0.14241103710872852,0.6919752026909762,2.420958,3.3994617
0.4458744412187553,0.29092885151975656,0.14241103710872852,0.6919752026909762,3.267779,4.2326403
0.4458744412187553,0.29092885151975656,0.673029272564491,0.6919752026909762,2.3398132,3.805238
