NP_ratio,IL+HL,HL_IL+HL,PEG_PEG+Chol,Pred_nLnLE_RAMOS,Pred_nLnLE_THP1
0.26819612049201225,0.46987975825552,0.42009729927315076,0.5093201756829168,3.6702464,1.961792
0.10866309622087834,0.1894636202535764,0.1340435991262489,0.3339678261644514,1.8325557,2.0159197
0.4051152708406848,0.5178101687945269,0.5926742566643319,0.6720609687791649,3.699835,3.8312058
0.6474453687380584,0.25554848291343696,0.07098636829612262,0.14839020374531814,1.569335,5.5476947
0.17294639007734286,0.7537228706379293,0.21489164997020432,0.26859536241290705,3.1370041,2.4551575
0.3240027275395784,0.7699207940829615,0.4025028717449896,0.46095704362904044,3.1707077,1.9494679
0.5666656188781118,0.209781620819988,0.001611179394402978,0.6465137236251178,1.2021103,5.4558854
0.21624917023468698,0.17039371487748434,0.2225625022542056,0.2946606105268438,2.1951964,2.2902894
0.013761006527846259,0.39834521653329436,0.27377347041214206,0.08453355829096199,4.9045444,3.4336145
0.665882084241461,0.3889670197469216,0.8075870085413295,0.3451618058241955,1.8163033,3.6589334
0.4210279351456421,0.5227935143395637,0.18656081208512135,0.2258707686286271,4.938596,4.8844347
0.4282196690286296,0.03578240831539387,0.60110895788869,0.6161646075856186,-0.2874549,3.902627
0.04586793195933006,0.46835500106177674,0.6612555657779123,0.5659750602248343,2.8736906,1.325114
0.6573255862149512,0.6748592364666886,0.10542872163103154,0.4889318629782674,2.2869685,4.859286
0.6614650728863226,0.16043268614015038,0.020712689700429582,0.3778399248213516,0.8368069,5.347201
0.23714647756027074,0.4462677918344003,0.7947676745462249,0.6471783680086661,2.6525292,0.9584234
0.06508440074811081,0.7354206578143226,0.43787397011415996,0.3497567461849055,2.6498153,1.1615055
0.5973946360057234,0.0458450557888701,0.5062535845867117,0.6261560369837775,-0.33109683,3.8526387
0.5326634417287857,0.30949086563858524,0.015331710234608251,0.5700135533460357,1.3082336,5.3328967
0.10645159217047444,0.14552077844587727,0.3070012838128074,0.24034103665543127,3.449998,2.167112
0.4035310812035271,0.6067503498827331,0.4606582223699804,0.18222370834550136,3.6872494,3.1308122
0.07347641143700065,0.13251752054560298,0.7863079859891794,0.07052505431562059,1.1598003,2.4335263
0.4128697058217474,0.31856763614542805,0.7618981765711345,0.3150387448980501,2.0741227,3.4089487
0.0578216197241814,0.7977732929081595,0.7935815448665197,0.2847847047024813,0.89328235,0.58643895
0.612112532506492,0.1229231953737453,0.21188516991724593,0.7293866927353327,0.5233953,4.285724
0.4803413676580504,0.5744558942293161,0.03121202540109178,0.5426204183774104,1.3516285,5.9273305
0.384779273000372,0.19714514862306048,0.34911360546983583,0.652792228167487,2.2287853,3.6801608
0.5107637001813546,0.004756664382110934,0.6405664150945929,0.3610800628227077,-1.0274489,3.5836349
0.43469929308217975,0.14441348348311772,0.35677686787266066,0.6058045880346046,2.2460582,3.8305137
0.04149563277587151,0.008907758942362991,0.5943498518955207,0.07114974536193666,1.5465262,2.7534533
0.40775963782707897,0.2206229602466364,0.02734577754896404,0.5241398305148643,0.89234483,5.055295
0.22512258892738124,0.29231670548819005,0.5010326640128738,0.584121896306396,3.282563,1.8909568
0.31208095923868323,0.236243426637126,0.22550667695962767,0.23089497563032127,3.2220504,2.7981367
0.651120552162566,0.11161029910368837,0.33762581921754375,0.057901973204154356,1.150254,4.142368
0.38660672862595274,0.037271034343151016,0.5121386838349058,0.485390045460159,-0.37230003,3.6838462
0.044764076748111586,0.4511239783790499,0.34418381474454907,0.269056393768352,4.699349,2.150894
0.47252640850829525,0.034508641011315025,0.1702328807907753,0.48467572172526996,0.5068295,3.830587
0.18186943863839178,0.09335690407621439,0.2019522530492325,0.6986809177730559,0.8117594,1.353932
-0.03742162197125036,0.5041121979778845,0.5656552069068557,0.2967826748276771,3.016198,1.1750134
0.009997640342630842,0.6467766951823565,0.735262663289848,0.3555348302346516,1.1827241,0.41070482
0.05876809877629725,0.43546248388767805,0.15694517710787242,0.4729708075299718,3.3908906,2.3711522
0.18072052258487498,0.36907028123866986,0.28652864381669524,0.5048502615422293,3.3332448,2.364312
-0.04105948721881983,0.6481534792387169,0.04665063337167776,0.5166901635192367,1.3791257,1.3393248
