NP_ratio,IL+HL,HL_IL+HL,PEG_PEG+Chol,Pred_nLnLE_RAMOS,Pred_nLnLE_THP1
-0.06812570039305593,0.7843623554454746,-0.0051117422655050935,0.3880407200790303,-1.1928596,-0.865935
-0.06351363480623479,0.7868202943713942,-0.005059404923473891,0.38761293975897204,-1.1928596,-0.865935
0.4360490076581782,0.4237168786002767,0.2688378434033169,0.022029948790143652,6.136823,5.9887123
-0.009903942135387207,0.7148749446132968,-0.002055292925062368,0.38725299398244184,0.89273953,-0.6971061
-0.010150964056485518,0.8307833000554852,-0.001238157372069354,0.6712805287758989,-0.90708923,-0.804375
0.12242452005218303,0.4625427149764127,0.783414027830414,0.11827449374321677,4.7386546,1.2306418
0.4357514164638775,0.42372238326428086,0.2693728313578489,0.022126732693468182,6.10052,5.321344
0.4427762589325123,0.4243313150889019,0.2688378434033169,0.022775095124646094,6.10253,5.896237
0.11326850699063805,0.4536726159333257,0.7446525783140008,0.12223651665672304,5.164197,1.2953255
0.07403786433152466,0.40856974346526376,0.2725513466587036,0.12103981365593765,5.6066933,2.938545
0.0740348185106396,0.40852267004670473,0.5555324067644132,0.10453220882935008,5.583108,2.457455
0.436083525888482,0.4237385310688112,0.2690836222160955,0.0127718688442283,5.9783587,4.200877
0.442762721204681,0.4241348566121038,0.27280451738258166,0.013675431270465575,6.0019283,4.638155
0.11326850699063805,0.46414424776084945,0.7977658681538786,0.11346355473943988,4.498466,0.73973566
0.1129929066037309,0.5524773014342858,0.7852394389704128,0.1175703178131863,4.121721,0.6813509
0.12660299633888267,0.4704405932009372,0.26884040577086765,0.10947721576621966,5.6345544,3.4134545
0.07403475280588982,0.40856974346526376,0.26811073854880724,0.10700065126993119,5.629116,3.033661
0.0740348185106396,0.40852266015301053,0.5557354655221267,0.2633013860554431,5.4051785,1.891568
0.07497161839569068,0.5930859482210545,0.7789466728105319,0.3895224729322723,2.2994432,0.05192456
0.11326752177506572,0.46752105741268524,0.7849902202077711,0.11231007259997593,4.703823,0.82233423
0.07512778387904274,0.5930849341833535,0.7668809089274278,0.3295690229966035,2.593216,0.07994306
0.02067960676638582,0.4084954079551835,0.5554581952883393,0.1151519300788434,5.4212604,2.1966352
-0.04432956456312209,0.721008576039818,-0.0008125034197806824,0.7008217713561189,0.9923852,-0.66816723
0.07507780241371419,0.5930859482210545,0.779554739204473,0.38816449933908537,2.2994432,0.05192456
0.02013301368440681,0.5930999245707264,0.7669238688787929,0.3254860912012541,2.004965,-0.010370497
0.0201681135213926,0.5930999245707264,0.7656147054075813,0.29729771248863024,2.004965,-0.010370497
