Model_Name,Model_MAE,Model_AE_SEM,Spearman_Rank,Pearson_R,Mean_Baseline_MAE,Mean_Baseline_AE_SEM,Median_Baseline_AE_MAE,Median_Baseline_AE_SEM
XGB,0.09257541161306326,0.01565505930709576,0.6705882352941177,0.7326138453655813,0.139340912579635,0.018766799708985395,0.13289009410573704,0.018845325068754033
