Model_Name,Model_MAE,Model_AE_SEM,Spearman_Rank,Pearson_R,Mean_Baseline_MAE,Mean_Baseline_AE_SEM,Median_Baseline_AE_MAE,Median_Baseline_AE_SEM
XGB,0.27100287309764104,0.10525922992645308,0.5,0.7445619737181455,0.2012062343201567,0.024313745107106738,0.23731374836429556,0.024313745107106738
