Model_Name,Model_MAE,Model_AE_SEM,Spearman_Rank,Pearson_R,Mean_Baseline_MAE,Mean_Baseline_AE_SEM,Median_Baseline_AE_MAE,Median_Baseline_AE_SEM
XGB,0.1590502463375987,0.05944437867339754,0.6,0.5517139890781944,0.22930195973094902,0.08284207673282855,0.25062277191085697,0.08885450830815629
