Formula_label,Helper_lipid,NP_ratio,IL+HL,HL_IL+HL,PEG_PEG+Chol,LnRLU_HEPG2
0,DSPC,0.05438648778588258,0.5876158365023478,0.17764180613078623,0.12110324717036293,8.052974355
1,DSPC,0.16315946335764775,0.8814237547535217,0.5556030956525434,0.16374523561063156,8.230888588
2,DSPC,0.08157973167882386,0.8814237547535217,0.5556030956525434,0.16374523561063156,8.348845988
3,DSPC,0.0,0.8814237547535217,0.5556030956525434,0.16374523561063156,7.132393998
4,DSPC,0.16315946335764775,0.8814237547535217,0.5556030956525434,0.027290872601771925,8.390773408
5,DSPC,0.08157973167882386,0.8814237547535217,0.5556030956525434,0.027290872601771925,8.530446658
6,DSPC,0.0,0.8814237547535217,0.5556030956525434,0.027290872601771925,6.583547368
7,DSPC,0.16315946335764775,0.8814237547535217,0.5556030956525434,0.0,7.506822618
8,DSPC,0.08157973167882386,0.8814237547535217,0.5556030956525434,0.0,7.964786178
9,DSPC,0.0,0.8814237547535217,0.5556030956525434,0.0,4.970844148
10,DSPC,0.16315946335764775,0.4407118773767609,0.5556030956525434,0.16374523561063156,6.967594848
11,DSPC,0.08157973167882386,0.4407118773767609,0.5556030956525434,0.16374523561063156,7.577281978
12,DSPC,0.0,0.4407118773767609,0.5556030956525434,0.16374523561063156,6.807179798
13,DSPC,0.16315946335764775,0.4407118773767609,0.5556030956525434,0.027290872601771925,7.590544078
14,DSPC,0.08157973167882386,0.4407118773767609,0.5556030956525434,0.027290872601771925,9.123518038
15,DSPC,0.0,0.4407118773767609,0.5556030956525434,0.027290872601771925,7.704457418
16,DSPC,0.16315946335764775,0.4407118773767609,0.5556030956525434,0.0,6.845535408
17,DSPC,0.08157973167882386,0.4407118773767609,0.5556030956525434,0.0,6.605512988
18,DSPC,0.0,0.4407118773767609,0.5556030956525434,0.0,5.826459148
19,DSPC,0.16315946335764775,0.0,0.5556030956525434,0.16374523561063156,7.969790788
20,DSPC,0.08157973167882386,0.0,0.5556030956525434,0.16374523561063156,8.171942268
21,DSPC,0.0,0.0,0.5556030956525434,0.16374523561063156,7.953459278
22,DSPC,0.16315946335764775,0.0,0.5556030956525434,0.027290872601771925,10.85889391
23,DSPC,0.08157973167882386,0.0,0.5556030956525434,0.027290872601771925,10.4194354
24,DSPC,0.0,0.0,0.5556030956525434,0.027290872601771925,9.514904108
25,DSPC,0.16315946335764775,0.0,0.5556030956525434,0.0,10.7080295
26,DSPC,0.08157973167882386,0.0,0.5556030956525434,0.0,10.10917653
27,DSPC,0.0,0.0,0.5556030956525434,0.0,9.342442508
28,DSPC,0.16315946335764775,0.8814237547535217,0.32882632191681144,0.16374523561063156,6.370741398
29,DSPC,0.08157973167882386,0.8814237547535217,0.32882632191681144,0.16374523561063156,6.305490108
30,DSPC,0.0,0.8814237547535217,0.32882632191681144,0.16374523561063156,6.537046758
31,DSPC,0.16315946335764775,0.8814237547535217,0.32882632191681144,0.027290872601771925,6.914883608
32,DSPC,0.08157973167882386,0.8814237547535217,0.32882632191681144,0.027290872601771925,6.897322468
33,DSPC,0.0,0.8814237547535217,0.32882632191681144,0.027290872601771925,6.308311288
34,DSPC,0.16315946335764775,0.8814237547535217,0.32882632191681144,0.0,5.553724178
35,DSPC,0.08157973167882386,0.8814237547535217,0.32882632191681144,0.0,5.640935248
36,DSPC,0.0,0.8814237547535217,0.32882632191681144,0.0,5.521071298
37,DSPC,0.16315946335764775,0.4407118773767609,0.32882632191681144,0.16374523561063156,8.488369888
38,DSPC,0.08157973167882386,0.4407118773767609,0.32882632191681144,0.16374523561063156,8.789405218
39,DSPC,0.0,0.4407118773767609,0.32882632191681144,0.16374523561063156,8.564717438
