Model_Name,Model_MAE,Model_AE_SEM,Spearman_Rank,Pearson_R,Mean_Baseline_MAE,Mean_Baseline_AE_SEM,Median_Baseline_AE_MAE,Median_Baseline_AE_SEM
XGB,0.09252956509590149,0.0151938503559246,0.9196936282744237,0.9361214088084646,0.30273693696017684,0.030604206124964943,0.30454533068752326,0.03075422534333028
