Formula_label,Opt_Method,Iter,Ionizable_Lipid,Helper_lipid,NP_ratio,IL+HL,HL_IL+HL,PEG_PEG+Chol,LnRLU_RAMOS
1,,0,SM-102,DSPC,7.0,80.0,50.0,0.2,0.583727918
2,CONTROL,0,SM-102,DSPC,6.0,60.0,16.66667,3.75,3.869726383
3,,0,SM-102,DSPC,10.0,80.0,50.0,5.0,0.75420665
4,,0,SM-102,DSPC,7.0,80.0,50.0,5.0,0.772268019
5,,0,SM-102,DSPC,4.0,80.0,50.0,5.0,0.677455402
6,,0,SM-102,DSPC,10.0,80.0,50.0,1.0,0.811226758
7,,0,SM-102,DSPC,7.0,80.0,50.0,1.0,0.620472026
8,,0,SM-102,DSPC,4.0,80.0,50.0,1.0,0.699482306
9,,0,SM-102,DSPC,10.0,80.0,50.0,0.2,0.636801388
10,,0,SM-102,DSPC,4.0,20.0,50.0,5.0,0.68300778
11,,0,SM-102,DSPC,4.0,80.0,50.0,0.2,0.637401088
12,,0,SM-102,DSPC,10.0,50.0,50.0,5.0,1.855068658
13,,0,SM-102,DSPC,7.0,50.0,50.0,5.0,2.278254784
14,,0,SM-102,DSPC,4.0,50.0,50.0,5.0,0.986412852
15,,0,SM-102,DSPC,10.0,50.0,50.0,1.0,0.500094163
16,,0,SM-102,DSPC,7.0,50.0,50.0,1.0,0.442773911
17,,0,SM-102,DSPC,4.0,50.0,50.0,1.0,0.324626643
18,,0,SM-102,DSPC,10.0,50.0,50.0,0.2,0.430929337
19,,0,SM-102,DSPC,7.0,50.0,50.0,0.2,0.234032103
20,,0,SM-102,DSPC,4.0,50.0,50.0,0.2,0.539980369
21,,0,SM-102,DSPC,10.0,20.0,50.0,5.0,0.959119595
22,,0,SM-102,DSPC,7.0,20.0,50.0,5.0,0.852115932
23,,0,SM-102,DSPC,10.0,80.0,30.0,0.2,0.525334595
24,,0,SM-102,DSPC,7.0,80.0,30.0,0.2,0.70612747
25,,0,SM-102,DSPC,4.0,80.0,30.0,0.2,0.180737342
26,,0,SM-102,DSPC,10.0,50.0,30.0,5.0,1.739803149
27,,0,SM-102,DSPC,7.0,50.0,30.0,5.0,1.750003782
28,,0,SM-102,DSPC,4.0,50.0,30.0,5.0,0.029998828
29,,0,SM-102,DSPC,10.0,50.0,30.0,1.0,0.750376422
30,,0,SM-102,DSPC,7.0,50.0,30.0,1.0,0.389677328
31,,0,SM-102,DSPC,4.0,50.0,30.0,1.0,0.310871268
32,,0,SM-102,DSPC,10.0,50.0,30.0,0.2,0.334549921
33,,0,SM-102,DSPC,7.0,50.0,30.0,0.2,0.316946956
34,,0,SM-102,DSPC,4.0,50.0,30.0,0.2,0.223356112
35,,0,SM-102,DSPC,10.0,20.0,30.0,5.0,2.18331249
36,,0,SM-102,DSPC,7.0,20.0,30.0,5.0,1.473675757
37,,0,SM-102,DSPC,4.0,20.0,30.0,5.0,1.207976356
38,,0,SM-102,DSPC,10.0,20.0,30.0,1.0,1.382008915
39,,0,SM-102,DSPC,7.0,20.0,30.0,1.0,1.117792226
40,,0,SM-102,DSPC,4.0,20.0,30.0,1.0,0.730273883
41,,0,SM-102,DSPC,10.0,20.0,30.0,0.2,-0.049570159
42,,0,SM-102,DSPC,7.0,20.0,30.0,0.2,0.131923514
43,,0,SM-102,DSPC,4.0,20.0,30.0,0.2,-0.048776036
44,,0,SM-102,DSPC,10.0,80.0,10.0,5.0,0.49997953
45,,0,SM-102,DSPC,7.0,80.0,10.0,5.0,0.243262479
46,,0,SM-102,DSPC,4.0,80.0,10.0,5.0,0.250938927
47,,0,SM-102,DSPC,10.0,80.0,10.0,1.0,0.304340292
48,,0,SM-102,DSPC,7.0,80.0,10.0,1.0,0.081475525
49,,0,SM-102,DSPC,4.0,80.0,10.0,1.0,0.142305086
50,,0,SM-102,DSPC,10.0,80.0,10.0,0.2,-0.150087517
51,,0,SM-102,DSPC,10.0,20.0,50.0,1.0,0.348652633
52,,0,SM-102,DSPC,7.0,20.0,50.0,1.0,0.441437743
53,,0,SM-102,DSPC,4.0,20.0,50.0,1.0,0.739789565
54,,0,SM-102,DSPC,10.0,20.0,50.0,0.2,0.24207624
55,,0,SM-102,DSPC,7.0,20.0,50.0,0.2,0.30976262
56,,0,SM-102,DSPC,4.0,20.0,50.0,0.2,0.311425131
57,,0,SM-102,DSPC,10.0,80.0,30.0,5.0,0.370811282
58,,0,SM-102,DSPC,7.0,80.0,30.0,5.0,0.609538488
59,,0,SM-102,DSPC,4.0,80.0,30.0,5.0,0.367021171
60,,0,SM-102,DSPC,10.0,80.0,30.0,1.0,0.834386124
61,,0,SM-102,DSPC,7.0,80.0,30.0,1.0,0.708084509
62,,0,SM-102,DSPC,4.0,80.0,30.0,1.0,0.322301537
63,,0,SM-102,DSPC,7.0,20.0,10.0,5.0,1.329498557
64,,0,SM-102,DSPC,4.0,20.0,10.0,5.0,1.225443071
65,,0,SM-102,DSPC,10.0,20.0,10.0,1.0,2.203131819
66,,0,SM-102,DSPC,7.0,20.0,10.0,1.0,2.00065016
67,,0,SM-102,DSPC,4.0,20.0,10.0,1.0,1.916089764
68,,0,SM-102,DSPC,10.0,20.0,10.0,0.2,-0.007184343
69,,0,SM-102,DSPC,7.0,20.0,10.0,0.2,0.045107881
70,,0,SM-102,DSPC,4.0,20.0,10.0,0.2,0.085127385
71,,0,SM-102,DSPC,10.0,80.0,1.0,5.0,0.065140745
72,,0,SM-102,DSPC,7.0,80.0,1.0,5.0,0.088246972
73,,0,SM-102,DSPC,4.0,80.0,1.0,5.0,0.130431595
74,,0,SM-102,DSPC,10.0,80.0,1.0,1.0,-0.157914267
75,,0,SM-102,DSPC,7.0,80.0,1.0,1.0,-0.147170945
76,,0,SM-102,DSPC,4.0,80.0,1.0,1.0,-0.123968449
77,,0,SM-102,DSPC,10.0,80.0,1.0,0.2,0.547988749
78,,0,SM-102,DSPC,7.0,80.0,1.0,0.2,-0.078995902
79,,0,SM-102,DSPC,4.0,80.0,1.0,0.2,-0.027569665
80,,0,SM-102,DSPC,10.0,50.0,1.0,5.0,2.636761787
81,,0,SM-102,DSPC,7.0,50.0,1.0,5.0,3.147255832
82,,0,SM-102,DSPC,4.0,50.0,1.0,5.0,1.424786004
83,,0,SM-102,DSPC,10.0,50.0,1.0,1.0,1.112897696
84,,0,SM-102,DSPC,7.0,50.0,1.0,1.0,1.341874768
85,,0,SM-102,DSPC,4.0,50.0,1.0,1.0,1.167935292
86,,0,SM-102,DSPC,10.0,50.0,1.0,0.2,0.297204899
87,,0,SM-102,DSPC,7.0,50.0,1.0,0.2,0.614253544
88,,0,SM-102,DSPC,4.0,50.0,1.0,0.2,0.976923367
89,,0,SM-102,DSPC,10.0,20.0,1.0,5.0,1.353074413
90,,0,SM-102,DSPC,7.0,20.0,1.0,5.0,1.484356306
91,,0,SM-102,DSPC,7.0,80.0,10.0,0.2,0.073780489
92,,0,SM-102,DSPC,4.0,80.0,10.0,0.2,-0.079609713
93,,0,SM-102,DSPC,10.0,50.0,10.0,5.0,1.153250045
94,,0,SM-102,DSPC,7.0,50.0,10.0,5.0,1.033899926
95,,0,SM-102,DSPC,4.0,50.0,10.0,5.0,0.510017256
96,,0,SM-102,DSPC,10.0,50.0,10.0,1.0,0.224715732
97,,0,SM-102,DSPC,7.0,50.0,10.0,1.0,0.389421278
98,,0,SM-102,DSPC,4.0,50.0,10.0,1.0,0.466761628
99,,0,SM-102,DSPC,10.0,50.0,10.0,0.2,0.520292285
100,,0,SM-102,DSPC,7.0,50.0,10.0,0.2,0.618539265
101,,0,SM-102,DSPC,4.0,50.0,10.0,0.2,0.615786268
102,,0,SM-102,DSPC,10.0,20.0,10.0,5.0,1.221884942
103,SA,0,SM-102,DSPC,6.927086229,71.01568386,19.05493098,4.443747044,3.254010566
104,SA,0,SM-102,DSPC,6.631447539,72.78344333,24.10730786,4.662748981,2.762145991
105,SA,0,SM-102,DSPC,6.257630672,63.34984533,28.91382197,4.274929845,3.801107642
106,SA,0,SM-102,DSPC,6.086399376,61.27010584,29.77992564,4.281802344,3.751537987
107,SA,0,SM-102,DSPC,6.547343345,66.21537127,25.11733166,4.875042963,1.755138323
108,SA,0,SM-102,DSPC,6.236377653,68.74565974,19.84424851,4.146977174,1.314174584
109,SA,0,SM-102,DSPC,6.168560445,67.58308798,17.20878256,4.412485361,2.483369383
110,SA,0,SM-102,DSPC,6.62815848,63.4013328,22.57070976,4.844201064,2.506398354
111,SA,0,SM-102,DSPC,6.667564198,65.27160842,29.44132268,4.669384408,1.834201379
112,SA,0,SM-102,DSPC,6.163562923,70.22302147,19.54212379,4.859822392,1.525772649
113,SA,0,SM-102,DSPC,6.288518041,69.24869673,18.64168955,4.288398192,2.041579064
114,SA,0,SM-102,DSPC,6.062129377,71.09381012,23.80620904,3.788995683,1.716800355
115,SA,0,SM-102,DSPC,6.329817556,72.06880249,29.04594126,4.07190969,1.902205878
116,SA,0,SM-102,DSPC,6.002865642,62.11306344,17.04948642,4.925478792,4.037764151
117,SA,0,SM-102,DSPC,6.059814738,64.16091442,16.82629003,4.993490674,2.835167431
118,SA,0,SM-102,DSPC,6.022781134,63.63116838,17.20803111,4.928453438,2.498383448
119,SA,0,SM-102,DSPC,6.004616328,60.88778643,16.95584753,4.924662144,3.045987467
120,SA,0,SM-102,DSPC,6.007446006,63.17687616,16.79386882,4.9366875,2.595182577
121,SA,0,SM-102,DSPC,6.040590018,64.73296911,17.16032936,4.956588054,2.270704012
122,SA,0,SM-102,DSPC,6.009975856,61.55935296,16.67410453,4.980542981,3.187736046
123,SA,0,SM-102,DSPC,6.021719694,61.50862002,17.18468345,4.947013447,3.140680956
124,SA,0,SM-102,DSPC,6.024333999,60.20415395,17.08617871,4.907686202,3.290696622
125,SA,0,SM-102,DSPC,6.590426058,73.56337875,25.39399436,3.960262704,2.80655423
126,SA,0,SM-102,DSPC,6.858764172,61.20785132,28.85595517,4.903677225,4.252407596
127,SA,0,SM-102,DSPC,6.592133619,65.05110938,23.27285161,3.765907478,3.618489822
128,SA,0,SM-102,DSPC,6.841976404,62.06232846,25.13830369,4.525252008,3.829235588
129,SA,0,SM-102,DSPC,6.406520978,67.85655003,22.05446754,3.810142612,3.443806945
130,,0,SM-102,DSPC,4.0,20.0,1.0,1.0,1.075372334
131,,0,SM-102,DSPC,4.0,20.0,1.0,5.0,0.793092204
132,,0,SM-102,DSPC,10.0,20.0,1.0,1.0,0.942835325
133,,0,SM-102,DSPC,7.0,20.0,1.0,1.0,1.111716949
134,,0,SM-102,DSPC,10.0,20.0,1.0,0.2,0.283349171
135,,0,SM-102,DSPC,7.0,20.0,1.0,0.2,0.154201258
136,,0,SM-102,DSPC,4.0,20.0,1.0,0.2,0.061948121
137,i-optimal,1,SM-102,DSPC,4.16,20.261,24.89,7.459,1.833370812
138,i-optimal,1,SM-102,DSPC,4.727,36.977,25.351,8.888,7.314382115
139,i-optimal,1,SM-102,DSPC,4.626,29.87,25.169,14.904,3.992711135
140,i-optimal,1,SM-102,DSPC,4.706,32.901,23.878,8.364,6.355439534
141,i-optimal,1,SM-102,DSPC,5.123,36.625,23.948,11.268,4.162216518
142,i-optimal,1,SM-102,DSPC,3.815,31.652,24.166,11.452,3.361828392
143,NSGAII,1,SM-102,DSPC,4.167,37.898,28.112,3.827,5.480896524
144,NSGAII,1,SM-102,DSPC,4.157,29.263,27.647,3.938,5.545138793
145,,1,SM-102,DSPC,6.0,60.0,16.66667,3.75,3.941777618
146,,1,SM-102,DSPC,6.858764172,61.20785132,28.85595517,4.903677225,3.624159711
147,,1,SM-102,DSPC,6.002865642,62.11306344,17.04948642,4.925478792,4.593960802
148,i-optimal,1,SM-102,DSPC,4.885,21.992,23.376,11.829,3.868217074
149,NSGAII,1,SM-102,DSPC,4.165,33.14,28.162,3.879,7.355434396
150,NSGAII,1,SM-102,DSPC,4.178,26.002,14.174,3.955,7.402071503
151,NSGAII,1,SM-102,DSPC,4.189,37.733,15.782,3.926,7.368888995
152,NSGAII,1,SM-102,DSPC,4.122,35.241,13.81,1.395,4.686457872
153,NSGAII,1,SM-102,DSPC,4.177,25.186,27.279,3.879,4.830816615
154,NSGAII,1,SM-102,DSPC,4.159,37.597,23.324,3.987,6.574032323
155,NSGAII,1,SM-102,DSPC,4.12,28.076,13.778,1.39,2.944310232
156,NSGAII,1,SM-102,DSPC,4.189,31.605,16.117,3.795,4.835165124
157,i-optimal,1,SM-102,DSPC,3.958,27.439,25.054,9.075,4.616325536
158,i-optimal,1,SM-102,DSPC,4.873,24.025,23.443,6.084,3.189300257
159,i-optimal,1,SM-102,DSPC,5.005,37.575,23.297,9.409,6.862576328
160,,2,SM-102,DSPC,3.977,34.186,36.861,7.035,6.596282933
161,,2,SM-102,DSPC,4.496,78.795,24.888,6.896,4.42687573
162,,2,SM-102,DSPC,3.806,63.661,36.577,4.94,3.955716454
163,,2,SM-102,DSPC,4.383,73.11,25.324,7.411,3.417038142
164,,2,SM-102,DSPC,4.781,87.726,37.667,8.197,2.492903468
165,,2,SM-102,DSPC,4.014,60.442,27.409,7.782,4.98859386
166,,2,SM-102,DSPC,5.002,86.261,34.958,6.544,2.430248989
167,,2,SM-102,DSPC,5.159,77.988,27.19,7.936,2.692105734
168,,2,SM-102,DSPC,5.133,72.7,33.417,7.713,3.657647733
169,,2,SM-102,DSPC,3.623,33.229,33.2,7.113,6.219381336
170,,2,SM-102,DSPC,6.002865642,62.11306344,17.04948642,4.925478792,3.554621619
171,,2,SM-102,DSPC,4.884,46.974,19.258,8.586,6.214836991
172,,2,SM-102,DSPC,3.867,23.939,1.473,36.323,2.071290089
173,,2,SM-102,DSPC,3.873,22.94,50.17,31.714,4.35315751
174,,2,SM-102,DSPC,4.162,24.606,49.746,10.686,6.361015558
175,,2,SM-102,DSPC,4.222,22.649,1.008,10.127,3.182416434
176,,2,SM-102,DSPC,4.323,37.048,0.527,3.887,3.734082052
177,,2,SM-102,DSPC,3.579,37.56,0.914,8.462,2.50110323
178,,2,SM-102,DSPC,4.874,24.606,49.412,8.616,5.968036063
179,,2,SM-102,DSPC,4.161,37.247,0.488,10.569,3.930674526
180,,2,SM-102,DSPC,4.867,37.084,19.258,8.586,4.654041822
181,,2,SM-102,DSPC,6.0,60.0,16.66667,3.75,5.047445881
182,,2,SM-102,DSPC,6.858764172,61.20785132,28.85595517,4.903677225,3.55783063
183,i-optimal,3,SM-102,DSPC,3.375,88.883,38.008,79.313,0.29273326
184,i-optimal,3,SM-102,DSPC,3.488,91.069,46.907,67.477,0.008140197
185,i-optimal,3,SM-102,DSPC,3.526,96.074,43.712,40.813,1.142162927
186,i-optimal,3,SM-102,DSPC,3.452,92.735,47.134,24.948,0.864511029
187,i-optimal,3,SM-102,DSPC,3.662,94.199,44.739,74.436,0.227225865
188,i-optimal,3,SM-102,DSPC,3.775,80.579,41.317,53.982,0.645392964
189,NSGAII,3,SM-102,DSPC,3.789,97.147,20.69,15.466,1.550145026
190,NSGAII,3,SM-102,DSPC,4.972,37.815,35.211,9.359,6.405931111
191,i-optimal,3,SM-102,DSPC,3.333,82.648,38.942,87.399,0.251989834
192,i-optimal,3,SM-102,DSPC,3.957,83.868,16.866,68.057,1.50489309
193,i-optimal,3,SM-102,DSPC,3.761,93.469,40.11,46.494,1.100348126
194,i-optimal,3,SM-102,DSPC,3.349,89.337,44.884,70.099,0.40796271
195,i-optimal,4,SM-102,DSPC,4.798615102482691,99.45207406842334,2.403027608242309,76.14606313546389,
196,i-optimal,4,SM-102,DSPC,4.330946742728669,90.15931759677362,8.793130233177715,81.84575742960538,
