Formula_label,Helper_lipid,NP_ratio,IL+HL,HL_IL+HL,PEG_PEG+Chol,LnRLU_RAMOS
1,DSPC,0.5500224988750563,0.7777360104735116,0.9965782375910793,0.0,0.583727918
2,DSPC,0.4000299985000749,0.5184906736490076,0.3256444990137273,0.04071147604903726,3.869726383
3,DSPC,0.9999999999999999,0.7777360104735116,0.9965782375910793,0.05504650282686728,0.75420665
4,DSPC,0.5500224988750563,0.7777360104735116,0.9965782375910793,0.05504650282686728,0.772268019
5,DSPC,0.10004499775011244,0.7777360104735116,0.9965782375910793,0.05504650282686728,0.677455402
6,DSPC,0.9999999999999999,0.7777360104735116,0.9965782375910793,0.009174417137811215,0.811226758
7,DSPC,0.5500224988750563,0.7777360104735116,0.9965782375910793,0.009174417137811215,0.620472026
8,DSPC,0.10004499775011244,0.7777360104735116,0.9965782375910793,0.009174417137811215,0.699482306
9,DSPC,0.9999999999999999,0.7777360104735116,0.9965782375910793,0.0,0.636801388
10,DSPC,0.10004499775011244,0.0,0.9965782375910793,0.05504650282686728,0.68300778
11,DSPC,0.10004499775011244,0.7777360104735116,0.9965782375910793,0.0,0.637401088
12,DSPC,0.9999999999999999,0.38886800523675574,0.9965782375910793,0.05504650282686728,1.855068658
13,DSPC,0.5500224988750563,0.38886800523675574,0.9965782375910793,0.05504650282686728,2.278254784
14,DSPC,0.10004499775011244,0.38886800523675574,0.9965782375910793,0.05504650282686728,0.986412852
15,DSPC,0.9999999999999999,0.38886800523675574,0.9965782375910793,0.009174417137811215,0.500094163
16,DSPC,0.5500224988750563,0.38886800523675574,0.9965782375910793,0.009174417137811215,0.442773911
17,DSPC,0.10004499775011244,0.38886800523675574,0.9965782375910793,0.009174417137811215,0.324626643
18,DSPC,0.9999999999999999,0.38886800523675574,0.9965782375910793,0.0,0.430929337
19,DSPC,0.5500224988750563,0.38886800523675574,0.9965782375910793,0.0,0.234032103
20,DSPC,0.10004499775011244,0.38886800523675574,0.9965782375910793,0.0,0.539980369
21,DSPC,0.9999999999999999,0.0,0.9965782375910793,0.05504650282686728,0.959119595
22,DSPC,0.5500224988750563,0.0,0.9965782375910793,0.05504650282686728,0.852115932
23,DSPC,0.9999999999999999,0.7777360104735116,0.5940179541886397,0.0,0.525334595
24,DSPC,0.5500224988750563,0.7777360104735116,0.5940179541886397,0.0,0.70612747
25,DSPC,0.10004499775011244,0.7777360104735116,0.5940179541886397,0.0,0.180737342
