Formula_label,Helper_lipid,NP_ratio,IL+HL,HL_IL+HL,PEG_PEG+Chol,LnRLU_HEPG2
1,DSPC,0.07123237619668787,0.5170697656381288,0.1823884381223802,0.04071147604903726,6.137877343
2,DSPC,0.178067586090483,0.775604648457193,0.5581681440449188,0.05504650282686728,6.315791575
3,DSPC,0.09794117867013666,0.775604648457193,0.5581681440449188,0.05504650282686728,6.433748975
4,DSPC,0.017814771249790334,0.775604648457193,0.5581681440449188,0.05504650282686728,5.217296985
5,DSPC,0.178067586090483,0.775604648457193,0.5581681440449188,0.009174417137811215,6.475676395
6,DSPC,0.09794117867013666,0.775604648457193,0.5581681440449188,0.009174417137811215,6.615349645
7,DSPC,0.017814771249790334,0.775604648457193,0.5581681440449188,0.009174417137811215,4.668450355
8,DSPC,0.178067586090483,0.775604648457193,0.5581681440449188,0.0,5.591725605
9,DSPC,0.09794117867013666,0.775604648457193,0.5581681440449188,0.0,6.049689165
10,DSPC,0.017814771249790334,0.775604648457193,0.5581681440449188,0.0,3.055747135
11,DSPC,0.178067586090483,0.3878023242285966,0.5581681440449188,0.05504650282686728,5.052497835
12,DSPC,0.09794117867013666,0.3878023242285966,0.5581681440449188,0.05504650282686728,5.662184965
13,DSPC,0.017814771249790334,0.3878023242285966,0.5581681440449188,0.05504650282686728,4.892082785
14,DSPC,0.178067586090483,0.3878023242285966,0.5581681440449188,0.009174417137811215,5.675447065
15,DSPC,0.09794117867013666,0.3878023242285966,0.5581681440449188,0.009174417137811215,7.208421025
16,DSPC,0.017814771249790334,0.3878023242285966,0.5581681440449188,0.009174417137811215,5.789360405
17,DSPC,0.178067586090483,0.3878023242285966,0.5581681440449188,0.0,4.930438395
18,DSPC,0.09794117867013666,0.3878023242285966,0.5581681440449188,0.0,4.690415975
19,DSPC,0.017814771249790334,0.3878023242285966,0.5581681440449188,0.0,3.911362135
20,DSPC,0.178067586090483,0.0,0.5581681440449188,0.05504650282686728,6.054693775
21,DSPC,0.09794117867013666,0.0,0.5581681440449188,0.05504650282686728,6.256845255
22,DSPC,0.017814771249790334,0.0,0.5581681440449188,0.05504650282686728,6.038362265
23,DSPC,0.178067586090483,0.0,0.5581681440449188,0.009174417137811215,8.943796895
24,DSPC,0.09794117867013666,0.0,0.5581681440449188,0.009174417137811215,8.504338385
25,DSPC,0.017814771249790334,0.0,0.5581681440449188,0.009174417137811215,7.599807095
26,DSPC,0.178067586090483,0.0,0.5581681440449188,0.0,8.792932485
27,DSPC,0.09794117867013666,0.0,0.5581681440449188,0.0,8.194079515
28,DSPC,0.017814771249790334,0.0,0.5581681440449188,0.0,7.427345495
29,DSPC,0.178067586090483,0.775604648457193,0.33270032046884884,0.05504650282686728,4.455644385
30,DSPC,0.09794117867013666,0.775604648457193,0.33270032046884884,0.05504650282686728,4.390393095
31,DSPC,0.017814771249790334,0.775604648457193,0.33270032046884884,0.05504650282686728,4.621949745
32,DSPC,0.178067586090483,0.775604648457193,0.33270032046884884,0.009174417137811215,4.999786595
33,DSPC,0.09794117867013666,0.775604648457193,0.33270032046884884,0.009174417137811215,4.982225455
34,DSPC,0.017814771249790334,0.775604648457193,0.33270032046884884,0.009174417137811215,4.393214275
35,DSPC,0.178067586090483,0.775604648457193,0.33270032046884884,0.0,3.638627165
36,DSPC,0.09794117867013666,0.775604648457193,0.33270032046884884,0.0,3.725838235
37,DSPC,0.017814771249790334,0.775604648457193,0.33270032046884884,0.0,3.605974285
38,DSPC,0.178067586090483,0.3878023242285966,0.33270032046884884,0.05504650282686728,6.573272875
39,DSPC,0.09794117867013666,0.3878023242285966,0.33270032046884884,0.05504650282686728,6.874308205
40,DSPC,0.017814771249790334,0.3878023242285966,0.33270032046884884,0.05504650282686728,6.649620425
41,DSPC,0.178067586090483,0.3878023242285966,0.33270032046884884,0.009174417137811215,8.809856575
42,DSPC,0.09794117867013666,0.3878023242285966,0.33270032046884884,0.009174417137811215,8.858821045
43,DSPC,0.017814771249790334,0.3878023242285966,0.33270032046884884,0.009174417137811215,7.946578745
44,DSPC,0.178067586090483,0.3878023242285966,0.33270032046884884,0.0,4.917815945
45,DSPC,0.09794117867013666,0.3878023242285966,0.33270032046884884,0.0,4.720263075
46,DSPC,0.017814771249790334,0.3878023242285966,0.33270032046884884,0.0,3.745208045
47,DSPC,0.178067586090483,0.0,0.33270032046884884,0.05504650282686728,6.345097425
48,DSPC,0.09794117867013666,0.0,0.33270032046884884,0.05504650282686728,6.514180525
49,DSPC,0.017814771249790334,0.0,0.33270032046884884,0.05504650282686728,6.340093685
50,DSPC,0.178067586090483,0.0,0.33270032046884884,0.009174417137811215,8.992947298
51,DSPC,0.09794117867013666,0.0,0.33270032046884884,0.009174417137811215,9.234774655
52,DSPC,0.017814771249790334,0.0,0.33270032046884884,0.009174417137811215,8.928147035
53,DSPC,0.178067586090483,0.0,0.33270032046884884,0.0,9.457604665
54,DSPC,0.09794117867013666,0.0,0.33270032046884884,0.0,8.317138495
55,DSPC,0.017814771249790334,0.0,0.33270032046884884,0.0,9.172507085
56,DSPC,0.178067586090483,0.775604648457193,0.10723249689277889,0.05504650282686728,3.988660995
57,DSPC,0.09794117867013666,0.775604648457193,0.10723249689277889,0.05504650282686728,3.453826075
58,DSPC,0.017814771249790334,0.775604648457193,0.10723249689277889,0.05504650282686728,2.850432253
59,DSPC,0.178067586090483,0.775604648457193,0.10723249689277889,0.009174417137811215,5.200324295
60,DSPC,0.09794117867013666,0.775604648457193,0.10723249689277889,0.009174417137811215,5.000371555
61,DSPC,0.017814771249790334,0.775604648457193,0.10723249689277889,0.009174417137811215,3.320294685
62,DSPC,0.178067586090483,0.775604648457193,0.10723249689277889,0.0,3.487704745
63,DSPC,0.09794117867013666,0.775604648457193,0.10723249689277889,0.0,3.105004425
64,DSPC,0.017814771249790334,0.775604648457193,0.10723249689277889,0.0,3.981518535
65,DSPC,0.178067586090483,0.3878023242285966,0.10723249689277889,0.05504650282686728,7.166580785
66,DSPC,0.09794117867013666,0.3878023242285966,0.10723249689277889,0.05504650282686728,7.227993615
67,DSPC,0.017814771249790334,0.3878023242285966,0.10723249689277889,0.05504650282686728,7.175754395
68,DSPC,0.178067586090483,0.3878023242285966,0.10723249689277889,0.009174417137811215,9.112706345
69,DSPC,0.09794117867013666,0.3878023242285966,0.10723249689277889,0.009174417137811215,8.627787675
70,DSPC,0.017814771249790334,0.3878023242285966,0.10723249689277889,0.009174417137811215,8.278949665
71,DSPC,0.178067586090483,0.3878023242285966,0.10723249689277889,0.0,8.966572585
72,DSPC,0.09794117867013666,0.3878023242285966,0.10723249689277889,0.0,8.856257295
73,DSPC,0.017814771249790334,0.3878023242285966,0.10723249689277889,0.0,8.590891595
74,DSPC,0.178067586090483,0.0,0.10723249689277889,0.05504650282686728,5.889092735
75,DSPC,0.09794117867013666,0.0,0.10723249689277889,0.05504650282686728,6.428119295
76,DSPC,0.017814771249790334,0.0,0.10723249689277889,0.05504650282686728,6.724025395
77,DSPC,0.178067586090483,0.0,0.10723249689277889,0.009174417137811215,7.913468825
78,DSPC,0.09794117867013666,0.0,0.10723249689277889,0.009174417137811215,7.852665545
79,DSPC,0.017814771249790334,0.0,0.10723249689277889,0.009174417137811215,7.398798325
80,DSPC,0.178067586090483,0.0,0.10723249689277889,0.0,9.413878445
81,DSPC,0.09794117867013666,0.0,0.10723249689277889,0.0,7.309828535
82,DSPC,0.017814771249790334,0.0,0.10723249689277889,0.0,9.162538715
83,DSPC,0.178067586090483,0.775604648457193,0.005771976283547391,0.05504650282686728,4.265975875
84,DSPC,0.09794117867013666,0.775604648457193,0.005771976283547391,0.05504650282686728,3.622230995
85,DSPC,0.017814771249790334,0.775604648457193,0.005771976283547391,0.05504650282686728,2.674416076
86,DSPC,0.178067586090483,0.775604648457193,0.005771976283547391,0.009174417137811215,5.398784565
87,DSPC,0.09794117867013666,0.775604648457193,0.005771976283547391,0.009174417137811215,5.380828705
88,DSPC,0.017814771249790334,0.775604648457193,0.005771976283547391,0.009174417137811215,4.447723395
89,DSPC,0.178067586090483,0.775604648457193,0.005771976283547391,0.0,5.235836545
90,DSPC,0.09794117867013666,0.775604648457193,0.005771976283547391,0.0,5.049857665
91,DSPC,0.017814771249790334,0.775604648457193,0.005771976283547391,0.0,3.934591535
92,DSPC,0.178067586090483,0.3878023242285966,0.005771976283547391,0.05504650282686728,5.971947605
93,DSPC,0.09794117867013666,0.3878023242285966,0.005771976283547391,0.05504650282686728,5.720633175
94,DSPC,0.017814771249790334,0.3878023242285966,0.005771976283547391,0.05504650282686728,5.564904225
95,DSPC,0.178067586090483,0.3878023242285966,0.005771976283547391,0.009174417137811215,7.781059705
96,DSPC,0.09794117867013666,0.3878023242285966,0.005771976283547391,0.009174417137811215,7.799291825
97,DSPC,0.017814771249790334,0.3878023242285966,0.005771976283547391,0.009174417137811215,3.012725255
98,DSPC,0.178067586090483,0.3878023242285966,0.005771976283547391,0.0,8.349813855
