Formula_label,Iter,Opt_Method,Cell_Target,Ionizable_Lipid,Helper_lipid,NP_ratio,IL+HL,HL_IL+HL,PEG_PEG+Chol,RLU_INS,RLU_RAW,RLU_HEPG2,RLU_KELLY,selectivity,weighted_selectivity,NORM_RLU_INS,NORM_RLU_HEPG2,on_target,off_target,LnRLU_HEPG2
135,0,quad,N/A,SM-102,DSPC,9.232962676,43.2248516,1.010982512,5.441540843,9.464445859,7.880467022,11.75240911,11.74488282,0.442996188,4.105886622,9.268446838,11.65373507,9.268446838,11.65373507,6.653735068
136,0,MO,N/A,SM-102,DSPC,9.002044382,20.00000308,16.65435838,0.477590223,15.78374341,,16.61121554,,0.476226329,7.17835602,15.07341275,16.57837092,15.07341275,16.57837092,11.57837092
137,0,MO,N/A,SM-102,DSPC,11.96920045,42.58505017,1.443055259,5.685163661,10.56567442,,11.58765896,,0.460311583,4.536528887,9.855343763,11.55481433,9.855343763,11.55481433,6.554814335
138,0,MO,N/A,SM-102,DSPC,4.937286054,20.00000054,16.29212021,0.481141499,14.39470701,,15.55270114,,0.4685751,6.412158022,13.68437635,15.51985651,13.68437635,15.51985651,10.51985651
139,0,MO,N/A,SM-102,DSPC,12.5571625,20.00000009,1.35729106,0.746351216,13.02448371,,14.48225106,,0.460108942,5.665851937,12.31415305,14.44940644,12.31415305,14.44940644,9.449406435
140,0,MO,N/A,SM-102,DSPC,11.98066785,20.00003991,1.329607624,5.798669171,9.567566442,,10.9441811,,0.448046306,3.968451777,8.857235782,10.91133647,8.857235782,10.91133647,5.911336473
141,0,SO,N/A,SM-102,DSPC,11.97831,21.80244,33.11976,6.251056,11.27743041,,12.29903049,,0.462793657,4.890386736,10.56709975,12.26618587,10.56709975,12.26618587,7.266185865
142,0,SO,N/A,SM-102,DSPC,12.32386,20.08868,27.90927,0.571112,14.73062985,,16.24774989,,0.463707769,6.501321654,14.0202992,16.21490527,14.0202992,16.21490527,11.21490527
143,0,SO,N/A,SM-102,DSPC,11.98652,21.06642,37.99319,7.092342,10.81674292,,12.23141245,,0.453101156,4.579227078,10.10641226,12.19856782,10.10641226,12.19856782,7.198567823
144,0,SO,N/A,SM-102,DSPC,12.05481,20.01895,18.85935,0.809778,14.7635372,,16.04119474,,0.467480999,6.569607037,14.05320654,16.00835012,14.05320654,16.00835012,11.00835012
145,0,SO,N/A,SM-102,DSPC,9.211139,20.0003,18.72326,0.803894,14.97320632,,16.10814325,,0.470129663,6.705400931,14.26287566,16.07529863,14.26287566,16.07529863,11.07529863
146,0,MO,N/A,SM-102,DSPC,6.279867148,20.0000008,15.64182211,0.517372067,14.45102863,,15.215,,0.491388289,7.188877746,14.6297295,15.14250933,14.6297295,15.14250933,10.14250933
147,0,MO,N/A,SM-102,DSPC,6.296342365,20.00000184,1.00002702,22.06260504,8.210849174,,10.418,,0.447799491,3.756836237,8.389550047,10.34550933,8.389550047,10.34550933,5.345509333
148,0,MO,N/A,SM-102,DSPC,4.603673162,74.748184,1.000001614,9.97956289,6.344875838,,10.042,,0.395534025,2.580296555,6.52357671,9.969509333,6.52357671,9.969509333,4.969509333
149,0,MO,N/A,SM-102,DSPC,4.525299513,25.16310809,1.000010095,11.29223043,7.024767647,,9.711,,0.427709179,3.080989607,7.20346852,9.638509333,7.20346852,9.638509333,4.638509333
150,0,MO,N/A,SM-102,DSPC,6.098981832,40.31687192,1.000206908,16.56618189,7.218665478,,9.468,,0.44050623,3.258585959,7.39736635,9.395509333,7.39736635,9.395509333,4.395509333
151,0,SO,N/A,SM-102,DSPC,28.43580087,20.00044501,24.79553656,0.928105477,13.21092355,,14.816,,0.475937894,6.372629648,13.38962443,14.74350933,13.38962443,14.74350933,9.743509333
152,0,SO,N/A,SM-102,DSPC,32.32215068,20.00183246,22.61372429,0.62241835,13.1784286,,14.782,,0.475907698,6.356760744,13.35712947,14.70950933,13.35712947,14.70950933,9.709509333
153,0,SO,N/A,SM-102,DSPC,20.47934214,20.01210597,16.37248117,0.971439065,12.76254063,,14.15,,0.478972606,6.198500167,12.9412415,14.07750933,12.9412415,14.07750933,9.077509333
154,0,SO,N/A,SM-102,DSPC,17.89712661,20.01502011,22.13928053,0.992833938,13.02345607,,14.838,,0.472050718,6.232087662,13.20215694,14.76550933,13.20215694,14.76550933,9.765509333
155,0,SO,N/A,SM-102,DSPC,10.82142219,20.12734312,23.96090789,0.486055845,14.17846243,,14.878,,0.492313015,7.068218356,14.3571633,14.80550933,14.3571633,14.80550933,9.805509333
156,0,MO,N/A,SM-102,DSPC,4.837891,42.3039,1.910757,10.59721,7.946,,10.384,,0.450305875,3.905786006,8.673628809,10.58800933,8.673628809,10.58800933,5.588009333
157,0,MO,N/A,SM-102,DSPC,40.77384,42.42788,2.016498,7.580691,8.734,,11.176,,0.453977214,4.295363882,9.461628809,11.38000933,9.461628809,11.38000933,6.380009333
158,0,MO,N/A,SM-102,DSPC,5.388958,20.00002,2.062696,29.51383,7.687,,9.591,,0.46209753,3.888379189,8.414628809,9.795009333,8.414628809,9.795009333,4.795009333
159,0,MO,N/A,SM-102,DSPC,19.52035,21.45652,2.03501,7.787085,7.885,,10.24,,0.451949013,3.892469094,8.612628809,10.44400933,8.612628809,10.44400933,5.444009333
160,0,MO,N/A,SM-102,DSPC,4.433352,20,16.23404,0.807818,12.452,,15.211,,0.460912593,6.074656888,13.17962881,15.41500933,13.17962881,15.41500933,10.41500933
161,0,SO,N/A,SM-102,DSPC,4.729987946,20.02489015,18.27411066,0.492107672,12.71,,15.522,,0.460766546,6.19160981,13.43762881,15.72600933,13.43762881,15.72600933,10.72600933
162,0,SO,N/A,SM-102,DSPC,4.930919945,20.08757696,23.64763395,0.788137695,12.831,,15.767,,0.459153233,6.225488246,13.55862881,15.97100933,13.55862881,15.97100933,10.97100933
163,0,SO,N/A,SM-102,DSPC,8.973242379,20.00001834,21.73144842,0.657253419,13.025,,15.897,,0.460668437,6.335402012,13.75262881,16.10100933,13.75262881,16.10100933,11.10100933
164,0,SO,N/A,SM-102,DSPC,8.991510748,20.00000148,16.26601278,0.826320152,12.714,,15.479,,0.461520886,6.203592441,13.44162881,15.68300933,13.44162881,15.68300933,10.68300933
