Model_Name,Model_MAE,Model_AE_SEM,Spearman_Rank,Pearson_R,Mean_Baseline_MAE,Mean_Baseline_AE_SEM,Median_Baseline_AE_MAE,Median_Baseline_AE_SEM
XGB,0.16358962971958282,0.05728734733721603,-0.14285714285714288,0.24440502450018042,0.16840175971902052,0.055775564762643365,0.17723034990471778,0.046178104747538806
