Formula_label,Helper_lipid,NP_ratio,IL+HL,HL_IL+HL,PEG_PEG+Chol,LnRLU_T
1,DSPC,0.12959263751413452,0.5262032596668603,0.12731829824248012,0.1984653858481265,1.0
2,DSPC,0.12959263751413452,0.16067997244414967,0.024646721880736383,0.1984653858481265,1.458473896
3,DSPC,0.12959263751413452,0.4348224378611828,0.024646721880736383,0.1984653858481265,0.537670683
4,DSPC,0.12959263751413452,0.7089649032782158,0.024646721880736383,0.1984653858481265,0.088208835
5,DSPC,0.12959263751413452,0.16067997244414967,0.3326612969586801,0.1984653858481265,3.624899598
6,DSPC,0.12959263751413452,0.4348224378611828,0.3326612969586801,0.1984653858481265,1.593895582
7,DSPC,0.12959263751413452,0.7089649032782158,0.3326612969586801,0.1984653858481265,0.087220884
8,DSPC,0.12959263751413452,0.16067997244414967,0.6406758720366238,0.1984653858481265,1.941445783
9,DSPC,0.12959263751413452,0.4348224378611828,0.6406758720366238,0.1984653858481265,0.866104418
10,DSPC,0.12959263751413452,0.7089649032782158,0.6406758720366238,0.1984653858481265,0.162449799
11,DSPC,0.12959263751413452,0.16067997244414967,0.7946831595755955,0.1984653858481265,1.291325301
12,DSPC,0.12959263751413452,0.4348224378611828,0.7946831595755955,0.1984653858481265,0.694
13,DSPC,0.12959263751413452,0.7089649032782158,0.7946831595755955,0.1984653858481265,0.102080321
14,DSPC,0.7216591628888747,0.16067997244414967,0.024646721880736383,0.1984653858481265,0.369879518
15,DSPC,0.7216591628888747,0.4348224378611828,0.024646721880736383,0.1984653858481265,0.510441767
16,DSPC,0.7216591628888747,0.7089649032782158,0.024646721880736383,0.1984653858481265,0.063678715
17,DSPC,0.7216591628888747,0.16067997244414967,0.3326612969586801,0.1984653858481265,2.130281124
18,DSPC,0.7216591628888747,0.4348224378611828,0.3326612969586801,0.1984653858481265,0.396787149
19,DSPC,0.7216591628888747,0.7089649032782158,0.3326612969586801,0.1984653858481265,0.197823293
20,DSPC,0.7216591628888747,0.16067997244414967,0.6406758720366238,0.1984653858481265,1.469236948
21,DSPC,0.7216591628888747,0.4348224378611828,0.6406758720366238,0.1984653858481265,0.637991968
22,DSPC,0.7216591628888747,0.7089649032782158,0.6406758720366238,0.1984653858481265,0.218746988
23,DSPC,0.7216591628888747,0.16067997244414967,0.7946831595755955,0.1984653858481265,0.829156627
24,DSPC,0.7216591628888747,0.4348224378611828,0.7946831595755955,0.1984653858481265,0.899839357
25,DSPC,0.7216591628888747,0.7089649032782158,0.7946831595755955,0.1984653858481265,0.44313253
26,DSPC,0.39096059322061305,0.0,0.557563180226391,0.2208771796048768,5.274589421
27,DSPC,0.30323233554734697,0.000935570378008066,0.5485610248974203,0.9999999999999998,3.01375149
28,DSPC,0.06704275207327404,0.2563299923840846,0.5059543221860056,0.04533326407022392,0.110252551
29,DSPC,0.39050750424693925,0.2587104755854376,0.4753937842843926,0.12888878784036162,0.054640412
30,DSPC,0.6739659281688601,0.24250235370953432,0.5939638521958915,0.6519838532811635,1.380481342
31,DSPC,0.23923229564522086,0.0737819344468672,0.42321707349953197,0.32905441683318254,1.51190915
32,DSPC,0.025498406687898822,0.34290806335800084,0.4359496894478191,0.038838586855574064,0.06576284
33,DSPC,0.1182344905244429,0.1271650183263049,0.3460509505016196,0.36004015184369215,1.563501556
34,DSPC,0.0,0.3973659664531388,0.5785795258341464,0.27779973992922685,0.464471466
35,DSPC,0.24796943517506143,0.4066559873433613,0.6203377638966872,0.7154854663646029,0.985219201
36,DSPC,0.9335882712453376,0.6809124945639146,0.0,0.16275046998725162,0.305506736
37,DSPC,0.8554732550565485,0.8744598635427366,0.8248036319715542,0.0,0.097410376
38,DSPC,0.9787258129163141,0.46333882100145696,0.25797582955800724,0.3283382294790386,2.061948508
39,DSPC,0.2964763244223705,0.48487014787962834,0.011884324603813529,0.03679551384578489,0.254536515
40,DSPC,0.9510363576766474,0.4738105446856046,0.17157528606446618,0.8565452056142946,1.608103121
41,DSPC,0.8094420418567947,0.5859427872972053,0.6240849266063371,0.8256483353566575,0.150449886
42,DSPC,0.9990619390729054,0.9250953757628829,0.8518970641796589,0.6598324468939758,0.747880154
43,DSPC,1.0,0.9999999999999999,0.9999999999999998,0.1603505277598084,0.244889155
44,DSPC,0.8433841237885005,0.6613661027860144,0.4582325332355621,0.2664295346487013,1.111194153
45,DSPC,0.8783960809834666,0.924067545662325,0.829868862047417,0.27101469015188956,0.325843092
46,DSPC,0.12959263751413452,0.16067997244414967,0.3326612969586801,0.1984653858481265,4.334321326
47,DSPC,0.12959263751413452,0.4348224378611828,0.3326612969586801,0.1984653858481265,0.049872659
48,DSPC,0.12959263751413452,0.16067997244414967,0.6406758720366238,0.1984653858481265,2.036222214
49,DSPC,0.7216591628888747,0.16067997244414967,0.3326612969586801,0.1984653858481265,1.490656994
50,DSPC,0.7216591628888747,0.16067997244414967,0.6406758720366238,0.1984653858481265,1.780846798
