Formula_label,Helper_lipid,NP_ratio,IL+HL,HL_IL+HL,PEG_PEG+Chol,LnRLU_RAMOS
0,DSPC,0.33333333333333337,0.6666666666666667,0.3197279591836734,0.7395833333333334,5.286786441
1,DSPC,0.9999999999999999,1.0,1.0,1.0,2.171266707
2,DSPC,0.4999999999999999,1.0,1.0,1.0,2.189328077
3,DSPC,0.0,1.0,1.0,1.0,2.094515459
4,DSPC,0.9999999999999999,1.0,1.0,0.16666666666666669,2.228286815
5,DSPC,0.4999999999999999,1.0,1.0,0.16666666666666669,2.037532083
6,DSPC,0.0,1.0,1.0,0.16666666666666669,2.116542363
7,DSPC,0.9999999999999999,1.0,1.0,0.0,2.053861445
8,DSPC,0.4999999999999999,1.0,1.0,0.0,2.000787976
9,DSPC,0.0,1.0,1.0,0.0,2.054461145
10,DSPC,0.9999999999999999,0.5,1.0,1.0,3.272128716
11,DSPC,0.4999999999999999,0.5,1.0,1.0,3.695314842
12,DSPC,0.0,0.5,1.0,1.0,2.403472909
13,DSPC,0.9999999999999999,0.5,1.0,0.16666666666666669,1.91715422
14,DSPC,0.4999999999999999,0.5,1.0,0.16666666666666669,1.859833968
15,DSPC,0.0,0.5,1.0,0.16666666666666669,1.7416867
16,DSPC,0.9999999999999999,0.5,1.0,0.0,1.847989395
17,DSPC,0.4999999999999999,0.5,1.0,0.0,1.65109216
18,DSPC,0.0,0.5,1.0,0.0,1.957040427
19,DSPC,0.9999999999999999,0.0,1.0,1.0,2.376179652
20,DSPC,0.4999999999999999,0.0,1.0,1.0,2.269175989
21,DSPC,0.0,0.0,1.0,1.0,2.100067838
22,DSPC,0.9999999999999999,0.0,1.0,0.16666666666666669,1.76571269
23,DSPC,0.4999999999999999,0.0,1.0,0.16666666666666669,1.8584978
24,DSPC,0.0,0.0,1.0,0.16666666666666669,2.156849623
25,DSPC,0.9999999999999999,0.0,1.0,0.0,1.659136297
26,DSPC,0.4999999999999999,0.0,1.0,0.0,1.726822677
27,DSPC,0.0,0.0,1.0,0.0,1.728485188
28,DSPC,0.9999999999999999,1.0,0.5918367346938774,1.0,1.787871339
29,DSPC,0.4999999999999999,1.0,0.5918367346938774,1.0,2.026598546
30,DSPC,0.0,1.0,0.5918367346938774,1.0,1.784081228
31,DSPC,0.9999999999999999,1.0,0.5918367346938774,0.16666666666666669,2.251446182
32,DSPC,0.4999999999999999,1.0,0.5918367346938774,0.16666666666666669,2.125144567
33,DSPC,0.0,1.0,0.5918367346938774,0.16666666666666669,1.739361595
34,DSPC,0.9999999999999999,1.0,0.5918367346938774,0.0,1.942394653
35,DSPC,0.4999999999999999,1.0,0.5918367346938774,0.0,2.123187528
36,DSPC,0.0,1.0,0.5918367346938774,0.0,1.597797399
37,DSPC,0.9999999999999999,0.5,0.5918367346938774,1.0,3.156863206
38,DSPC,0.4999999999999999,0.5,0.5918367346938774,1.0,3.167063839
39,DSPC,0.0,0.5,0.5918367346938774,1.0,1.447058886
40,DSPC,0.9999999999999999,0.5,0.5918367346938774,0.16666666666666669,2.167436479
41,DSPC,0.4999999999999999,0.5,0.5918367346938774,0.16666666666666669,1.806737385
42,DSPC,0.0,0.5,0.5918367346938774,0.16666666666666669,1.727931325
43,DSPC,0.9999999999999999,0.5,0.5918367346938774,0.0,1.751609979
44,DSPC,0.4999999999999999,0.5,0.5918367346938774,0.0,1.734007013
45,DSPC,0.0,0.5,0.5918367346938774,0.0,1.64041617
46,DSPC,0.9999999999999999,0.0,0.5918367346938774,1.0,3.600372548
47,DSPC,0.4999999999999999,0.0,0.5918367346938774,1.0,2.890735814
48,DSPC,0.0,0.0,0.5918367346938774,1.0,2.625036414
49,DSPC,0.9999999999999999,0.0,0.5918367346938774,0.16666666666666669,2.799068972
50,DSPC,0.4999999999999999,0.0,0.5918367346938774,0.16666666666666669,2.534852284
51,DSPC,0.0,0.0,0.5918367346938774,0.16666666666666669,2.147333941
52,DSPC,0.9999999999999999,0.0,0.5918367346938774,0.0,1.367489898
53,DSPC,0.4999999999999999,0.0,0.5918367346938774,0.0,1.548983572
54,DSPC,0.0,0.0,0.5918367346938774,0.0,1.368284022
55,DSPC,0.9999999999999999,1.0,0.18367346938775508,1.0,1.917039588
56,DSPC,0.4999999999999999,1.0,0.18367346938775508,1.0,1.660322537
57,DSPC,0.0,1.0,0.18367346938775508,1.0,1.667998984
58,DSPC,0.9999999999999999,1.0,0.18367346938775508,0.16666666666666669,1.721400349
59,DSPC,0.4999999999999999,1.0,0.18367346938775508,0.16666666666666669,1.498535582
60,DSPC,0.0,1.0,0.18367346938775508,0.16666666666666669,1.559365143
61,DSPC,0.9999999999999999,1.0,0.18367346938775508,0.0,1.26697254
62,DSPC,0.4999999999999999,1.0,0.18367346938775508,0.0,1.490840546
63,DSPC,0.0,1.0,0.18367346938775508,0.0,1.337450345
64,DSPC,0.9999999999999999,0.5,0.18367346938775508,1.0,2.570310102
65,DSPC,0.4999999999999999,0.5,0.18367346938775508,1.0,2.450959984
66,DSPC,0.0,0.5,0.18367346938775508,1.0,1.927077313
67,DSPC,0.9999999999999999,0.5,0.18367346938775508,0.16666666666666669,1.641775789
68,DSPC,0.4999999999999999,0.5,0.18367346938775508,0.16666666666666669,1.806481336
69,DSPC,0.0,0.5,0.18367346938775508,0.16666666666666669,1.883821686
70,DSPC,0.9999999999999999,0.5,0.18367346938775508,0.0,1.937352343
71,DSPC,0.4999999999999999,0.5,0.18367346938775508,0.0,2.035599322
72,DSPC,0.0,0.5,0.18367346938775508,0.0,2.032846325
73,DSPC,0.9999999999999999,0.0,0.18367346938775508,1.0,2.638945
74,DSPC,0.4999999999999999,0.0,0.18367346938775508,1.0,2.746558614
75,DSPC,0.0,0.0,0.18367346938775508,1.0,2.642503129
76,DSPC,0.9999999999999999,0.0,0.18367346938775508,0.16666666666666669,3.620191877
77,DSPC,0.4999999999999999,0.0,0.18367346938775508,0.16666666666666669,3.417710217
78,DSPC,0.0,0.0,0.18367346938775508,0.16666666666666669,3.333149822
79,DSPC,0.9999999999999999,0.0,0.18367346938775508,0.0,1.409875714
80,DSPC,0.4999999999999999,0.0,0.18367346938775508,0.0,1.462167938
81,DSPC,0.0,0.0,0.18367346938775508,0.0,1.502187443
82,DSPC,0.9999999999999999,1.0,0.0,1.0,1.482200803
83,DSPC,0.4999999999999999,1.0,0.0,1.0,1.505307029
84,DSPC,0.0,1.0,0.0,1.0,1.547491653
85,DSPC,0.9999999999999999,1.0,0.0,0.16666666666666669,1.25914579
86,DSPC,0.4999999999999999,1.0,0.0,0.16666666666666669,1.269889113
87,DSPC,0.0,1.0,0.0,0.16666666666666669,1.293091608
88,DSPC,0.9999999999999999,1.0,0.0,0.0,1.965048807
89,DSPC,0.4999999999999999,1.0,0.0,0.0,1.338064156
90,DSPC,0.0,1.0,0.0,0.0,1.389490393
91,DSPC,0.9999999999999999,0.5,0.0,1.0,4.053821844
92,DSPC,0.4999999999999999,0.5,0.0,1.0,4.56431589
93,DSPC,0.0,0.5,0.0,1.0,2.841846061
94,DSPC,0.9999999999999999,0.5,0.0,0.16666666666666669,2.529957754
95,DSPC,0.4999999999999999,0.5,0.0,0.16666666666666669,2.758934825
96,DSPC,0.0,0.5,0.0,0.16666666666666669,2.58499535
97,DSPC,0.9999999999999999,0.5,0.0,0.0,1.714264957
98,DSPC,0.4999999999999999,0.5,0.0,0.0,2.031313601
99,DSPC,0.0,0.5,0.0,0.0,2.393983425
100,DSPC,0.9999999999999999,0.0,0.0,1.0,2.770134471
101,DSPC,0.4999999999999999,0.0,0.0,1.0,2.901416364
102,DSPC,0.0,0.0,0.0,1.0,2.210152262
103,DSPC,0.9999999999999999,0.0,0.0,0.16666666666666669,2.359895383
104,DSPC,0.4999999999999999,0.0,0.0,0.16666666666666669,2.528777006
105,DSPC,0.0,0.0,0.0,0.16666666666666669,2.492432392
106,DSPC,0.9999999999999999,0.0,0.0,0.0,1.700409228
107,DSPC,0.4999999999999999,0.0,0.0,0.0,1.571261316
108,DSPC,0.0,0.0,0.0,0.0,1.479008179
109,DSPC,0.43173767633333326,0.8927229791666667,0.49783661959183667,0.7833880633333333,4.223614288
110,DSPC,0.47646069533333335,0.6867975220000002,0.5684888810204082,0.9799327552083333,5.669467653
111,DSPC,0.43202226983333325,0.7508518230000001,0.45454799204081625,0.7428973912500001,5.035549879
112,DSPC,0.47366273400000003,0.7010388076666667,0.4926184426530612,0.9010941683333333,5.246295645
113,DSPC,0.40108682966666664,0.7976091671666665,0.4296830110204081,0.7521130441666667,4.860867002
114,DSPC,0.4878477048333333,0.8502613976666666,0.36846797918367347,0.8841139675000002,4.671070623
115,DSPC,0.4385745898333332,0.8797240555000001,0.47157771142857136,0.9297393710416667,4.179206048
116,DSPC,0.3762717786666666,0.7224974221666667,0.5696698361224489,0.8489437177083334,5.2181677
117,DSPC,0.3477332293333334,0.6878350973333334,0.5873454212244897,0.8503754883333334,5.168598045
118,DSPC,0.4245572241666665,0.7702561878333334,0.4921904420408163,0.9739672839583334,3.17219838
119,DSPC,0.3727296088333333,0.8124276623333333,0.3845765002040816,0.8222869112500001,2.731234642
120,DSPC,0.36142674083333326,0.7930514663333335,0.3307914808163265,0.8776011168750001,3.900429441
121,DSPC,0.43802641333333325,0.7233555466666668,0.4402185665306122,0.9675418883333334,3.923458411
122,DSPC,0.4445940329999999,0.7545268070000002,0.5804351567346938,0.9311217516666668,3.251261436
123,DSPC,0.3605938205,0.8370503578333335,0.3784106895918367,0.9707963316666667,2.942832707
124,DSPC,0.38141967349999983,0.8208116121666669,0.3600344806122448,0.8517496233333334,3.458639122
125,DSPC,0.3436882295,0.8515635020000001,0.46543283755102033,0.7477074339583334,3.133860413
126,DSPC,0.38830292600000005,0.8678133748333334,0.5723661481632653,0.8066478520833334,3.319265936
127,DSPC,0.33381094033333325,0.7018843906666667,0.32754053918367343,0.9844747483333335,5.454824209
128,DSPC,0.34330245633333323,0.7360152403333333,0.3229855108163265,0.9986438904166669,4.252227489
129,DSPC,0.3371301889999999,0.7271861396666668,0.3307761451020408,0.9850944662500002,3.915443506
130,DSPC,0.3341027213333333,0.6814631071666668,0.32562954142857137,0.9843046133333334,4.463047525
131,DSPC,0.3345743343333333,0.7196146026666668,0.3223238534693877,0.9868098958333335,4.012242634
132,DSPC,0.3400983363333333,0.7455494851666666,0.3298026399999999,0.9909558445833334,3.68776407
133,DSPC,0.334995976,0.6926558826666667,0.3198796842857143,0.9959464543750002,4.604796103
134,DSPC,0.3369532823333333,0.6918103336666668,0.33029966224489793,0.9889611347916668,4.557741014
135,DSPC,0.33738899983333337,0.6700692325,0.32828936142857135,0.9807679587500001,4.70775668
