NP_ratio,PEG_PEG+Chol,IL+HL,HL_IL+HL,Predicted_LnRLU_THP1,Predicted_LnRLU_RAMOS
0.48606674155135837,1.1655067550619793,0.07369628955581156,1.1018788815110794,6.2215476,2.58964
1.19425586619713,0.26140782749525604,0.6832614987867318,0.013680206496503061,9.585085,3.577589
0.7207922431611319,1.049633907875142,0.021588184096512888,0.007531562920451082,8.8058195,2.8209603
0.989208685651697,0.16056688936337735,1.0468596538979928,0.016213567301205455,9.509155,3.1686509
0.30079626406762583,0.3455390595043289,0.050950199111271605,0.9415964347742565,2.633152,2.4444609
0.028856673842894084,0.3341876008101291,0.010437949660280872,1.182861968171769,2.5613296,2.4379914
0.379451499899224,1.161878259880712,0.07658343497340646,1.0734890439880673,6.094158,2.5726647
0.47805526487639705,0.8602063752540906,0.12178922759484459,0.8969646885794431,6.2215476,2.8150504
0.770179206051563,0.6083386103550008,1.1538172685714607,0.04988132239291437,9.51288,3.860627
0.6462233327433229,0.38958573080405284,0.056664638732458535,1.1238768600258786,6.2264066,2.82209
0.9064803522168088,0.8007572556784711,0.12771939040716548,1.1414048832962163,6.2944627,2.8425548
1.1819017115266288,0.3470011856817946,0.027474622644370412,0.48777007197897926,6.340346,2.8862462
0.5036891510180906,0.98153368409569,1.1117372805718295,0.006505175089201267,8.7210865,2.9282906
0.7026780245064506,0.08526356727627542,0.2718209503969214,0.0037442821983962394,9.2270775,3.199612
1.151654896084772,0.43704366133943257,0.942159861535693,0.02041698786754774,9.487357,3.4441624
1.0799865942754465,0.258278585966959,0.6230933041144876,0.0013221391265001337,9.464828,3.3764148
0.23950302762331865,1.1761776965618627,0.049266433388691785,0.02170874645405176,4.0002923,2.5901136
0.6736117057337181,1.1351268155301466,1.0685381041278117,0.9754000795075499,5.6242485,2.817847
0.5470842301503159,0.6106358863411074,0.09545204512684725,0.9146295493526186,6.2215476,2.8420653
0.9641511635270891,0.7667158374805028,0.07874951869738085,0.8612721320185288,6.2944627,2.8755896
0.3552858953891134,0.9723130185956251,0.8660740817557233,0.033535246337112495,8.626026,3.129747
1.1569890814275468,0.3253239213437081,0.20897383324369612,0.9110769116795795,6.3287225,3.1176772
0.9324228239415463,1.1786305713743506,0.9794538572466005,0.04720781445010984,9.47261,3.8911679
1.1009177859145631,1.106837220905732,0.3280655614495515,0.02621477469825698,8.9120035,3.6123025
0.6852072332226441,1.1748623625518375,1.0009503868714233,0.0443322133922851,9.263949,3.8174126
0.578423125070656,0.0832927417291613,0.21828169392930952,0.03720951885926365,9.064244,3.8139355
0.47724229760101533,0.02549159070914584,0.8080640604293521,0.0746902597220566,8.6286545,3.5531719
0.13045432830227635,0.48107412580305886,0.004375719965890957,1.0997411027548558,2.678895,2.793529
0.2864672583992402,0.373995100606671,0.022899647013925228,1.04432666683912,2.633152,2.6628022
0.6190980056572245,0.5034134350751734,0.11448292864972673,0.9635216690729892,6.2215476,2.8634193
0.458993041157812,0.95084783006778,0.9857981306311591,1.1101667847531773,5.639858,2.8586369
0.04672401311290906,0.3602003000650271,0.8555415092981851,1.1043861718932784,2.807198,2.849658
0.6331350093208531,0.5259627369391693,0.11991430713974076,1.0465087981940457,6.2215476,2.8634193
0.9073149399526071,1.0388380229777001,0.03887335958886058,0.7652365403028134,6.2944627,3.0424507
0.3628587488636949,0.3376667305426689,0.14669889245469686,0.010801318010671891,8.266678,3.2570696
1.031144983698623,0.1374624192518562,0.5162985092875279,0.08669779200207212,9.343413,5.253275
0.7381367040319005,1.1919148053313844,1.049879095897429,0.0908747089656974,9.259121,3.9772651
0.6344335241236986,0.3577997641255027,1.1337205411262543,0.052544052525579296,8.967011,3.8281364
0.22658845411514783,0.38698265588155784,0.0699421726089324,1.1701687621846044,2.633152,2.682545
0.7949154912366165,0.9827864783540904,0.9097194144354311,1.0874490264379013,5.679005,2.9011045
0.9433271268729381,1.1887947635513723,1.0995227682581876,0.990838327674577,5.6346426,2.866508
0.03530993624647668,1.0065366984429733,1.118694793383624,0.7928153529319509,2.9892251,2.8654513
0.9778279464001847,0.05865616903564161,1.1293080109255282,1.1129418934484079,5.686924,3.1025639
0.9265800129071808,0.613247636428184,0.05785706042698793,0.8469898253345227,6.2944627,3.1120095
1.1026633085792892,1.0579145930814613,0.298438005006128,1.0012984705239163,6.3335977,3.3358836
1.0828618992578034,1.1103120919098406,0.15413494768549701,1.1070755354778474,6.3433986,3.369816
