NP_ratio,PEG_PEG+Chol,IL+HL,HL_IL+HL,Predicted_LnRLU_RAMOS,Predicted_LnRLU_THP1
0.0663987374957946,0.5046607705589077,0.5844636527781921,1.0604152843670664,2.9680233,2.744752
0.24876136435843346,0.6421584858813306,0.4237220441859611,0.7554159638753689,5.23888,3.4312654
0.22658845411514783,0.38698265588155784,0.0699421726089324,1.1701687621846044,2.682545,2.633152
0.2045506860919264,0.840808406213696,0.4308065817455847,0.6943462466852088,5.8839774,3.5371215
0.1593566043316246,0.13643287110216282,0.29574457303277113,1.0958474675205987,4.9231124,3.3167572
0.0055916807444463795,1.0527452390078418,0.6585683885766414,0.6732136578131909,4.3299227,2.790732
0.3291815398376616,1.0000009285933695,0.4680808899420722,0.47427465645787054,6.2983623,4.38618
0.02759339503654292,0.12464228270650522,0.3356423564719906,0.6639364272564429,6.8606787,4.3879266
0.13045432830227635,0.48107412580305886,0.004375719965890957,1.0997411027548558,2.793529,2.678895
0.007917123414429125,0.5003731323578606,0.759843331297679,0.647256509453939,4.60648,2.8614395
0.299145870152781,0.20684542887171334,0.41823089953960363,0.670847603261864,7.251467,5.2136917
0.19137202279621254,0.19007444785440464,0.5087463418524875,0.2665437083466149,8.086311,5.9549203
0.028856673842894084,0.3341876008101291,0.010437949660280872,1.182861968171769,2.4379914,2.5613296
0.017666153080220705,0.3693380722519371,0.4527928597514865,0.4434663670138947,5.9722085,3.8954175
0.2946781900036494,0.5617827014738538,0.7535365012220072,0.6267143626109042,5.492232,3.515349
0.2864672583992402,0.373995100606671,0.022899647013925228,1.04432666683912,2.6628022,2.633152
0.30615830698943797,0.6443176469016192,0.5480024688530105,0.6851400445816347,5.8321786,3.5590096
0.051856739590745694,0.4460187412253917,0.7167473084280612,0.9727576920802716,2.9794767,2.800817
0.20153737158447615,0.28666668315148197,0.49105286675135285,0.34783042519658774,6.5705113,5.1728806
0.12846337559168353,0.6237543784914582,0.5915665975533123,0.20592260493573578,5.979202,4.635614
0.188589531359399,0.5187684900286084,0.5827006767238251,0.8981099277857232,3.3784719,2.966895
0.0492697495439992,0.4964908396805783,0.546608711450835,0.8504617153531309,4.4333277,3.2971425
0.11965429693448484,0.6904272777384101,0.5396394016915902,0.8892103836288537,4.109311,3.0142078
0.3219749973162912,0.08106933062433296,0.3310151304212109,0.2876755707278241,6.833283,5.901761
0.24167017611704117,0.21325860019663892,0.440235116350629,0.24545186197013721,7.977041,6.0046854
0.013260068629428646,0.6878324368869868,0.500958897720419,0.418968398857727,5.956186,3.9045382
0.30079626406762583,0.3455390595043289,0.050950199111271605,0.9415964347742565,2.4444609,2.633152
0.02004610255885243,0.6845908365207148,0.3733295631301418,0.5595554795902846,5.636645,3.7807398
0.29725094320275436,0.41644833321892255,0.9018858223058783,0.6613408071234357,5.241392,3.5751717
0.04672401311290906,0.3602003000650271,0.8555415092981851,1.1043861718932784,2.849658,2.807198
0.43146271396222213,0.1518524696110233,0.5992826113819342,0.6031808701819112,6.2621584,5.60952
0.04096381803757875,0.7595591473288391,0.5602312814778059,0.20160058811543946,5.9594917,4.933345
