Model_Name,Model_MAE,Model_AE_SEM,Spearman_Rank,Pearson_R,Mean_Baseline_MAE,Mean_Baseline_AE_SEM,Median_Baseline_AE_MAE,Median_Baseline_AE_SEM
XGB,0.09363272816817886,0.03548588823898709,0.881818181818182,0.8834460969778368,0.30100271932465866,0.03460841152775786,0.2800869390099856,0.04033892992320801
