Formula_label,FALCON_ID,Iter,Opt_Method,Max_Cell_Target,Ionizable_lipid,Helper_lipid,NP_ratio,IL+HL,HL_IL+HL,PEG_PEG+Chol,SM102_PcntMolar,18PG_PcntMolar,Cholesterol_PcntMolar,DMGPEG_PcntMolar,nLnLE_RAMOS,nLnLE_HEPG2,nLnLE_Selectivity
166,F1166,2,NSGAII,RAMOS,SM-102,18PG,10.717,81,36.4,0.2,51.5,29.5,19,0,3.581745812,5.667579181,-2.085833369
167,F1167,2,NSGAII,RAMOS,SM-102,18PG,10.071,66.1,43.4,0.5,37.5,28.7,33.7,0.2,1.018482894,2.960612068,-1.942129174
168,F1168,3,NSGAII,RAMOS,SM-102,18PG,4,21.4,37.3,1.1,13.4,8,77.7,0.9,6.857898611,9.174882164,-2.316983553
169,F1169,3,NSGAII,RAMOS,SM-102,18PG,24.069,47.8,35,0.2,31.1,16.8,52.1,0.1,6.629763792,9.536933353,-2.907169562
170,F1170,3,NSGAII,RAMOS,SM-102,18PG,9.697,78.3,43,0.2,44.6,33.7,21.7,0,1.843888719,3.245707478,-1.401818759
171,F1171,3,NSGAII,RAMOS,SM-102,18PG,15.27,48.1,35.4,1,31.1,17,51.4,0.5,6.38532774,8.235660222,-1.850332483
172,F1172,3,NSGAII,RAMOS,SM-102,18PG,4.166,79.2,22.2,0.2,61.6,17.6,20.8,0,3.18797847,2.906624643,0.281353827
173,F1173,3,NSGAII,RAMOS,SM-102,18PG,4.001,46.9,42.9,1.1,26.8,20.1,52.5,0.6,2.481733958,2.190057188,0.291676769
174,F1174,3,NSGAII,RAMOS,SM-102,18PG,4,77.3,43.1,1,44,33.3,22.5,0.2,2.191503629,2.488178823,-0.296675194
175,F1175,3,NSGAII,RAMOS,SM-102,18PG,19.295,48.2,35.1,0.2,31.3,16.9,51.7,0.1,6.615733238,8.807524128,-2.19179089
176,F1176,3,NSGAII,RAMOS,SM-102,18PG,11.183,48.1,35.4,0.3,31.1,17,51.7,0.2,6.533104387,8.372046968,-1.838942581
177,F1177,3,NSGAII,RAMOS,SM-102,18PG,6.194,79.8,34,0.2,52.6,27.1,20.2,0,5.648285139,3.9370075,1.711277639
178,F1178,3,NSGAII,RAMOS,SM-102,18PG,5.342,36,34,1.1,23.7,12.2,63.3,0.7,6.439863023,10.19446692,-3.754603901
179,F1179,3,NSGAII,RAMOS,SM-102,18PG,5.592,78.7,34,1.1,51.9,26.8,21.1,0.2,4.790512192,1.738133319,3.052378873
180,F1180,3,NSGAII,RAMOS,SM-102,18PG,21.832,48.1,35,1,31.3,16.8,51.4,0.5,5.869387833,8.819638945,-2.950251113
181,F1181,3,NSGAII,RAMOS,SM-102,18PG,14.062,48.2,35,0.2,31.3,16.9,51.7,0.1,5.875139566,6.002046622,-0.126907055
182,F1182,3,NSGAII,RAMOS,SM-102,18PG,16.687,48.1,35.3,0.2,31.1,17,51.8,0.1,5.587935315,6.599684061,-1.011748747
183,F1183,4,NSGAII,RAMOS,SM-102,18PG,4,68.1,41,1.4,40.1,28,31.4,0.5,4.406294,2.179489,2.226805
184,F1184,4,NSGAII,RAMOS,SM-102,18PG,11.796,48.1,34.9,0.2,31.3,16.8,51.7,0.1,4.763643,8.472737,-3.709094
185,F1185,4,NSGAII,RAMOS,SM-102,18PG,6.099,78.3,41.1,1.1,46.1,32.2,21.5,0.2,4.081756,2.821364,1.260392
186,F1186,4,NSGAII,RAMOS,SM-102,18PG,5.333,67,34,1.1,44.2,22.8,32.7,0.4,4.18148,5.092654,-0.911174
187,F1187,4,NSGAII,RAMOS,SM-102,18PG,6.134,62.8,41.2,1.1,36.9,25.9,36.8,0.4,4.129516,2.507529,1.621987
188,F1188,4,NSGAII,RAMOS,SM-102,18PG,4,77.7,41.3,1.1,45.6,32.1,22.1,0.2,3.700829,2.844188,0.856641
189,F1189,4,NSGAII,RAMOS,SM-102,18PG,5.94,68.1,41.3,1.4,39.9,28.1,31.5,0.4,3.73075,1.893883,1.836867
190,F1190,4,NSGAII,RAMOS,SM-102,18PG,5.463,67.1,34,1.4,44.3,22.8,32.4,0.5,3.642813,6.021843,-2.37903
191,F1191,4,NSGAII,RAMOS,SM-102,18PG,4,67,34.9,1.1,43.6,23.4,32.6,0.4,3.872537,4.825062,-0.952525
192,F1192,4,NSGAII,RAMOS,SM-102,18PG,6.134,67,41,1.1,39.5,27.5,32.6,0.4,4.536779,4.954294,-0.417515
193,F1193,4,NSGAII,RAMOS,SM-102,18PG,5.94,64,40.9,1.4,37.8,26.2,35.5,0.5,4.629343,3.478019,1.151324
194,F1194,4,NSGAII,RAMOS,SM-102,18PG,11.725,48.2,34.9,0.3,31.3,16.8,51.7,0.1,4.874276,8.626805,-3.752529
195,F1195,4,NSGAII,RAMOS,SM-102,18PG,6.134,63.5,41.2,1.1,37.3,26.2,36.1,0.4,4.145005,1.247133,2.897872
196,F1196,4,NSGAII,RAMOS,SM-102,18PG,5.94,64.7,40.9,1.4,38.2,26.5,34.8,0.5,4.33355,1.919481,2.414069
197,F1197,4,NSGAII,RAMOS,SM-102,18PG,6.142,77.7,41.1,1.1,45.8,31.9,22.1,0.2,4.535442,3.062849,1.472593
