Formula_label,Helper_lipid,NP_ratio,(IL+HL),HL_(IL+HL),PEG_(Chol+PEG),LnRLU_T
1,DSPC,0.09576399103976996,0.4510250316289419,0.08638499842610506,0.158780220035396,3.208993
2,DSPC,0.09576399103976996,0.4510250316289419,0.08638499842610506,0.158780220035396,3.208993
3,DSPC,0.09576399103976996,0.0,0.0,0.158780220035396,3.677172
4,DSPC,0.09576399103976996,0.3382687737217065,0.0,0.158780220035396,3.409722
5,DSPC,0.09576399103976996,0.676537547443413,0.0,0.158780220035396,1.913855
6,DSPC,0.09576399103976996,0.0,0.2591548657008823,0.158780220035396,2.651148
7,DSPC,0.09576399103976996,0.3382687737217065,0.2591548657008823,0.158780220035396,3.623234
8,DSPC,0.09576399103976996,0.676537547443413,0.2591548657008823,0.158780220035396,2.968042
9,DSPC,0.09576399103976996,0.0,0.5183097314017646,0.158780220035396,1.92245
10,DSPC,0.09576399103976996,0.3382687737217065,0.5183097314017646,0.158780220035396,2.964978
11,DSPC,0.09576399103976996,0.676537547443413,0.5183097314017646,0.158780220035396,3.199654
12,DSPC,0.09576399103976996,0.0,0.6478871642522057,0.158780220035396,1.924478
13,DSPC,0.09576399103976996,0.3382687737217065,0.6478871642522057,0.158780220035396,2.011357
14,DSPC,0.09576399103976996,0.676537547443413,0.6478871642522057,0.158780220035396,2.076725
15,DSPC,0.65273681790198,0.0,0.0,0.158780220035396,3.281543
16,DSPC,0.65273681790198,0.3382687737217065,0.0,0.158780220035396,2.827127
17,DSPC,0.65273681790198,0.676537547443413,0.0,0.158780220035396,0.394393
18,DSPC,0.65273681790198,0.0,0.2591548657008823,0.158780220035396,2.816386
19,DSPC,0.65273681790198,0.3382687737217065,0.2591548657008823,0.158780220035396,3.746231
20,DSPC,0.65273681790198,0.676537547443413,0.2591548657008823,0.158780220035396,3.264556
21,DSPC,0.65273681790198,0.0,0.5183097314017646,0.158780220035396,1.115851
22,DSPC,0.65273681790198,0.3382687737217065,0.5183097314017646,0.158780220035396,1.828531
23,DSPC,0.65273681790198,0.676537547443413,0.5183097314017646,0.158780220035396,1.01317
24,DSPC,0.65273681790198,0.0,0.6478871642522057,0.158780220035396,0.480808
25,DSPC,0.65273681790198,0.3382687737217065,0.6478871642522057,0.158780220035396,1.043424
26,DSPC,0.65273681790198,0.676537547443413,0.6478871642522057,0.158780220035396,1.866673
27,DSPC,0.7895777258445184,0.4070040453867714,0.2929054617859311,0.45686343724147865,4.626044
28,DSPC,0.9999999999999999,0.36336795386467435,0.3703290520517828,0.7043219987504461,3.50995
29,DSPC,0.911259559953311,0.37663945395021003,0.3536233317261813,0.6876889135562438,3.515653
30,DSPC,0.9706126279065531,0.41276077417505785,0.4778304010867092,0.7935110271288404,2.979834
31,DSPC,0.7399407431242909,0.3618288007561947,0.38677676651354104,0.037540573708782055,4.206428
32,DSPC,0.8851078428304812,0.39133229498936917,0.42018015302864314,0.4566592777283805,3.80712
33,DSPC,0.7238693499240273,0.360696345337036,0.30513414600896355,0.5237293001309034,4.24029
34,DSPC,0.6897038005633919,0.4081985319782766,0.43101282603339536,0.9135575592961251,3.725053
35,DSPC,0.8562938252216316,0.35219042346989426,0.30475943908782965,0.9870631739573974,3.96213
36,DSPC,0.9533811106105684,0.44118235156923924,0.31854738792259185,0.0,3.495063
37,DSPC,0.5232214670827587,0.7399932455082106,1.0,0.19710361684434935,2.038116
38,DSPC,0.0,0.7241170691651626,0.7733257548891155,0.7230786906678215,2.541186
39,DSPC,0.925409837974306,0.6608059503119263,0.04602512182699478,0.8447504951972702,2.108866
40,DSPC,0.6529427544446341,0.5876631205494223,0.07620997746284053,0.500967100812729,3.125975
41,DSPC,0.738115594933828,0.5534270560646681,0.0779987498184779,0.2845892522429582,2.763098
42,DSPC,0.016281898469067357,0.9081832656354047,0.7526275524957808,0.08054132951846421,3.191681
43,DSPC,0.5151924226570809,0.779624461482175,0.7977505232824571,0.9999999999999998,2.916307
44,DSPC,0.4893465558982123,1.0,0.9045289249406816,0.44969486477807114,2.11859
45,DSPC,0.14201457892456393,0.7120136204835386,0.9222389802414945,0.6631213242976195,3.135447
46,DSPC,0.34699559267905056,0.9751946309650559,0.7010658339403235,0.7795360482451756,3.153581
