Model_Name,Model_MAE,Model_AE_SEM,Spearman_Rank,Pearson_R,Mean_Baseline_MAE,Mean_Baseline_AE_SEM,Median_Baseline_AE_MAE,Median_Baseline_AE_SEM
XGB,0.09701892955573296,0.027468303894005838,0.407192929050508,0.5447608118662055,0.11280712847413582,0.022830875851611934,0.11320355431546744,0.019338684799679696
