Formula_label,Helper_lipid,NP_ratio,IL+HL,HL_IL+HL,PEG_PEG+Chol,LnRLU_RAMOS
88,DSPC,1.0,1.0,0.0,0.0,0.709556481
89,DSPC,0.5149555375909458,1.0,0.0,0.0,0.08257183
90,DSPC,0.029911075181891733,1.0,0.0,0.0,0.133998067
91,DSPC,1.0,0.5,0.0,0.32644178454842215,2.798329518
92,DSPC,0.5149555375909458,0.5,0.0,0.32644178454842215,3.308823564
93,DSPC,0.029911075181891733,0.5,0.0,0.32644178454842215,1.586353735
94,DSPC,1.0,0.5,0.0,0.0544069640914037,1.274465428
95,DSPC,0.5149555375909458,0.5,0.0,0.0544069640914037,1.5034425
96,DSPC,0.029911075181891733,0.5,0.0,0.0544069640914037,1.329503024
97,DSPC,1.0,0.5,0.0,0.0,0.458772631
98,DSPC,0.5149555375909458,0.5,0.0,0.0,0.775821276
99,DSPC,0.029911075181891733,0.5,0.0,0.0,1.138491099
100,DSPC,1.0,0.0,0.0,0.32644178454842215,1.514642145
101,DSPC,0.5149555375909458,0.0,0.0,0.32644178454842215,1.645924038
102,DSPC,0.029911075181891733,0.0,0.0,0.32644178454842215,0.954659936
103,DSPC,1.0,0.0,0.0,0.0544069640914037,1.104403057
104,DSPC,0.5149555375909458,0.0,0.0,0.0544069640914037,1.27328468
105,DSPC,0.029911075181891733,0.0,0.0,0.0544069640914037,1.236940066
106,DSPC,1.0,0.0,0.0,0.0,0.444916903
107,DSPC,0.5149555375909458,0.0,0.0,0.0,0.31576899
108,DSPC,0.029911075181891733,0.0,0.0,0.0,0.223515853
109,DSPC,0.44873501341956357,0.8927229791666667,0.49783661959183667,0.2557305973884657,2.968121962
110,DSPC,0.49212031883589336,0.6867975220000002,0.5684888810204082,0.31989099734766047,4.413975327
111,DSPC,0.4490110944219887,0.7508518230000001,0.45454799204081625,0.2425127501360174,3.780057553
112,DSPC,0.48940604753435735,0.7010388076666667,0.4926184426530612,0.29415478835690967,3.990803319
113,DSPC,0.4190009665319321,0.7976091671666665,0.4296830110204081,0.24552112431991294,3.605374676
114,DSPC,0.503166730638642,0.8502613976666666,0.36846797918367347,0.2886117412948857,3.415578297
115,DSPC,0.4553674274858528,0.8797240555000001,0.47157771142857136,0.3035057794477693,2.923713722
116,DSPC,0.3949281603880357,0.7224974221666667,0.5696698361224489,0.2771307021898803,3.962675374
117,DSPC,0.36724322974939383,0.6878350973333334,0.5873454212244897,0.2775980919477693,3.913105719
118,DSPC,0.44176933629749393,0.7702561878333334,0.4921904420408163,0.3179436182671382,1.916706054
119,DSPC,0.39149194066289406,0.8124276623333333,0.3845765002040816,0.26842880671926,1.475742316
120,DSPC,0.38052715359741307,0.7930514663333335,0.3307914808163265,0.2864856747143634,2.644937115
121,DSPC,0.45483564753435735,0.7233555466666668,0.4402185665306122,0.31584610065288354,2.667966085
122,DSPC,0.46120682263540824,0.7545268070000002,0.5804351567346938,0.30395704624591946,1.99576911
123,DSPC,0.37971914680679064,0.8370503578333335,0.3784106895918367,0.3169084869423286,1.687340381
124,DSPC,0.3999220761519806,0.8208116121666669,0.3600344806122448,0.27804666702937975,2.203146796
125,DSPC,0.3633192202101859,0.8515635020000001,0.46543283755102033,0.24408294906147984,1.878368087
126,DSPC,0.40659944316895724,0.8678133748333334,0.5723661481632653,0.263323564336235,2.06377361
127,DSPC,0.3537373713823767,0.7018843906666667,0.32754053918367343,0.32137369368879215,4.199331883
128,DSPC,0.3629449859337106,0.7360152403333333,0.3229855108163265,0.3259990937159956,2.996735163
129,DSPC,0.3569573377526273,0.7271861396666668,0.3307761451020408,0.32157599551142546,2.65995118
130,DSPC,0.35402042489894914,0.6814631071666668,0.32562954142857137,0.321318154515778,3.207555199
131,DSPC,0.3544779314470494,0.7196146026666668,0.3223238534693877,0.3221359834058759,2.756750308
132,DSPC,0.3598367046079224,0.7455494851666666,0.3298026399999999,0.3234893943144722,2.432271744
133,DSPC,0.3548869613581245,0.6926558826666667,0.3198796842857143,0.3251185378808487,3.349303777
134,DSPC,0.35678572255456753,0.6918103336666668,0.33029966224489793,0.32283823769042436,3.302248688
135,DSPC,0.35720840727566705,0.6700692325,0.32828936142857135,0.32016364268226327,3.452264354
136,DSPC,0.14745351657235262,0.28295,0.49695918367346925,0.5908596300326441,7.754178483
137,DSPC,0.13112368633791438,0.16450000000000004,0.4932448979591836,0.9999999999999999,4.432507503
138,DSPC,0.1440582053354892,0.2150166666666667,0.4668979591836734,0.5552230685527748,6.795235902
139,DSPC,0.21147938561034774,0.2770833333333333,0.46832653061224483,0.7527203482045702,4.602012886
140,DSPC,0.0,0.19419999999999998,0.4727755102040816,0.765233949945593,3.801624759
141,DSPC,0.055780113177041346,0.0043500000000000205,0.4875510204081632,0.49367519042437424,2.27316718
142,DSPC,0.023120452708164985,0.12398333333333333,0.4908979591836734,0.6035772578890097,5.056121904
143,DSPC,0.17105901374292654,0.06708333333333333,0.4580204081632653,0.40016322089227413,3.629096625
144,DSPC,0.19240097008892487,0.29291666666666677,0.45504081632653054,0.6262921653971708,7.302372696
145,DSPC,0.17299919159256272,0.03320000000000001,0.4566530612244898,0.790873231773667,4.308013442
146,DSPC,0.05658852061438968,0.21900000000000003,0.5543265306122448,0.25020402611534276,7.795230764
147,DSPC,0.05869037995149562,0.10003333333333331,0.2688571428571428,0.2553726877040261,7.84186787
148,DSPC,0.06046887631366216,0.2955499999999999,0.3016734693877551,0.2534004352557127,7.808685363
149,DSPC,0.04963621665319329,0.2540166666666667,0.2614285714285714,0.08127040261153427,5.12625424
150,DSPC,0.05852869846402586,0.08643333333333336,0.5363061224489796,0.25020402611534276,5.270612983
151,DSPC,0.05561843168957159,0.2932833333333334,0.45559183673469383,0.25754896626768226,7.013828691
152,DSPC,0.04931285367825389,0.1346,0.2607755102040816,0.080930359085963,3.3841066
153,DSPC,0.06046887631366216,0.19341666666666674,0.3085102040816326,0.24449129488574536,5.274961491
154,DSPC,0.05691188358932908,0.29830000000000007,0.5533061224489795,0.24666757344940152,5.920692892
155,DSPC,0.05529506871463219,0.15438333333333337,0.5438163265306122,0.25421653971708374,5.984935161
156,DSPC,0.35327405012126123,0.6666666666666667,0.3197279591836734,0.24143090315560392,4.381573986
157,DSPC,0.49212031883589336,0.6867975220000002,0.5684888810204082,0.31989099734766047,4.063956078
158,DSPC,0.3537373713823767,0.7018843906666667,0.32754053918367343,0.32137369368879215,5.03375717
159,DSPC,0.35327405012126123,0.6666666666666667,0.3197279591836734,0.24143090315560392,2.640532106
