Model_Name,Model_MAE,Model_AE_SEM,Spearman_Rank,Pearson_R,Mean_Baseline_MAE,Mean_Baseline_AE_SEM,Median_Baseline_AE_MAE,Median_Baseline_AE_SEM
XGB,0.05657998472452164,0.007498769461765987,0.9400696864111501,0.9461710339313321,0.19298805280383347,0.01972612594717285,0.19301424484725505,0.019742709579690033
