Model_Name,Model_MAE,Model_AE_SEM,Spearman_Rank,Pearson_R,Mean_Baseline_MAE,Mean_Baseline_AE_SEM,Median_Baseline_AE_MAE,Median_Baseline_AE_SEM
XGB,0.05950973182916641,0.011473283080051118,0.9217770034843208,0.9409278213997507,0.2357172214908391,0.02126283668874299,0.2415309932022881,0.02485244347065536
