Formula_label,Opt_Method,Iter,Ionizable_Lipid,Helper_lipid,NP_ratio,IL+HL,HL_IL+HL,PEG_PEG+Chol,LnRLU_RAMOS
0,CONTROL,0,SM-102,DSPC,6.0,60.0,16.66667,3.75,4.031294115
1,,0,SM-102,DSPC,10.0,80.0,50.0,5.0,0.915774381
2,,0,SM-102,DSPC,7.0,80.0,50.0,5.0,0.933835751
3,,0,SM-102,DSPC,4.0,80.0,50.0,5.0,0.839023133
4,,0,SM-102,DSPC,10.0,80.0,50.0,1.0,0.972794489
5,,0,SM-102,DSPC,7.0,80.0,50.0,1.0,0.782039757
6,,0,SM-102,DSPC,4.0,80.0,50.0,1.0,0.861050037
7,,0,SM-102,DSPC,10.0,80.0,50.0,0.2,0.798369119
8,,0,SM-102,DSPC,7.0,80.0,50.0,0.2,0.74529565
9,,0,SM-102,DSPC,4.0,80.0,50.0,0.2,0.798968819
10,,0,SM-102,DSPC,10.0,50.0,50.0,5.0,2.01663639
11,,0,SM-102,DSPC,7.0,50.0,50.0,5.0,2.439822516
12,,0,SM-102,DSPC,4.0,50.0,50.0,5.0,1.147980583
13,,0,SM-102,DSPC,10.0,50.0,50.0,1.0,0.661661895
14,,0,SM-102,DSPC,7.0,50.0,50.0,1.0,0.604341642
15,,0,SM-102,DSPC,4.0,50.0,50.0,1.0,0.486194374
16,,0,SM-102,DSPC,10.0,50.0,50.0,0.2,0.592497069
17,,0,SM-102,DSPC,7.0,50.0,50.0,0.2,0.395599834
18,,0,SM-102,DSPC,4.0,50.0,50.0,0.2,0.701548101
19,,0,SM-102,DSPC,10.0,20.0,50.0,5.0,1.120687327
20,,0,SM-102,DSPC,7.0,20.0,50.0,5.0,1.013683663
21,,0,SM-102,DSPC,4.0,20.0,50.0,5.0,0.844575512
22,,0,SM-102,DSPC,10.0,20.0,50.0,1.0,0.510220365
23,,0,SM-102,DSPC,7.0,20.0,50.0,1.0,0.603005474
24,,0,SM-102,DSPC,4.0,20.0,50.0,1.0,0.901357297
25,,0,SM-102,DSPC,10.0,20.0,50.0,0.2,0.403643971
26,,0,SM-102,DSPC,7.0,20.0,50.0,0.2,0.471330352
27,,0,SM-102,DSPC,4.0,20.0,50.0,0.2,0.472992862
28,,0,SM-102,DSPC,10.0,80.0,30.0,5.0,0.532379013
29,,0,SM-102,DSPC,7.0,80.0,30.0,5.0,0.77110622
30,,0,SM-102,DSPC,4.0,80.0,30.0,5.0,0.528588902
31,,0,SM-102,DSPC,10.0,80.0,30.0,1.0,0.995953856
32,,0,SM-102,DSPC,7.0,80.0,30.0,1.0,0.869652241
33,,0,SM-102,DSPC,4.0,80.0,30.0,1.0,0.483869269
34,,0,SM-102,DSPC,10.0,80.0,30.0,0.2,0.686902327
35,,0,SM-102,DSPC,7.0,80.0,30.0,0.2,0.867695202
36,,0,SM-102,DSPC,4.0,80.0,30.0,0.2,0.342305074
37,,0,SM-102,DSPC,10.0,50.0,30.0,5.0,1.90137088
38,,0,SM-102,DSPC,7.0,50.0,30.0,5.0,1.911571513
39,,0,SM-102,DSPC,4.0,50.0,30.0,5.0,0.19156656
40,,0,SM-102,DSPC,10.0,50.0,30.0,1.0,0.911944154
41,,0,SM-102,DSPC,7.0,50.0,30.0,1.0,0.551245059
42,,0,SM-102,DSPC,4.0,50.0,30.0,1.0,0.472438999
43,,0,SM-102,DSPC,10.0,50.0,30.0,0.2,0.496117653
44,,0,SM-102,DSPC,7.0,50.0,30.0,0.2,0.478514688
45,,0,SM-102,DSPC,4.0,50.0,30.0,0.2,0.384923844
46,,0,SM-102,DSPC,10.0,20.0,30.0,5.0,2.344880222
47,,0,SM-102,DSPC,7.0,20.0,30.0,5.0,1.635243489
48,,0,SM-102,DSPC,4.0,20.0,30.0,5.0,1.369544088
49,,0,SM-102,DSPC,10.0,20.0,30.0,1.0,1.543576646
50,,0,SM-102,DSPC,7.0,20.0,30.0,1.0,1.279359958
51,,0,SM-102,DSPC,4.0,20.0,30.0,1.0,0.891841615
52,,0,SM-102,DSPC,10.0,20.0,30.0,0.2,0.111997572
53,,0,SM-102,DSPC,7.0,20.0,30.0,0.2,0.293491246
54,,0,SM-102,DSPC,4.0,20.0,30.0,0.2,0.112791696
55,,0,SM-102,DSPC,10.0,80.0,10.0,5.0,0.661547262
56,,0,SM-102,DSPC,7.0,80.0,10.0,5.0,0.404830211
57,,0,SM-102,DSPC,4.0,80.0,10.0,5.0,0.412506658
58,,0,SM-102,DSPC,10.0,80.0,10.0,1.0,0.465908023
59,,0,SM-102,DSPC,7.0,80.0,10.0,1.0,0.243043257
60,,0,SM-102,DSPC,4.0,80.0,10.0,1.0,0.303872817
61,,0,SM-102,DSPC,10.0,80.0,10.0,0.2,0.011480214
62,,0,SM-102,DSPC,7.0,80.0,10.0,0.2,0.23534822
63,,0,SM-102,DSPC,4.0,80.0,10.0,0.2,0.081958019
64,,0,SM-102,DSPC,10.0,50.0,10.0,5.0,1.314817776
65,,0,SM-102,DSPC,7.0,50.0,10.0,5.0,1.195467658
66,,0,SM-102,DSPC,4.0,50.0,10.0,5.0,0.671584987
67,,0,SM-102,DSPC,10.0,50.0,10.0,1.0,0.386283463
68,,0,SM-102,DSPC,7.0,50.0,10.0,1.0,0.55098901
69,,0,SM-102,DSPC,4.0,50.0,10.0,1.0,0.62832936
70,,0,SM-102,DSPC,10.0,50.0,10.0,0.2,0.681860017
71,,0,SM-102,DSPC,7.0,50.0,10.0,0.2,0.780106996
72,,0,SM-102,DSPC,4.0,50.0,10.0,0.2,0.777354
73,,0,SM-102,DSPC,10.0,20.0,10.0,5.0,1.383452674
74,,0,SM-102,DSPC,7.0,20.0,10.0,5.0,1.491066289
75,,0,SM-102,DSPC,4.0,20.0,10.0,5.0,1.387010803
76,,0,SM-102,DSPC,10.0,20.0,10.0,1.0,2.364699551
77,,0,SM-102,DSPC,7.0,20.0,10.0,1.0,2.162217891
78,,0,SM-102,DSPC,4.0,20.0,10.0,1.0,2.077657496
79,,0,SM-102,DSPC,10.0,20.0,10.0,0.2,0.154383388
80,,0,SM-102,DSPC,7.0,20.0,10.0,0.2,0.206675612
81,,0,SM-102,DSPC,4.0,20.0,10.0,0.2,0.246695117
82,,0,SM-102,DSPC,10.0,80.0,1.0,5.0,0.226708477
83,,0,SM-102,DSPC,7.0,80.0,1.0,5.0,0.249814704
84,,0,SM-102,DSPC,4.0,80.0,1.0,5.0,0.291999327
85,,0,SM-102,DSPC,10.0,80.0,1.0,1.0,0.003653464
86,,0,SM-102,DSPC,7.0,80.0,1.0,1.0,0.014396787
87,,0,SM-102,DSPC,4.0,80.0,1.0,1.0,0.037599282
88,,0,SM-102,DSPC,10.0,80.0,1.0,0.2,0.709556481
89,,0,SM-102,DSPC,7.0,80.0,1.0,0.2,0.08257183
90,,0,SM-102,DSPC,4.0,80.0,1.0,0.2,0.133998067
91,,0,SM-102,DSPC,10.0,50.0,1.0,5.0,2.798329518
92,,0,SM-102,DSPC,7.0,50.0,1.0,5.0,3.308823564
93,,0,SM-102,DSPC,4.0,50.0,1.0,5.0,1.586353735
94,,0,SM-102,DSPC,10.0,50.0,1.0,1.0,1.274465428
95,,0,SM-102,DSPC,7.0,50.0,1.0,1.0,1.5034425
96,,0,SM-102,DSPC,4.0,50.0,1.0,1.0,1.329503024
97,,0,SM-102,DSPC,10.0,50.0,1.0,0.2,0.458772631
98,,0,SM-102,DSPC,7.0,50.0,1.0,0.2,0.775821276
99,,0,SM-102,DSPC,4.0,50.0,1.0,0.2,1.138491099
100,,0,SM-102,DSPC,10.0,20.0,1.0,5.0,1.514642145
101,,0,SM-102,DSPC,7.0,20.0,1.0,5.0,1.645924038
102,,0,SM-102,DSPC,4.0,20.0,1.0,5.0,0.954659936
103,,0,SM-102,DSPC,10.0,20.0,1.0,1.0,1.104403057
104,,0,SM-102,DSPC,7.0,20.0,1.0,1.0,1.27328468
105,,0,SM-102,DSPC,4.0,20.0,1.0,1.0,1.236940066
106,,0,SM-102,DSPC,10.0,20.0,1.0,0.2,0.444916903
107,,0,SM-102,DSPC,7.0,20.0,1.0,0.2,0.31576899
108,,0,SM-102,DSPC,4.0,20.0,1.0,0.2,0.223515853
109,SA,0,SM-102,DSPC,6.590426058,73.56337875,25.39399436,3.960262704,2.968121962
110,SA,0,SM-102,DSPC,6.858764172,61.20785132,28.85595517,4.903677225,4.413975327
111,SA,0,SM-102,DSPC,6.592133619,65.05110938,23.27285161,3.765907478,3.780057553
112,SA,0,SM-102,DSPC,6.841976404,62.06232846,25.13830369,4.525252008,3.990803319
113,SA,0,SM-102,DSPC,6.406520978,67.85655003,22.05446754,3.810142612,3.605374676
114,SA,0,SM-102,DSPC,6.927086229,71.01568386,19.05493098,4.443747044,3.415578297
115,SA,0,SM-102,DSPC,6.631447539,72.78344333,24.10730786,4.662748981,2.923713722
116,SA,0,SM-102,DSPC,6.257630672,63.34984533,28.91382197,4.274929845,3.962675374
117,SA,0,SM-102,DSPC,6.086399376,61.27010584,29.77992564,4.281802344,3.913105719
118,SA,0,SM-102,DSPC,6.547343345,66.21537127,25.11733166,4.875042963,1.916706054
119,SA,0,SM-102,DSPC,6.236377653,68.74565974,19.84424851,4.146977174,1.475742316
120,SA,0,SM-102,DSPC,6.168560445,67.58308798,17.20878256,4.412485361,2.644937115
121,SA,0,SM-102,DSPC,6.62815848,63.4013328,22.57070976,4.844201064,2.667966085
122,SA,0,SM-102,DSPC,6.667564198,65.27160842,29.44132268,4.669384408,1.99576911
123,SA,0,SM-102,DSPC,6.163562923,70.22302147,19.54212379,4.859822392,1.687340381
124,SA,0,SM-102,DSPC,6.288518041,69.24869673,18.64168955,4.288398192,2.203146796
125,SA,0,SM-102,DSPC,6.062129377,71.09381012,23.80620904,3.788995683,1.878368087
126,SA,0,SM-102,DSPC,6.329817556,72.06880249,29.04594126,4.07190969,2.06377361
127,SA,0,SM-102,DSPC,6.002865642,62.11306344,17.04948642,4.925478792,4.199331883
128,SA,0,SM-102,DSPC,6.059814738,64.16091442,16.82629003,4.993490674,2.996735163
129,SA,0,SM-102,DSPC,6.022781134,63.63116838,17.20803111,4.928453438,2.65995118
130,SA,0,SM-102,DSPC,6.004616328,60.88778643,16.95584753,4.924662144,3.207555199
131,SA,0,SM-102,DSPC,6.007446006,63.17687616,16.79386882,4.9366875,2.756750308
132,SA,0,SM-102,DSPC,6.040590018,64.73296911,17.16032936,4.956588054,2.432271744
133,SA,0,SM-102,DSPC,6.009975856,61.55935296,16.67410453,4.980542981,3.349303777
134,SA,0,SM-102,DSPC,6.021719694,61.50862002,17.18468345,4.947013447,3.302248688
135,SA,0,SM-102,DSPC,6.024333999,60.20415395,17.08617871,4.907686202,3.452264354
136,i-optimal,1,SM-102,DSPC,4.727,36.977,25.351,8.888,7.754178483
137,i-optimal,1,SM-102,DSPC,4.626,29.87,25.169,14.904,4.432507503
138,i-optimal,1,SM-102,DSPC,4.706,32.901,23.878,8.364,6.795235902
139,i-optimal,1,SM-102,DSPC,5.123,36.625,23.948,11.268,4.602012886
140,i-optimal,1,SM-102,DSPC,3.815,31.652,24.166,11.452,3.801624759
141,i-optimal,1,SM-102,DSPC,4.16,20.261,24.89,7.459,2.27316718
142,i-optimal,1,SM-102,DSPC,3.958,27.439,25.054,9.075,5.056121904
143,i-optimal,1,SM-102,DSPC,4.873,24.025,23.443,6.084,3.629096625
144,i-optimal,1,SM-102,DSPC,5.005,37.575,23.297,9.409,7.302372696
145,i-optimal,1,SM-102,DSPC,4.885,21.992,23.376,11.829,4.308013442
146,NSGAII,1,SM-102,DSPC,4.165,33.14,28.162,3.879,7.795230764
147,NSGAII,1,SM-102,DSPC,4.178,26.002,14.174,3.955,7.84186787
148,NSGAII,1,SM-102,DSPC,4.189,37.733,15.782,3.926,7.808685363
149,NSGAII,1,SM-102,DSPC,4.122,35.241,13.81,1.395,5.12625424
150,NSGAII,1,SM-102,DSPC,4.177,25.186,27.279,3.879,5.270612983
151,NSGAII,1,SM-102,DSPC,4.159,37.597,23.324,3.987,7.013828691
152,NSGAII,1,SM-102,DSPC,4.12,28.076,13.778,1.39,3.3841066
153,NSGAII,1,SM-102,DSPC,4.189,31.605,16.117,3.795,5.274961491
154,NSGAII,1,SM-102,DSPC,4.167,37.898,28.112,3.827,5.920692892
155,NSGAII,1,SM-102,DSPC,4.157,29.263,27.647,3.938,5.984935161
156,,1,SM-102,DSPC,6.0,60.0,16.66667,3.75,4.381573986
157,,1,SM-102,DSPC,6.858764172,61.20785132,28.85595517,4.903677225,4.063956078
158,,1,SM-102,DSPC,6.002865642,62.11306344,17.04948642,4.925478792,5.03375717
159,,1,SM-102,DSPC,6.0,60.0,16.66667,3.75,2.640532106
160,i-optimal,2,SM-102,DSPC,4.419467478532501,79.11778517659829,21.921618234149562,6.090661961470374,
161,i-optimal,2,SM-102,DSPC,4.496376303978553,78.79537500361607,24.88811221525451,6.896390395080673,
162,i-optimal,2,SM-102,DSPC,3.8059383144460344,63.66065505184438,36.57747819990259,4.940006911199795,
163,i-optimal,2,SM-102,DSPC,4.383463783052068,73.11025406688718,25.32365083915279,7.410845609665921,
164,i-optimal,2,SM-102,DSPC,4.780709651803546,87.72635006425114,37.666610720079284,8.196640410602175,
165,i-optimal,2,SM-102,DSPC,4.014467677758077,60.44163006828628,27.408568954796678,7.782414694827292,
166,i-optimal,2,SM-102,DSPC,5.0019185246253155,86.2606372413536,34.95781512027837,6.544259366714294,
167,i-optimal,2,SM-102,DSPC,5.088512752678754,81.91846783658929,31.975086157126558,6.663459369300621,
168,i-optimal,2,SM-102,DSPC,5.158553120171983,77.98843030898514,27.190005623265165,7.935752515613798,
169,i-optimal,2,SM-102,DSPC,5.1328038533142655,72.6996853119545,33.41673026032249,7.712832190219998,
170,i-optimal,2,SM-102,DSPC,3.6228886262901443,33.228889264119296,33.19993515603899,7.113426683660269,
171,i-optimal,2,SM-102,DSPC,3.9770992583767915,34.186019192207745,36.861334897458065,7.034611952675471,
172,NSGAII,2,SM-102,DSPC,4.883686394235382,46.97356176783144,19.257600565243983,8.58644910392371,
173,NSGAII,2,SM-102,DSPC,3.8671788567860075,23.93906407515105,1.4727502635622205,36.32333096568623,
174,NSGAII,2,SM-102,DSPC,3.872840618805318,22.940381952433235,50.16980762942136,31.713989417729383,
175,NSGAII,2,SM-102,DSPC,4.161920497491886,24.605923969196176,49.74598966084948,10.686336105257372,
176,NSGAII,2,SM-102,DSPC,4.221850959886649,22.64926441187227,1.0080308152131472,10.126878070726237,
177,NSGAII,2,SM-102,DSPC,4.323172933282956,37.04792295931638,0.5267182465795378,3.8873023874505184,
178,NSGAII,2,SM-102,DSPC,3.5791995182038248,37.56015731168234,0.9136268740957633,8.462105456732882,
179,NSGAII,2,SM-102,DSPC,4.873955034255772,24.605923969196176,49.41193388750285,8.615565381670061,
180,NSGAII,2,SM-102,DSPC,4.16059492078402,37.24654383439872,0.48822766874703516,10.568542619978691,
181,NSGAII,2,SM-102,DSPC,4.867163758114028,37.08390079870551,19.257600565243983,8.58644910392371,
182,NSGAII,2,SM-102,DSPC,4.221190572715266,22.758395798190165,1.0080308152131472,8.395679868766289,
183,NSGAII,2,SM-102,DSPC,4.880939818407434,24.605923969196176,49.41193388750285,10.697851843018185,
