Formula_label,Helper_lipid,NP_ratio,IL+HL,HL_IL+HL,PEG_PEG+Chol,nLnLE_THP1
1,DSPC,0.0,0.0,0.5163959489651009,0.3335101030255225,0.488105317
2,DSPC,0.167125132547256,0.0,0.5163959489651009,0.3335101030255225,0.542704317
3,DSPC,0.33425026509451194,0.0,0.5163959489651009,0.3335101030255225,0.929140317
4,DSPC,0.0,0.3937886618582515,0.5163959489651009,0.3335101030255225,0.945476317
5,DSPC,0.167125132547256,0.3937886618582515,0.5163959489651009,0.3335101030255225,1.316260317
6,DSPC,0.33425026509451194,0.3937886618582515,0.5163959489651009,0.3335101030255225,1.662532317
7,DSPC,0.0,0.7875773237165031,0.5163959489651009,0.3335101030255225,0.813396317
8,DSPC,0.167125132547256,0.7875773237165031,0.5163959489651009,0.3335101030255225,1.659421317
9,DSPC,0.33425026509451194,0.7875773237165031,0.5163959489651009,0.3335101030255225,1.773124317
10,DSPC,0.0,0.0,0.015264438338670725,0.3335101030255225,-0.118730683
11,DSPC,0.167125132547256,0.0,0.015264438338670725,0.3335101030255225,-0.537993683
12,DSPC,0.33425026509451194,0.0,0.015264438338670725,0.3335101030255225,-0.961945683
13,DSPC,0.0,0.3937886618582515,0.015264438338670725,0.3335101030255225,1.104274317
14,DSPC,0.167125132547256,0.3937886618582515,0.015264438338670725,0.3335101030255225,1.996698317
15,DSPC,0.33425026509451194,0.3937886618582515,0.015264438338670725,0.3335101030255225,1.751671317
16,DSPC,0.0,0.7875773237165031,0.015264438338670725,0.3335101030255225,-0.424999683
17,DSPC,0.167125132547256,0.7875773237165031,0.015264438338670725,0.3335101030255225,0.122863317
18,DSPC,0.33425026509451194,0.7875773237165031,0.015264438338670725,0.3335101030255225,0.298509317
19,DSPC,0.0,0.0,0.0,0.3335101030255225,-0.435064683
20,DSPC,0.167125132547256,0.0,0.0,0.3335101030255225,-0.428247683
21,DSPC,0.33425026509451194,0.0,0.0,0.3335101030255225,-0.535993683
22,DSPC,0.0,0.3937886618582515,0.0,0.3335101030255225,0.675764317
23,DSPC,0.167125132547256,0.3937886618582515,0.0,0.3335101030255225,1.477585317
24,DSPC,0.33425026509451194,0.3937886618582515,0.0,0.3335101030255225,1.810282317
25,DSPC,0.0,0.7875773237165031,0.0,0.3335101030255225,-1.460514683
26,DSPC,0.167125132547256,0.7875773237165031,0.0,0.3335101030255225,-0.055732683
27,DSPC,0.33425026509451194,0.7875773237165031,0.0,0.3335101030255225,-0.239327683
28,DSPC,0.0,0.0,0.5163959489651009,0.02965133267656129,2.708111317
29,DSPC,0.167125132547256,0.0,0.5163959489651009,0.02965133267656129,2.892816317
30,DSPC,0.33425026509451194,0.0,0.5163959489651009,0.02965133267656129,3.019860317
31,DSPC,0.0,0.3937886618582515,0.5163959489651009,0.02965133267656129,2.811158317
32,DSPC,0.167125132547256,0.3937886618582515,0.5163959489651009,0.02965133267656129,4.070522317
33,DSPC,0.33425026509451194,0.3937886618582515,0.5163959489651009,0.02965133267656129,4.111625317
34,DSPC,0.0,0.7875773237165031,0.5163959489651009,0.02965133267656129,1.249904317
35,DSPC,0.167125132547256,0.7875773237165031,0.5163959489651009,0.02965133267656129,2.713432317
36,DSPC,0.33425026509451194,0.7875773237165031,0.5163959489651009,0.02965133267656129,2.525084317
37,DSPC,0.0,0.0,0.015264438338670725,0.02965133267656129,4.299194317
38,DSPC,0.167125132547256,0.0,0.015264438338670725,0.02965133267656129,4.047196317
39,DSPC,0.33425026509451194,0.0,0.015264438338670725,0.02965133267656129,3.935471317
40,DSPC,0.0,0.3937886618582515,0.015264438338670725,0.02965133267656129,3.944081317
41,DSPC,0.167125132547256,0.3937886618582515,0.015264438338670725,0.02965133267656129,3.893363317
42,DSPC,0.33425026509451194,0.3937886618582515,0.015264438338670725,0.02965133267656129,4.059555317
43,DSPC,0.0,0.7875773237165031,0.015264438338670725,0.02965133267656129,2.572878317
44,DSPC,0.167125132547256,0.7875773237165031,0.015264438338670725,0.02965133267656129,2.937208317
45,DSPC,0.33425026509451194,0.7875773237165031,0.015264438338670725,0.02965133267656129,3.332314317
46,DSPC,0.0,0.0,0.0,0.02965133267656129,4.165209317
47,DSPC,0.167125132547256,0.0,0.0,0.02965133267656129,4.331229317
48,DSPC,0.33425026509451194,0.0,0.0,0.02965133267656129,4.653156317
49,DSPC,0.0,0.3937886618582515,0.0,0.02965133267656129,4.015039317
50,DSPC,0.167125132547256,0.3937886618582515,0.0,0.02965133267656129,4.165804317
51,DSPC,0.33425026509451194,0.3937886618582515,0.0,0.02965133267656129,4.144743317
