Model_Name,Model_MAE,Model_AE_SEM,Spearman_Rank,Pearson_R,Mean_Baseline_MAE,Mean_Baseline_AE_SEM,Median_Baseline_AE_MAE,Median_Baseline_AE_SEM
XGB,0.06556672602891922,0.009509625969499905,0.9435540069686412,0.9422721764129738,0.22613931131810205,0.023204924799502775,0.22593478725514363,0.023110029481281526
