Formula_label,Helper_lipid,NP_ratio,(IL+HL),HL_(IL+HL),PEG_(Chol+PEG),LnRLU_T
0,DSPC,0.16254347817859915,0.5261317482334011,0.08638499842610506,0.20351319549656832,3.231352048126238
13,DSPC,0.6783828405917528,0.19308576247215675,0.0,0.20351319549656832,3.303901905741217
1,DSPC,0.16254347817859915,0.19308576247215675,0.0,0.20351319549656832,3.699530950825224
2,DSPC,0.16254347817859915,0.44287025179309,0.0,0.20351319549656832,3.432081021618316
3,DSPC,0.16254347817859915,0.6926547411140234,0.0,0.20351319549656832,1.936214106216488
4,DSPC,0.16254347817859915,0.19308576247215675,0.2591548657008823,0.20351319549656832,2.673507668923596
5,DSPC,0.16254347817859915,0.44287025179309,0.2591548657008823,0.20351319549656832,3.645593341492807
6,DSPC,0.16254347817859915,0.6926547411140234,0.2591548657008823,0.20351319549656832,2.990401233010704
7,DSPC,0.16254347817859915,0.19308576247215675,0.5183097314017646,0.20351319549656832,1.944809104135249
8,DSPC,0.16254347817859915,0.44287025179309,0.5183097314017646,0.20351319549656832,2.987337505124055
9,DSPC,0.16254347817859915,0.6926547411140234,0.5183097314017646,0.20351319549656832,3.22201295762531
10,DSPC,0.16254347817859915,0.19308576247215675,0.6478871642522057,0.20351319549656832,1.946837796325007
11,DSPC,0.16254347817859915,0.44287025179309,0.6478871642522057,0.20351319549656832,2.033716468119034
12,DSPC,0.16254347817859915,0.6926547411140234,0.6478871642522057,0.20351319549656832,2.099084107950981
17,DSPC,0.6783828405917528,0.44287025179309,0.2591548657008823,0.20351319549656832,3.76859072089395
14,DSPC,0.6783828405917528,0.44287025179309,0.0,0.20351319549656832,2.849486388101543
15,DSPC,0.6783828405917528,0.6926547411140234,0.0,0.20351319549656832,0.4167519607237187
16,DSPC,0.6783828405917528,0.19308576247215675,0.2591548657008823,0.20351319549656832,2.838745653390736
21,DSPC,0.6783828405917528,0.6926547411140234,0.5183097314017646,0.20351319549656832,1.035528844365237
18,DSPC,0.6783828405917528,0.6926547411140234,0.2591548657008823,0.20351319549656832,3.286915401857819
19,DSPC,0.6783828405917528,0.19308576247215675,0.5183097314017646,0.20351319549656832,1.138210225190462
20,DSPC,0.6783828405917528,0.44287025179309,0.5183097314017646,0.20351319549656832,1.850890470911361
22,DSPC,0.6783828405917528,0.19308576247215675,0.6478871642522057,0.20351319549656832,0.5031670065256699
23,DSPC,0.6783828405917528,0.44287025179309,0.6478871642522057,0.20351319549656832,1.065783133484348
24,DSPC,0.6783828405917528,0.6926547411140234,0.6478871642522057,0.20351319549656832,1.889032011979137
0,DSPC,0.16254347817859915,0.5261317482334011,0.08638499842610506,0.20351319549656832,3.07215409173954
25,DSPC,0.8051177965909236,0.4936257635782801,0.2929054617859311,0.48574544300573286,4.489205474630966
26,DSPC,1.0,0.46140399295225226,0.3703290520517828,0.7200450679046941,3.373111049256373
27,DSPC,0.917813204152469,0.4712039364555078,0.3536233317261813,0.7042964690356555,3.378814486770243
28,DSPC,0.9727829392161137,0.49787664829554407,0.4778304010867092,0.8044913516248204,2.842995059720865
29,DSPC,0.7591465960518188,0.4602674512343798,0.38677676651354104,0.0887206278683152,4.069589186976557
30,DSPC,0.893592839287188,0.4820534268038524,0.42018015302864314,0.48555213994502344,3.670280858913264
31,DSPC,0.7442621047055901,0.45943122329811154,0.30513414600896355,0.5490556251146266,4.103451149586734
32,DSPC,0.7126197438062759,0.4945077965840972,0.43101282603339536,0.918154250518689,3.58821474103049
33,DSPC,0.8669067897079913,0.4531502789283078,0.30475943908782965,0.987751106808826,3.8252911448916
34,DSPC,0.9568240010656698,0.5188637146362922,0.31854738792259185,0.05317632386515503,3.3582248199819
35,DSPC,0.5584324358912539,0.7395117092025374,1.0,0.2397986949451959,1.901277491538311
36,DSPC,0.07385183345619917,0.7277884201842024,0.7733257548891155,0.7378043478980323,2.404347259563531
37,DSPC,0.9309184581976985,0.6810382123033449,0.04602512182699478,0.8530060931445651,1.972027212768523
38,DSPC,0.6785735683431563,0.6270280706674347,0.07620997746284053,0.5275038358792787,2.989136427121029
39,DSPC,0.7574562384015507,0.6017474697133594,0.0779987498184779,0.3226321658622995,2.626259361004222
40,DSPC,0.08893128387117821,0.8637066144080392,0.7526275524957808,0.12943476156061523,3.05484200079696
41,DSPC,0.5509963511173136,0.7687761988990309,0.7977505232824571,1.0,2.779468377180196
42,DSPC,0.527059249005852,0.9315059440713924,0.9045289249406816,0.4789580688732904,1.981751450566192
43,DSPC,0.20537837534967396,0.7188509894107407,0.9222389802414945,0.6810352938600339,2.998608239411384
44,DSPC,0.39522116541468144,0.9131891589639731,0.7010658339403235,0.7912595107442821,3.016742472654471
0,DSPC,0.16254347817859915,0.5261317482334011,0.08638499842610506,0.20351319549656832,3.181905845131511
17,DSPC,0.6783828405917528,0.44287025179309,0.2591548657008823,0.20351319549656832,3.818036923888678
45,DSPC,0.37473774896646106,0.4900653141801277,0.29682206638992775,0.5231967206399658,3.077099639246248
46,DSPC,0.07912965945276407,0.5566779417397509,0.2961513643419709,0.48545483854062144,2.097870001773073
47,DSPC,0.4979040298148226,0.47727306829781063,0.2986987649882743,0.8167705015811202,2.473060712099518
48,DSPC,0.37224908779711485,0.5469297694079087,0.29789562923914553,0.13927000350911267,2.855424362972955
49,DSPC,0.5818945791204012,0.5084438721492641,0.2949239003389342,0.3451082459057371,3.227284206068563
50,DSPC,0.5531087171779797,0.5769643190551434,0.2934112520303488,0.6565206626719282,2.473029989661383
51,DSPC,0.8309448641068563,0.6013547159082688,0.30426054876216624,0.6133655910316814,3.238778585494299
52,DSPC,0.0,0.45534933759361346,0.3006314573390105,0.0,3.113053379850744
53,DSPC,0.7631688054598859,0.47993014750261126,0.41684385465704626,0.6255527502605468,3.322200193633371
54,DSPC,0.23846646703711794,0.45641350953521015,0.3454863002217855,0.4218110439173173,3.21711708871312
55,DSPC,0.6284539958227554,0.014880695171841207,0.2487025655195253,0.7531676170148678,0.4625260167011953
56,DSPC,0.521219611750848,0.4754882032599635,0.7177601092734753,0.5254740603067761,2.80821542547349
57,DSPC,0.3628284832054992,0.9548725404349334,0.2033140839704926,0.8638146761400578,1.883872143330227
58,DSPC,0.16114184983052204,0.293818361672099,0.20175103244932374,0.9168176142067044,2.649991420258596
59,DSPC,0.8110303338368797,1.0,0.15140709339005232,0.5560197957121408,3.064595251916804
60,DSPC,0.29453382672119177,0.5350703000477057,0.5507947901319497,0.7789420715311628,2.536475330004995
61,DSPC,0.4354948852739847,0.7035719880963738,0.7184563085399287,0.015652235013732696,1.674996679182712
62,DSPC,0.5700585587204833,0.8517808453906439,0.37199031937397614,0.4156234703103644,3.106552463082832
63,DSPC,0.9657185741633542,0.14711791121132062,0.20715416447693774,0.6091799684038588,4.440849582530638
64,DSPC,0.20777351936937338,0.7246637727920899,0.24952491024925572,0.6727645378491663,2.266408689113835
