Formula_label,Helper_lipid,NP_ratio,IL+HL,HL_IL+HL,PEG_PEG+Chol,nLnLE_RAMOS
235,DSPC,0.7270691134061271,0.5931034207043189,0.04197464870092231,0.0053257085383178054,1.926612564
237,DSPC,0.7517211667977168,0.5924829755582568,0.043068850697766586,0.005198699871440742,1.785367191
240,DSPC,0.727011884746989,0.592819427015794,0.035296056837497695,0.00030889361624783073,1.776747705
227,DSPC,0.7549145771179167,0.5922561363561141,0.0435069560089751,0.005433156958860607,1.747363279
246,DSPC,0.7488844900866933,0.592819427015794,0.00588743654939176,0.000227782165361394,1.734345312
244,DSPC,0.7550657539168777,0.5928148395091462,0.035267737124703144,0.0002971313692139519,1.606076759
241,DSPC,0.754067463273569,0.5928979612074685,0.0058874175323713794,0.0002276813393493624,1.588183996
243,DSPC,0.7543781484771616,0.5914352412300321,0.00588743654939176,0.000227782165361394,1.538433896
233,DSPC,0.7543755981476389,0.5930803135794296,0.005865816867736168,0.0051155761013974965,1.533626612
242,DSPC,0.7553088173671518,0.5914352412300321,0.00588743654939176,0.00022887313431971257,1.500350768
248,DSPC,0.751492768160011,0.5914352412300321,0.00588743654939176,0.000227782165361394,1.415416863
249,DSPC,0.750349270009663,0.5910638311840388,0.005887425909040257,0.00022708632334159876,1.270399566
238,DSPC,0.7528778544635256,0.5925723084851429,0.005887426044652582,0.00022709585079958104,1.19016665
247,DSPC,0.750349270009663,0.5926628066326791,0.005887425909040257,0.00022708632334159876,1.108280921
245,DSPC,0.7687422486162313,0.7354528244807919,0.005886208339876772,0.0002276813393493624,0.798860304
239,DSPC,0.41455741093876,0.735686329343614,0.005886208339876772,0.0002276813393493624,0.177798021
