Iter,Formula_label,Opt_Method,Ionizable_Lipid,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,Helper_MW,NP_ratio,(IL+HL),HL_(IL+HL),PEG_(Chol+PEG),MAL_(PEG+MAL),IL%,HL%,Chol%,PEG%,MAL%,IL_Mol_RNA,HL_Mol_RNA,Chol_Mol_RNA,PEG_Mol_RNA,MAL_Mol_RNA,RLU_T,LnRLU_T
3,72,i-optimal,SM-102,DSPC,1,1,6.12,111,0,8,36,0,790.1,4.69014978390952,76.1257863104848,70.6906566809997,9.63113534235979,7.723984124178767,22.31196806402852,53.81381824645628,21.57485585715381,2.121755798431743,0.1776020339296554,14.07044935172856,33.93625348902442,13.60560913935427,1.338028873692281,0.112,3.46864884991713,3.77665354258294
3,73,i-optimal,SM-102,DSPC,1,1,6.12,111,0,8,36,0,790.1,9.75369239408879,37.8450788543395,74.8971986401428,4.34092023225712,1.347727194692562,9.50017496928616,28.34490388505334,59.45682559830506,2.661732579924937,0.03636296743049833,29.26107718226637,87.30390997912205,183.1303916474373,8.19828715908259,0.112,1.243096182826382,1.551100875492192
3,74,i-optimal,SM-102,DSPC,1,1,6.12,111,0,8,36,0,790.1,8.07900353500418,28.4048587446073,64.0578670004905,4.87830819945289,1.350773916598131,10.20931210830956,18.19554663629774,68.10250960912099,3.44545408899101,0.04717755728069001,24.23701060501254,43.19641246240337,161.6760492884508,8.179542990559623,0.112,1.745728043685842,2.053732736351653
3,75,i-optimal,SM-102,DSPC,1,1,6.12,111,0,8,36,0,790.1,6.13038656998359,51.3187001275408,56.2429088875073,2.97616373125794,9.438739745857399,22.45557037255493,28.86312975498586,47.23246468175016,1.312083407711625,0.1367517829974238,18.39115970995077,23.63896441934738,38.68348864201407,1.074599090722425,0.112,1.784044325346685,2.092049018012496
3,76,i-optimal,SM-102,DSPC,1,1,6.12,111,0,8,36,0,790.1,4.17594798921407,78.6189693576907,32.235813971077,4.17456152685664,53.36171229960088,53.27550464956749,25.34346470812321,20.48846636307002,0.4162766964626059,0.4762875827766672,12.52784396764221,5.959567601494172,4.817904802989246,0.09788831724734157,0.112,0.7402421621918576,1.048246854857668
4,77,DA,SM-102,DSPC,,,,,,,,,,9.32301897047909,54.38663213721089,29.47293216432397,6.091276967703185,,,,,,,,,,,,,
4,78,DA,SM-102,DSPC,,,,,,,,,,9.732689777005046,51.657115354175524,20.76620318065356,6.1015202127870625,,,,,,,,,,,,,
4,79,DA,SM-102,DSPC,,,,,,,,,,9.446500448696124,37.71975363814922,17.440846766131585,6.098379577708406,,,,,,,,,,,,,
4,80,DA,SM-102,DSPC,,,,,,,,,,9.367326051433157,54.250433277576505,25.968649955220563,3.8436801361844397,,,,,,,,,,,,,
4,81,DA,SM-102,DSPC,,,,,,,,,,9.303934351243068,47.22965314151038,31.143867671294668,6.206272615217554,,,,,,,,,,,,,
4,82,DA,SM-102,DSPC,,,,,,,,,,9.458903621706288,37.329643121857906,18.715314403977004,3.200686498502666,,,,,,,,,,,,,
4,83,DA,SM-102,DSPC,,,,,,,,,,9.325001041851516,46.111035491050124,30.396663856270646,3.9664861063846626,,,,,,,,,,,,,
4,84,DA,SM-102,DSPC,,,,,,,,,,8.740165114124702,50.63877039200548,19.826729253702084,6.044013757648181,,,,,,,,,,,,,
4,85,DA,SM-102,DSPC,,,,,,,,,,9.50403423226852,53.04934539165519,30.484032694964316,2.254351095084695,,,,,,,,,,,,,
4,86,DA,SM-102,DSPC,,,,,,,,,,8.6991653499923,53.41230522679057,30.76245416496322,3.542605270059484,,,,,,,,,,,,,
4,87,DA,SM-102,DSPC,,,,,,,,,,9.741729581575786,37.394375123761264,25.401422848597644,2.6016217209893155,,,,,,,,,,,,,
4,88,DA,SM-102,DSPC,,,,,,,,,,9.340586837965288,56.045004426964546,16.91189101313044,6.70589305285634,,,,,,,,,,,,,
4,89,i-optimal,SM-102,DSPC,,,,,,,,,,9.01731318582974,27.042271027869397,24.98305662799484,4.663571698295895,,,,,,,,,,,,,
4,90,i-optimal,SM-102,DSPC,,,,,,,,,,6.103390457528635,86.05822379348861,30.21724307289723,5.950774234132787,,,,,,,,,,,,,
4,91,i-optimal,SM-102,DSPC,,,,,,,,,,5.928029961096939,42.36548803780152,27.66496701585202,6.72049609013837,,,,,,,,,,,,,
4,92,i-optimal,SM-102,DSPC,,,,,,,,,,4.857310832065221,41.43967227914482,53.46408164160193,8.00191403926844,,,,,,,,,,,,,
4,93,i-optimal,SM-102,DSPC,,,,,,,,,,5.104649224186619,68.86349421170763,13.852955404625883,5.843730982825516,,,,,,,,,,,,,
4,94,i-optimal,SM-102,DSPC,,,,,,,,,,8.174295481467956,29.81523468588735,49.86218488325601,2.8373606075355755,,,,,,,,,,,,,
4,95,i-optimal,SM-102,DSPC,,,,,,,,,,6.366799513393426,54.825951141791094,59.54481481253962,7.771952361291921,,,,,,,,,,,,,
4,96,i-optimal,SM-102,DSPC,,,,,,,,,,6.795744841749895,40.76756977139339,48.62300948830672,2.582914676112865,,,,,,,,,,,,,
4,97,i-optimal,SM-102,DSPC,,,,,,,,,,9.392776909578767,67.92340599526135,56.752639826837665,5.164849597261955,,,,,,,,,,,,,
4,98,i-optimal,SM-102,DSPC,,,,,,,,,,8.420844580152625,44.420564362241564,59.29405301941592,7.549089893705181,,,,,,,,,,,,,
4,99,i-optimal,SM-102,DSPC,,,,,,,,,,5.6470317849823255,57.65400647666345,28.012254267179262,7.892327388367959,,,,,,,,,,,,,
4,100,i-optimal,SM-102,DSPC,,,,,,,,,,4.867927615022826,74.16140584509903,44.93774666028354,8.38709049299519,,,,,,,,,,,,,
