NP_ratio,IL+HL,HL_IL+HL,PEG_PEG+Chol,Predicted_LnRLU_RAMOS,Predicted_LnRLU_THP1
0.07977375358193119,0.5349159100010082,0.27362450137024236,0.0799747455116716,7.4836683,6.2317986
0.09287468636067292,0.05738869952795452,0.7349940715452179,0.6382156185448297,3.5809085,3.00422
0.02004610255885243,0.6845908365207148,0.3733295631301418,0.5595554795902846,4.8770146,3.431391
0.0055916807444463795,1.0527452390078418,0.6585683885766414,0.6732136578131909,3.960387,3.0151904
0.05642802902877838,0.3051023172322714,0.35679678012991295,0.14230226457778833,7.0576506,4.707889
0.025824302378329927,0.49760089143558706,0.44160912686882975,0.10325455422653526,6.802667,4.4000907
0.0492697495439992,0.4964908396805783,0.546608711450835,0.8504617153531309,5.772206,4.1230006
0.007917123414429125,0.5003731323578606,0.759843331297679,0.647256509453939,4.6024833,3.2036395
0.03530993624647668,1.0065366984429733,1.118694793383624,0.7928153529319509,2.7149448,2.7170777
0.0955111936456971,0.7067590983618167,1.0820060599113366,0.1148450530931337,3.1931329,2.850666
0.1374379538990206,0.46706727898909284,0.301807384072014,1.126082947829796,6.082696,4.2398252
0.013260068629428646,0.6878324368869868,0.500958897720419,0.418968398857727,4.6297073,3.4041357
0.06345247472132536,0.5602786760358867,0.30757765896028116,0.5151696799423696,5.65807,3.891464
0.10697100273591671,0.47614395440832424,0.1951446553226673,0.2689252429996149,7.3436565,5.3500156
0.33641351688813215,0.40654282818887216,0.6998646729694326,0.5623487514628334,5.687419,4.0957217
0.051856739590745694,0.4460187412253917,0.7167473084280612,0.9727576920802716,4.66818,3.6371117
0.261776307069301,0.9753782083248982,0.6847375640702996,0.8480514193080789,4.7091966,3.7960362
0.14986286764080037,0.6057764434635254,0.8001277715490039,0.49942723954267493,3.6228528,3.077839
0.14388784889237252,0.1444412196195743,0.906989726186441,0.6831492404168347,3.7079399,3.130784
0.12846337559168353,0.6237543784914582,0.5915665975533123,0.20592260493573578,6.0828476,4.4621673
0.1173907925990168,0.3008965193320683,0.2835904751139673,0.15094696349723402,6.7824597,4.911909
0.032593246133979396,0.17393415732803583,0.3500294029460574,0.09551288297400966,6.1001883,4.616712
0.15312566505998462,0.5446977552501097,1.1980209959498442,0.34080686927160697,4.1996455,3.2794735
0.011862385432656289,0.7748515791347576,1.0658198149273013,0.2995684636017546,2.6345,2.842377
0.015021341408229624,1.02576413485554,1.0225755457319046,0.5133996651033174,2.4955995,2.7612112
0.11044216025236257,0.11247084693157534,1.1156395611146679,0.3288120652781193,2.5266383,2.7919073
0.1225722871943463,0.8058969230038485,1.0519580808119702,0.9055094728422179,3.0705261,2.8979342
0.15685991628251164,0.6258007868929165,1.1629996125797726,0.36716158163362106,3.00502,2.875329
0.3250676090107493,0.45899923212842253,0.6330708046438197,0.3222837711459172,6.0335684,4.244123
0.0014688281688800227,0.7704829486790111,0.3877940979984308,0.3328855162799052,4.502852,3.4742174
0.0663987374957946,0.5046607705589077,0.5844636527781921,1.0604152843670664,5.51584,3.9066548
1.0679174739782804,0.4263490401824925,0.6787393537178691,0.26396107570811334,7.3288274,6.9217863
1.19425586619713,0.26140782749525604,0.6832614987867318,0.013680206496503061,7.1846914,6.685493
0.2825716971848153,0.48535019705563853,0.7373956232492996,0.08329791046761643,6.790993,6.028144
0.16139810034270222,0.3482729730101083,0.5313671256669401,0.035265260246712574,7.038947,6.3550854
0.017666153080220705,0.3693380722519371,0.4527928597514865,0.4434663670138947,5.6404643,4.1590753
0.2585838415621208,0.5355077227586659,0.8517279255966778,0.4203834753405287,4.59941,3.746161
0.16696364613546164,0.8292421692100048,0.4112711937823146,1.0162877603062228,4.699142,3.8212724
0.17363276587715054,0.8231985309598406,0.9031632733985715,0.5473727206039676,3.226285,3.082638
0.02759339503654292,0.12464228270650522,0.3356423564719906,0.6639364272564429,3.5550058,3.1993039
0.08626525076914905,0.23114612543514265,0.9182093183848987,0.5382314599189375,3.3702667,3.196681
0.24658629045315814,0.38249724226035214,0.7421979005515765,0.13764077986635578,6.529801,5.184476
0.27217428629810164,0.4342135698477749,0.8742010005578708,1.0262689898015276,3.9345944,3.389916
0.29725094320275436,0.41644833321892255,0.9018858223058783,0.6613408071234357,3.9763486,3.460142
0.09710555078241635,0.09586865834541212,0.7292522104395013,0.9714900573350443,2.9986222,3.0019825
0.0731605080000668,0.12114793134135904,0.015466503888586518,0.7063524562257515,2.6764002,2.9236047
0.270691307500876,0.4423299354353902,0.5500955909629652,0.8820662721846689,6.013326,4.5962276
0.188589531359399,0.5187684900286084,0.5827006767238251,0.8981099277857232,5.9886804,4.436713
0.12707618041832988,0.4005497781484119,0.32638006074957937,0.9180953905504956,5.774168,4.419603
0.2375139905606982,0.6718348880306108,0.7466418049589828,0.9406732687660082,4.4820323,3.505701
0.11339497895941522,0.6740316356233808,0.5641290819364139,0.4536003882882706,5.463393,3.9068582
0.313418395230804,0.26957796362919734,0.576888747150884,0.01826151426345869,7.0432386,6.9799266
1.0799865942754465,0.258278585966959,0.6230933041144876,0.0013221391265001337,7.0119133,6.52117
0.24876136435843346,0.6421584858813306,0.4237220441859611,0.7554159638753689,5.5421033,4.24803
0.30615830698943797,0.6443176469016192,0.5480024688530105,0.6851400445816347,5.5293646,4.245187
0.2559392632490099,0.8154782591583335,0.9705088004498874,0.5793214478021987,3.2109103,3.1146789
0.2338862309942305,0.7640420328923134,0.9514016204125646,0.8619115065123325,3.1846135,3.113734
0.31133025190596514,0.7166539734285696,1.1901670135241627,0.7890042798642597,3.1528482,3.0952845
0.208198087441513,0.03669177725113359,0.7306395974194871,0.4864750646125673,3.481227,3.3838391
0.3151840388805827,1.1939703907236543,1.0704023867583505,0.19827386318668896,3.296677,3.2957807
0.9467385098661899,0.5839135097590161,0.5705232564597976,0.1849980978145168,6.5212116,5.9014854
0.33390407211365913,1.0974151918769512,0.7940133342728017,0.274220754321408,3.6815112,3.4841468
0.24349908843743934,0.7881588272963022,1.1671177003255349,1.0640187623501756,2.9445877,3.0527465
0.2746204722704937,0.3848229317987488,0.2450228329587159,0.31281187884647443,5.934336,5.2525425
0.1726660106509753,0.5072293913922064,0.16800069985139585,0.8689085413415643,5.6615243,4.8624573
0.19137202279621254,0.19007444785440464,0.5087463418524875,0.2665437083466149,5.5902147,4.782956
0.2771948426439718,0.5486833290783416,0.8593033072272174,0.9287483737070552,4.114958,3.5516157
0.14759745624987994,0.23360853144888194,0.6472247537602298,0.8348859016207003,4.464131,3.8956592
0.2185221630675209,0.8394508081414817,0.707145432617659,1.082193704350689,4.448196,3.7122326
0.2946781900036494,0.5617827014738538,0.7535365012220072,0.6267143626109042,4.4247737,3.5757005
0.11965429693448484,0.6904272777384101,0.5396394016915902,0.8892103836288537,5.0798626,3.9563088
0.12157164825043776,0.6510701253999966,0.24038186562688918,1.0383090702160023,5.4202714,4.103506
0.39758394673526776,0.3219288838480378,0.7121309353679294,0.19946169690751359,6.938931,7.1275973
0.5230374890645383,0.2506118303740459,0.18059663894465502,0.22009554855380195,6.740957,6.589067
0.0374594440552216,0.1809239353658286,0.14618772645656689,0.6522323600410799,5.4288096,4.5310645
0.1827786844343056,0.7909092946134012,0.20520253119492468,0.7333992365106747,5.4288964,4.5339785
0.2141765838977425,1.0049551543874506,0.9681200283923208,0.29188974143113156,3.2065217,3.2048259
0.22296793941764714,0.8424972081010252,1.0297989718236362,0.8016366645955375,3.1327274,3.1191382
0.23167785368242594,0.19626952581829096,1.0033579052686596,1.0337033675469702,3.3710155,3.4286482
0.20981133830790558,0.590610169410596,0.4989395191338622,0.052934359747919754,6.0234594,6.0200377
1.1849252524227327,0.5092382788366708,0.5268176940715817,0.612114136187877,6.048497,6.5030665
0.8836806870168252,0.49439367686741414,0.5860413994857266,0.5957281844409901,6.240175,6.5634575
0.3191601674052505,0.8861180448965129,1.021383719231649,1.023768815611144,2.8980856,3.054221
