NP_ratio,IL+HL,HL_IL+HL,PEG_PEG+Chol,Predicted_LnRLU
0.702953146780949,0.12794877024366372,1.169976215586875,0.8919218395123838,2.484950425329142
0.7289586743752691,0.06456818138955764,0.37909375602593853,1.076275047980885,3.278280630938937
1.0587375358387556,0.38454348587572157,0.9440752063132527,0.6128841842717824,3.7272810442735533
0.7053761863129535,0.28047240955888825,0.14419645287863028,0.7599980477931394,5.1113259424215185
0.24035027560428882,0.3519258913871653,1.0070008635187582,0.42742250199163034,3.7039991391682525
0.8949779169507045,0.007835723299396012,1.0363798678369829,0.5016535338019098,2.5898688976334228
0.7653619621752983,0.8276967310523039,0.5452712522172739,0.12191906563749971,4.659968114350825
1.1578183879195534,0.38611761598862554,0.49545934206436887,0.8432796592218464,5.447695032919466
0.20177772216551965,1.0248639836330182,1.150027431674822,0.016680723562505273,2.7453431613553834
0.17267616315099005,0.7705145108224073,0.4914210886751171,0.19437524831176314,5.339541695627064
0.23799486445901968,1.1108583890904173,0.952645052514119,0.5517863318473274,3.170818348737914
1.0727655309473532,0.7499940559549952,0.28825619098845695,0.25867367137509456,5.755510741299588
1.2,0.840414966559797,0.0,0.8079116148964142,3.069638356317681
1.0074453551767986,0.09526730042967455,0.4134838412824234,0.2324755857225845,3.762055300281637
0.9288234037488473,0.5695993820868704,0.35852709886854517,0.5214448796672491,5.683428973089633
0.795391081741499,0.930873937435763,0.7742526837847196,0.49398173441703874,4.443056743593267
0.28656854551646355,0.25634462647895834,1.1780839447888016,0.3541460869550777,3.469644277431572
0.6716877617703908,0.15855052506974626,0.33313817243126226,0.3303980839071528,4.99691930070878
1.0176856900455948,0.5086462048757963,0.3295554799245712,1.0467311074340404,5.892131285533571
0.7369578054222596,0.5234961169979443,0.9412598146712207,0.27076035383062935,4.826408944413097
1.0982885775415687,0.006053183444496879,0.8745506351146348,1.158466030876402,2.361074625802331
0.4307050022963519,0.5797871741338131,0.07439422093797149,0.29591402863982935,4.212345401381844
