Formula_label,Helper_lipid,NP_ratio,PEG_PEG+Chol,IL+HL,HL_IL+HL,LnRLU_Skewed_Diff
1,DSPC,0.0,0.3335101030255225,0.0,0.5163959489651009,0.972539343
2,DSPC,0.167125132547256,0.3335101030255225,0.0,0.5163959489651009,-1.830906024
3,DSPC,0.33425026509451194,0.3335101030255225,0.0,0.5163959489651009,-2.338307722
4,DSPC,0.0,0.3335101030255225,0.3937886618582515,0.5163959489651009,2.032973159
5,DSPC,0.167125132547256,0.3335101030255225,0.3937886618582515,0.5163959489651009,1.431993758
6,DSPC,0.33425026509451194,0.3335101030255225,0.3937886618582515,0.5163959489651009,0.894154072
7,DSPC,0.0,0.3335101030255225,0.7875773237165031,0.5163959489651009,-0.738713016
8,DSPC,0.167125132547256,0.3335101030255225,0.7875773237165031,0.5163959489651009,0.938192164
9,DSPC,0.33425026509451194,0.3335101030255225,0.7875773237165031,0.5163959489651009,1.038674977
10,DSPC,0.0,0.3335101030255225,0.0,0.015264438338670725,-0.01098903
11,DSPC,0.167125132547256,0.3335101030255225,0.0,0.015264438338670725,0.653725211
12,DSPC,0.33425026509451194,0.3335101030255225,0.0,0.015264438338670725,0.198222397
13,DSPC,0.0,0.3335101030255225,0.3937886618582515,0.015264438338670725,0.314334513
14,DSPC,0.167125132547256,0.3335101030255225,0.3937886618582515,0.015264438338670725,-0.904732447
15,DSPC,0.33425026509451194,0.3335101030255225,0.3937886618582515,0.015264438338670725,-0.709496335
16,DSPC,0.0,0.3335101030255225,0.7875773237165031,0.015264438338670725,0.98242776
17,DSPC,0.167125132547256,0.3335101030255225,0.7875773237165031,0.015264438338670725,0.087020806
18,DSPC,0.33425026509451194,0.3335101030255225,0.7875773237165031,0.015264438338670725,0.06714053
19,DSPC,0.0,0.3335101030255225,0.0,0.0,0.263070966
20,DSPC,0.167125132547256,0.3335101030255225,0.0,0.0,0.643440796
21,DSPC,0.33425026509451194,0.3335101030255225,0.0,0.0,0.770169625
22,DSPC,0.0,0.3335101030255225,0.3937886618582515,0.0,0.441077085
23,DSPC,0.167125132547256,0.3335101030255225,0.3937886618582515,0.0,-0.259724514
24,DSPC,0.33425026509451194,0.3335101030255225,0.3937886618582515,0.0,-0.55716339
25,DSPC,0.0,0.3335101030255225,0.7875773237165031,0.0,0.266525718
26,DSPC,0.167125132547256,0.3335101030255225,0.7875773237165031,0.0,-0.97950538
27,DSPC,0.33425026509451194,0.3335101030255225,0.7875773237165031,0.0,-0.883941095
28,DSPC,0.0,0.02965133267656129,0.0,0.5163959489651009,-1.298297009
29,DSPC,0.167125132547256,0.02965133267656129,0.0,0.5163959489651009,-0.449703563
30,DSPC,0.33425026509451194,0.02965133267656129,0.0,0.5163959489651009,-0.889602038
31,DSPC,0.0,0.02965133267656129,0.3937886618582515,0.5163959489651009,1.888130906
