Model_Name,Model_MAE,Model_AE_SEM,Spearman_Rank,Pearson_R,Mean_Baseline_MAE,Mean_Baseline_AE_SEM,Median_Baseline_AE_MAE,Median_Baseline_AE_SEM
XGB,0.08096331357955933,0.01571790350586115,0.9174764010921923,0.8883181066551373,0.19971871377084757,0.027350994202597862,0.1956444240334376,0.035855035804872266
