Formula_label,Helper_lipid,NP_ratio,IL+HL,HL_IL+HL,PEG_PEG+Chol,LnRLU_T
0,DSPC,0.1497298949140491,0.5310623141708462,0.12731829824248012,0.1961910030561067,3.492784557
1,DSPC,0.1497298949140491,0.1748912164424763,0.024646721880736383,0.1961910030561067,3.870175169
2,DSPC,0.1497298949140491,0.44201953973875374,0.024646721880736383,0.1961910030561067,2.872275537
3,DSPC,0.1497298949140491,0.7091478630350312,0.024646721880736383,0.1961910030561067,1.06473641
4,DSPC,0.1497298949140491,0.1748912164424763,0.3326612969586801,0.1961910030561067,4.780611148
5,DSPC,0.1497298949140491,0.44201953973875374,0.3326612969586801,0.1961910030561067,3.958965629
6,DSPC,0.1497298949140491,0.7091478630350312,0.3326612969586801,0.1961910030561067,1.05347307
7,DSPC,0.1497298949140491,0.1748912164424763,0.6406758720366238,0.1961910030561067,4.156217502
8,DSPC,0.1497298949140491,0.44201953973875374,0.6406758720366238,0.1961910030561067,3.349034754
9,DSPC,0.1497298949140491,0.7091478630350312,0.6406758720366238,0.1961910030561067,1.675398304
10,DSPC,0.1497298949140491,0.1748912164424763,0.7946831595755955,0.1961910030561067,3.748453613
11,DSPC,0.1497298949140491,0.44201953973875374,0.7946831595755955,0.1961910030561067,3.127501239
12,DSPC,0.1497298949140491,0.7091478630350312,0.7946831595755955,0.1961910030561067,1.210789245
13,DSPC,0.72809870065405,0.1748912164424763,0.024646721880736383,0.1961910030561067,2.498206604
14,DSPC,0.72809870065405,0.44201953973875374,0.024646721880736383,0.1961910030561067,2.820305839
15,DSPC,0.72809870065405,0.7091478630350312,0.024646721880736383,0.1961910030561067,0.738879638
16,DSPC,0.72809870065405,0.1748912164424763,0.3326612969586801,0.1961910030561067,4.249038511
17,DSPC,0.72809870065405,0.44201953973875374,0.3326612969586801,0.1961910030561067,2.568429265
18,DSPC,0.72809870065405,0.7091478630350312,0.3326612969586801,0.1961910030561067,1.872403452
19,DSPC,0.72809870065405,0.1748912164424763,0.6406758720366238,0.1961910030561067,3.87752774
20,DSPC,0.72809870065405,0.44201953973875374,0.6406758720366238,0.1961910030561067,3.043354972
21,DSPC,0.72809870065405,0.7091478630350312,0.6406758720366238,0.1961910030561067,1.972945034
22,DSPC,0.72809870065405,0.1748912164424763,0.7946831595755955,0.1961910030561067,3.30543835
23,DSPC,0.72809870065405,0.44201953973875374,0.7946831595755955,0.1961910030561067,3.387245534
24,DSPC,0.72809870065405,0.7091478630350312,0.7946831595755955,0.1961910030561067,2.678898168
25,DSPC,0.405050987936463,0.01832236250369157,0.557563180226391,0.21834596110399607,5.124571702
26,DSPC,0.3193523621139287,0.01923399560665795,0.5485610248974203,0.9885401538293417,4.564856505
27,DSPC,0.08862712860124877,0.26809395834873917,0.5059543221860056,0.04481375183756531,1.256689234
28,DSPC,0.40460838137560096,0.2704135350886836,0.4753937842843926,0.12741174215858847,0.554689338
29,DSPC,0.681508869909214,0.2546201102578922,0.5939638521958915,0.6445122186168084,3.784103098
30,DSPC,0.25683299130154125,0.09021653040783317,0.42321707349953197,0.32528350383449867,3.875044051
31,DSPC,0.048043929930151164,0.3524568639580772,0.4359496894478191,0.03839350262472346,0.739970517
32,DSPC,0.13863452365371742,0.14223376774975982,0.3460509505016196,0.35591414708830305,3.908598754
33,DSPC,0.023135440102899585,0.405521420453933,0.5785795258341464,0.27461619764338907,2.694815708
34,DSPC,0.26536799326311855,0.41457374914010503,0.6203377638966872,0.707286112982723,3.446779737
35,DSPC,0.9351247358180712,0.6818131963941894,0.0,0.16088537463699537,2.275887409
36,DSPC,0.8588169449074547,0.8704085096925802,0.8248036319715542,0.0,1.13284832
37,DSPC,0.9792180005973268,0.4698063096692995,0.25797582955800724,0.3245755238772625,4.185322274
38,DSPC,0.31275265427966836,0.49078674128014277,0.011884324603813529,0.036373842917341914,2.093359886
39,DSPC,0.9521691530908392,0.4800101063905151,0.17157528606446618,0.8467293293197402,3.936726159
40,DSPC,0.8138506840835475,0.5892733608473608,0.6240849266063371,0.8161865324424102,1.567545626
41,DSPC,0.999083641525297,0.9197484740721937,0.8518970641796589,0.6522708685541618,3.171158325
42,DSPC,1.0,0.9927366068999932,0.9999999999999998,0.15851293537829714,2.054721261
43,DSPC,0.8470075010117548,0.6627669138192527,0.4582325332355621,0.2633762931663072,3.567106111
44,DSPC,0.8812094411681513,0.9187469417813909,0.829868862047417,0.2679089034927604,2.340331534
4,DSPC,0.1497298949140491,0.1748912164424763,0.3326612969586801,0.1961910030561067,4.928235902
7,DSPC,0.1497298949140491,0.1748912164424763,0.6406758720366238,0.1961910030561067,4.172767096
16,DSPC,0.72809870065405,0.1748912164424763,0.3326612969586801,0.1961910030561067,3.860887819
19,DSPC,0.72809870065405,0.1748912164424763,0.6406758720366238,0.1961910030561067,4.038759841
45,DSPC,0.24819541582505567,0.005994820282083313,0.22694139598591548,0.6182281854450977,4.933490958
46,DSPC,0.4451770541213529,0.010024572315266433,0.4053815275694437,0.5099157561087836,5.46163287
47,DSPC,0.8078869785425715,0.010855849478788815,0.4385985157668034,0.37524336552596393,5.320924985
48,DSPC,0.09985410344195533,0.0006721961920906905,0.2638641264789343,0.8641191180734034,4.668130547
49,DSPC,0.0,0.016278859680333935,0.21330182911921677,0.04657056802630244,4.785470767
50,DSPC,0.02221842826423559,0.01803288889615151,0.34482578033125033,0.32476292408369856,5.072693417
51,DSPC,0.7898227860184732,0.011081417799461035,0.44759702035302296,0.680902890393425,5.027060804
52,DSPC,0.5153998852420281,0.0,0.4216664344921589,0.9053155830558015,4.898674461
53,DSPC,0.005527552226458732,0.001848981403017591,0.19846479291093658,0.5555351244672617,4.71530548
54,DSPC,0.24314692917944547,0.013293543774129502,0.2747211120054356,0.3117000857007136,4.871672543
55,DSPC,0.3312311852036691,0.665658251488124,0.17845518400940066,0.47024038804490653,1.811546212
56,DSPC,0.9770750396800956,0.3358130279181366,0.5148005003202223,0.9999999999999998,3.805282895
57,DSPC,0.6720827302086558,0.15204907458592487,0.8088679371893629,0.8381123081864117,4.068059579
58,DSPC,0.5144358591526725,0.4074017614755068,0.7036163936310099,0.771769451676829,3.072177961
59,DSPC,0.9963693848672412,1.0,0.554485159468165,0.5089117786371411,1.230822374
60,DSPC,0.9759457516449259,0.48056577497498987,0.14146694774868548,0.02922594704343373,3.620533586
61,DSPC,0.319640259453416,0.32426258638671746,0.8323926353729635,0.43238693353228486,3.727491479
62,DSPC,0.1918649955138816,0.5572223840940713,0.3357903819132353,0.45358946420571644,2.597923622
63,DSPC,0.7263361622043738,0.5279324501425109,0.49867760937201266,0.6358827999324637,3.454320544
64,DSPC,0.025687265544866,0.5042391316651216,0.5003114970186652,0.3663592419556453,1.94381418
4,DSPC,0.1497298949140491,0.1748912164424763,0.3326612969586801,0.1961910030561067,4.839786611
7,DSPC,0.1497298949140491,0.1748912164424763,0.6406758720366238,0.1961910030561067,3.852306186
